"","Binomial","Freq","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Coccyzus_minor","Coccyzus_minor",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.471291711058939,0.15836249209525,-0.0395906230238124,-0.0395906230238125,-0.238560627359831,NA,NA,-0.0484550065040283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cochranella_euknemos","Cochranella_euknemos",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400864274756529,-0.400864274756529,-0.400864274756529,-0.400864274756529,-0.400864274756528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cochranella_granulosa","Cochranella_granulosa",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400864274756529,-0.400864274756529,-0.400864274756529,-0.400864274756529,-0.400864274756528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coereba_flaveola","Coereba_flaveola",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0238372815438419,0.0238372815438417,0.0238372815438417,0.0238372815438417,0.0238372815438419,-0.0285335007137464,-0.0285335007137464,-0.0285335007137464,0.00211666242283004,0.00211666242282993,0.0327668255594062,0.0327668255594062,0.0327668255594062,0.0327668255594062,0.0327668255594062,0.0327668255594062,0.0327668255594062,0.286469913013079,0.0327668255594062,0.0327668255594062,0.0327668255594062,NA,1,NA,NA,NA,NA,NA,NA,NA
"Coilia_dussumieri","Coilia_dussumieri",26,1,0.0382512406288624,0.0356195876882546,0.0332157065147083,0.0312637172521741,0.0297709012099041,0.0286184302793204,0.0277041200752892,0.0269769639732012,0.0264114481930395,0.0260121904042925,0.0258155391772394,0.0258310497894034,0.025982420052852,0.0261410348514204,0.0262226236513325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colaptes_auratus","Colaptes_auratus",557,1,-0.00865922559398561,-0.00767152242759134,-0.00921608383917295,-0.00779129661305253,-0.00616370214482367,-0.00624108527673603,-0.00579632014310977,-0.00722968934805194,-0.00660046392857398,-0.00572364393322534,-0.00621013168393871,-0.00702661586898109,-0.00651117733102007,-0.00513236551716915,-0.0045324423439544,-0.00475876081729237,-0.00438448814995171,-0.00321089269745221,-0.00292924345372887,-0.00447081744264609,-0.00620805445714392,-0.00597514292550686,0.00832913482675381,-0.0022723538508324,-0.00307943270875399,-0.00496675415201879,-0.00600591080942464,-0.00576474016274065,-0.00514550055464032,-0.00475619777820241,-0.00434908071573461,-0.00365043244612752,-0.00296496451531215,-0.00278751597666671,-0.00323969580145105,-0.00406507254558588,-0.00490297189376856,-0.00540926383771892,-0.00535349528771247,-0.00485823233160559,-0.00446006747961864,-0.00467783435764439,-0.00543903031964958,-0.00609160090800966,NA,NA,NA
"Colaptes_campestris","Colaptes_campestris",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225408560382576,0.0225408560382576,0.0225408560382576,0.0225408560382578,0.0225408560382576,0.0115983893955374,0.0115983893955374,0.0115983893955374,0.0115983893955371,0.0115983893955374,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,NA,NA,NA,NA,NA,NA,0.823908740944319,NA,NA,NA,NA,NA
"Colaptes_melanochloros","Colaptes_melanochloros",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.040823996531185,-0.040823996531185,-0.040823996531185,-0.040823996531185,-0.040823996531185,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coleura_seychellensis","Coleura_seychellensis",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0889410833367812,0.0377885608893997,0.0669467896306133,0.109144469425068,-0.194574664749694,NA,NA,NA,NA,NA,NA,NA
"Colibri_serrirostris","Colibri_serrirostris",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0698970004336019,0.0698970004336019,0.0698970004336019,0.0698970004336019,0.0698970004336019,0.0698970004336018,0.0698970004336019,0.0698970004336019,0.0698970004336019,0.0698970004336019,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colibri_thalassinus","Colibri_thalassinus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colinus_virginianus","Colinus_virginianus",90,1,-0.0909252789116732,-0.0890985106316051,-0.0871119082010797,-0.0887720480446859,-0.097209729361485,-0.110751972196681,-0.122543152509786,-0.125867025968419,-0.120007159276692,-0.10990413980461,-0.100243503442468,-0.0914933856671933,-0.0822721946548,-0.0736364816130143,-0.0687949513937692,-0.0689363235607084,-0.0715530898060133,-0.0737319623858318,-0.0755630221221946,-0.078925275804453,-0.0838376423055587,-0.087819713569244,-0.088892153714357,-0.0876559618930075,-0.0858205928468283,-0.0839229853950956,-0.0815373173435423,-0.0789578761301306,-0.0773618962807934,-0.0774298064543957,-0.0788640093722917,-0.0812972142708763,-0.0845573926772314,-0.0876934987837541,-0.0889001819065083,-0.0873208088737765,-0.0841888203340782,-0.0810458484639005,-0.077191766334614,-0.0702541032674318,-0.059562305064663,-0.0478722902934443,-0.0391279596763336,-0.0351191072757606,NA,NA,NA
"Colluricincla_harmonica","Colluricincla_harmonica",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324511091513504,NA,NA,NA,NA
"Colluricincla_megarhyncha","Colluricincla_megarhyncha",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205103321990231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colobus_angolensis","Colobus_angolensis",17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00440911890505502,-0.0805392890358199,-0.108871095241669,-0.108871095241669,-0.55204429881759,-0.021375990210475,0.507361628410353,-0.0582093053801321,-0.502399441440884,NA,NA,NA,NA,NA
"Colobus_guereza","Colobus_guereza",48,1,-0.00986818025816172,-0.00986818025816194,-0.00986818025816194,-0.00986818025816194,-0.00986818025816194,-0.00589922869669904,-0.00589922869669895,-0.00589922869669905,-0.00589922869669906,-0.00589922869669905,0.0123739690266005,0.0123739690266004,0.0123739690266005,0.0123739690266005,0.0123739690266005,0.0271047522615592,0.027104752261559,0.0271047522615591,0.0271047522615591,0.0271047522615591,0.0197880187881879,0.0197880187881879,0.019788018788188,0.0197880187881879,0.0197880187881879,0.001712493661396,-0.0113166187323829,-0.0114290300452912,-0.0131364673939386,-0.0174535318368211,-0.0233993452872446,-0.0244800188512805,-0.0238961250970138,-0.00903489695679922,0.0137611115515499,0.00484127500749962,-0.00370512972321461,-0.00624238993924357,-0.00540609795904889,0.022722840860936,0.0445513228355039,0.0445513228355039,NA,NA,NA,NA,NA
"Colobus_vellerosus","Colobus_vellerosus",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174962724593484,0.0174962724593484,0.0174962724593479,0.0174962724593484,0.0174962724593484,0.0174962724593479,0.0373649502979116,0.0373649502979116,0.0373649502979116,0.0192448624257251,0.0192448624257255,0.0192448624257251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cololabis_saira","Cololabis_saira",39,1,NA,0.0321579968516742,0.0285022205130701,0.0220256963093486,0.0154639547870987,0.0109317388907058,0.00742834924192651,0.00250052701632505,-0.00317093723169644,-0.00446656553853184,0.00329457919142062,0.0188337880430846,0.0357924099113135,0.0488010254315484,0.0570954257062654,0.0622871760986744,0.0648472193654788,0.064025323975911,0.059681026864737,0.0523143415251698,0.0417781706155289,0.0275695783487522,0.0103535653735229,-0.00810193289297428,-0.0328542394486017,-0.0398032821318344,-0.0432436535052357,-0.0418725580365263,-0.036044341725919,-0.0285212435351943,0.0246660084310801,0.0308081622290417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colonia_colonus","Colonia_colonus",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0145101334297224,-0.0145101334297222,-0.0145101334297224,-0.0145101334297224,-0.0145101334297224,0.0145101334297224,0.0145101334297224,0.0145101334297224,0.0145101334297224,0.0145101334297222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colossoma_macropomum","Colossoma_macropomum",94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.203744538948166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152610163206159,-0.0743823631658562,-0.0559514053291501,NA,NA,NA,0.146351837949388,0.145868377583027,0.134848598538993,0.101726075470099,0.0471463847683077,-0.0104104577345751,-0.0456900511856063
"Colostethus_panamansis","Colostethus_panamansis",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349054004797798,-0.349054004797798,-0.349054004797797,-0.349054004797797,-0.349054004797797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colostethus_pratti","Colostethus_pratti",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400864274756529,-0.400864274756528,-0.400864274756529,-0.400864274756528,-0.400864274756529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coluber_constrictor","Coluber_constrictor",14,1,NA,NA,NA,NA,NA,NA,NA,NA,0.176091259055681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.389075625191822,-0.389075625191822,NA,NA,NA,0,0,0,0,0,1,NA,NA,-0.198148074289526,0.0727381062865824,NA,NA,NA,NA,NA,NA,NA
"Columba_arquatrix","Columba_arquatrix",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213879819945081,-0.431798275933005,0.161502897245192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columba_livia","Columba_livia",494,1,0.00439533807352215,0.00443608909118167,0.00455916388757764,0.00476271144197705,0.00498029408833576,0.00608118403049209,0.00482772188016509,0.00514551197424508,0.00566084885035652,0.00607402734972391,0.00597447123739045,0.00522632968409717,0.00411967530847233,0.00313483729359466,0.00257138067070137,0.00239952333552612,0.00241717100350091,0.00247951794420947,0.00255896600170958,0.0026509109178114,0.00271455876116425,0.00272351203284697,0.00270140269562069,0.00264602464776983,0.00245969739604774,0.00205080708906294,0.00152129827744231,-0.0822802430726857,0.00328765224525379,0.023161505770533,-0.0658718373585173,0.0805479769625423,0.0149692396584069,-0.00163978903074724,0.00852288182509903,0.00462701130169358,0.00131652680530531,-0.000620870626996043,-0.000856389084355137,0.000291710399837564,0.0247862581554502,0.00179829414129514,-0.000131218490883209,-0.00135713749965673,-0.0306807257226943,-0.0192829616494912,-0.00773046717382403
"Columba_oenas","Columba_oenas",128,1,0.148473795779881,0.151103024850123,0.171081687030092,0.124033906595427,0.0375389676900386,-0.00540912715794273,-0.012262172729416,-0.00772780811737928,-0.0072653357398728,-0.0156275259561491,-0.0113476395056847,-0.0121975716800515,-0.0122608189130993,-0.0130908326860775,-0.0173695975895618,-0.0231900181605956,-0.0242281957302607,-0.0186366461969861,-0.0138063877009882,-0.0176237651136387,-0.0273440385494551,-0.0326676206646725,-0.0293953753736843,-0.0242924281594163,-0.0247974479526086,-0.0290908574725091,-0.0301240813857722,-0.0261748689328732,0.0132381340318599,0.0103918779493055,-0.000349058695155335,-0.00549539862031789,6.97666574393449e-05,0.00218563997878819,0.00134276513837445,-0.000648018829906699,0.00102706181022583,0.00812848397753693,0.0154441734096545,0.0146527446106188,0.00418194444244099,-0.00639541628053311,-0.00573802273342368,0.00563493426108282,0.0157231076042531,0.0162968324584523,0.012247636499041
"Columba_palumbus","Columba_palumbus",187,1,0.0212559874005702,0.00337867466725483,-0.0089377554887835,-0.0150077168093816,-0.016860389276806,0.00822789207386188,0.00812949250283842,0.0080121740612978,0.00781238389590122,0.0075885785839569,0.00956056594532761,0.00960060454320316,0.0101285345120509,0.0079108319417514,0.00398160733222959,0.000688815683252297,0.00389502960811234,0.00928447915111281,0.00861764051297835,0.00321130599130437,0.00146580099954936,0.00467065198950238,0.00468143970904289,-0.00186086972748511,-0.010677784549051,-0.00420743853059558,0.0041519021213877,-0.000764494068387833,-0.0083513462119274,-0.0558472921748416,0.248025692385782,0.0797126537538818,0.20783422975214,0.0674667801033262,0.103148925203035,0.0494650172941792,0.0284661435655776,0.0102100873403333,0.00961661986019999,0.00855431469983112,0.00713146104871131,0.00542537518020177,0.00382819198299796,0.00315581685227141,0.00398677509375785,0.00580456545234702,0.00720532364903757
"Columbina_picui","Columbina_picui",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA
"Columbina_talpacoti","Columbina_talpacoti",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0152180338140966,-0.0152180338140966,-0.0152180338140966,-0.0152180338140966,-0.0152180338140966,0.026816423209634,0.026816423209634,0.026816423209634,0.026816423209634,0.0268164232096337,NA,NA,NA,NA,NA,NA,NA,-0.21162958443467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conilurus_penicillatus","Conilurus_penicillatus",119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.286331624826092,0.286331624826092,0.286331624826092,-0.260122563108311,0.0566645230574676,0.0566645230574676,-0.0288601516453857,-0.0587382342359345,-0.0874879465130561,-0.0874879465130561,0.185417436897641,0.185417436897641,0.258702650854412,NA,NA,NA
"Conirostrum_speciosum","Conirostrum_speciosum",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278736904061883,0.0278736904061883,0.0278736904061883,0.0278736904061883,0.0278736904061883,-0.125677786010062,-0.125677786010062,-0.125677786010062,-0.125677786010062,-0.125677786010062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connochaetes_gnou","Connochaetes_gnou",5,1,NA,NA,0.0714048884699898,0.0714048884699894,0.0714048884699898,0.0714048884699898,0.0714048884699894,0.0714048884699898,0.00430793557122167,0.00430793557122211,0.00430793557122211,0.00430793557122167,0.00430793557122211,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.0132379939850424,0.013237993985042,0.0132379939850424,0.0132379939850424,0.0462581499690762,0.0462581499690771,0.0462581499690762,0.0462581499690762,0.0462581499690762,0.0462581499690771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connochaetes_taurinus","Connochaetes_taurinus",307,1,0.0272093808713328,0.0285552231466495,0.02436961603686,-0.0539419162102665,-0.051393307570066,0.00730738828167955,0.00913276101850189,0.00721821664449727,0.027078593371203,0.0303412947152263,0.0207935110223119,0.0229095530903209,0.00226616975482121,-4.41580851704149e-05,-0.00154872054078253,-0.0218893506797206,-0.0662312104901864,-0.0215412884220499,0.043252300670156,-0.0199461994004415,-0.0153146635353747,-0.00834184765130728,-0.00786785931318357,-0.0274525417461194,-0.0473685557556738,0.0460096249031742,-0.0376936697829037,0.00323819422159308,0.00124001238154896,0.101085471675599,-0.0465583433473537,0.0391397631796603,-0.111158977126056,0.0481581146408483,0.117673431684332,0.0682373901075038,0.233369512285974,-0.0847475371168147,-0.0847475371168145,-0.0847475371168148,0.152439201858295,0.152439201858296,0.115077886052012,NA,NA,NA,NA
"Conopophaga_lineata","Conopophaga_lineata",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0774563880979962,-0.0774563880979962,-0.0774563880979962,-0.0774563880979962,-0.0774563880979962,-0.0276605396332563,-0.0276605396332563,-0.0276605396332563,0.0151438712087031,0.0151438712087031,0.0579482820506623,0.0579482820506625,0.0579482820506625,0.0579482820506625,0.0579482820506623,0.0579482820506625,0.0579482820506623,0.0579482820506625,0.0579482820506625,0.0579482820506625,0.0579482820506624,NA,-0.0791812460476248,NA,-1,NA,NA,NA,NA,NA
"Contopus_cinereus","Contopus_cinereus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Contopus_cooperi","Contopus_cooperi",523,1,-0.00904860583056477,-0.00939307836627472,-0.0115690164006748,-0.0119044331596103,-0.0115523044800514,-0.0113456687132476,-0.011077650887783,-0.0108557523523275,-0.0108594409541586,-0.0108767752013189,-0.010520125699791,-0.010010180879875,-0.00995094141841645,-0.0101042350362059,-0.00940944826740684,-0.0078575040835316,-0.00736068348479504,-0.00961668078101982,-0.0136162071196236,-0.0164895669344148,-0.0166673799743205,-0.0150460315840435,-0.0130604130704352,-0.0110170216746512,-0.00890019163493042,-0.00760716500423251,-0.00821215061227557,-0.0104207934968448,-0.0127046705375533,-0.0138954963713604,-0.0140063684760363,-0.0135857343724459,-0.012955241565837,-0.0122184482074381,-0.0115008483744391,-0.0109192072904723,-0.0105479098529643,-0.0105048555625046,-0.0108130797072466,-0.0110956926008762,-0.0107035969977783,-0.00937835855004083,-0.00738412863038368,-0.00606560866818548,NA,NA,NA
"Contopus_sordidulus","Contopus_sordidulus",244,1,-0.0297284194801747,-0.028064125534608,-0.0216259209123922,-0.0138462885730702,-0.00874172606290014,-0.00332432068909824,0.000618635455409575,0.00104955903780012,-0.00249691485543849,-0.00793900603554849,-0.0120579522994504,-0.0131034994953781,-0.011976479292134,-0.0109814626499825,-0.0115696844509488,-0.0131125534078809,-0.0136111304667675,-0.0117306931178002,-0.00841488438915505,-0.0064697272880475,-0.00726011695970265,-0.00975613067277698,-0.0117305398820816,-0.012097796122497,-0.0119925488745083,-0.0131269882795808,-0.015699812343238,-0.018453116794871,-0.020273822582385,-0.0208489041306056,-0.0199161322506502,-0.0170502414457228,-0.0127571617406355,-0.00895181522764834,-0.00737157176374246,-0.00774258948507335,-0.00838339703692581,-0.00859172158903122,-0.0094250554687074,-0.0116712491785594,-0.0139782717167162,-0.0141204478045455,-0.0146246916297323,-0.0119413690372636,NA,NA,NA
"Contopus_virens","Contopus_virens",268,1,-0.0150352613353348,-0.0148322636351599,-0.0145261879991272,-0.0140605832930759,-0.0131029273386573,-0.0114771698819756,-0.00961454848481649,-0.00831576269989379,-0.00802665012146055,-0.00848883992693126,-0.00912823498808501,-0.00963711242089434,-0.0100962621799818,-0.010658684385536,-0.0112859496929647,-0.0118003384783837,-0.0120748305861968,-0.0121068990354152,-0.0119591556172323,-0.0117054905192525,-0.0114453850158739,-0.0113158407155342,-0.0114268891502676,-0.0117610703598791,-0.0121534832413473,-0.0124006789338615,-0.012408302244645,-0.0122454579788626,-0.012069614191479,-0.0119950723466878,-0.0120026714598595,-0.0119572763830698,-0.0117405006134127,-0.0113978546967516,-0.0111271309194007,-0.0110661444071843,-0.0111011107444839,-0.0109532222504635,-0.0104753937603988,-0.00980829520681172,-0.00921927774689601,-0.00885174644832709,-0.00907034475821191,-0.0090136412641237,NA,NA,NA
"Copadichromis_quadrimaculatus","Copadichromis_quadrimaculatus",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0540969030941626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Copadichromis_virginalis","Copadichromis_virginalis",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0473081276917924,0.0473081276917922,0.0473081276917922,0.0473081276917922,0.0473081276917924,0.0473081276917922,0.0473081276917924,0.0473081276917922,0.0473081276917922,0.0473081276917924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cophyla_barbouri","Cophyla_barbouri",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046212711873887,-0.153219111838961,-0.0235953688358166,-0.358195501893886,0.459426888684585,0.171211340411103,0.171211340411103,0.0511959540671888
"Cophyla_grandis","Cophyla_grandis",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24537383270615,-0.414608087661732,0.0385789059335518,-0.0207180583890164,-0.0207180583890162,-0.0379188818151799,0.146239741722984,0.293235118451034
"Cophyla_karenae","Cophyla_karenae",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0511204718754331,0.0126165949627499,0.106872118034151,0.165674175976827,0.138235169822127,0.0292546313021381,-0.101905994740677,-0.184040438065177
"Cophyla_tuberifera","Cophyla_tuberifera",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301408300985727,-0.309244299357953,NA,NA,-0.2497857531557,-0.2497857531557,NA,NA
"Copsychus_sechellarum","Copsychus_sechellarum",69,1,NA,NA,NA,NA,NA,NA,-0.0425538772355849,0.00662238380086566,-0.0548849896733153,-0.0717377170776312,-0.0927348301725804,-0.0124448726312463,-0.0228205518156703,0.0079109526411616,0.00813191136181235,-0.0168519448348663,-0.0342947132857272,-0.0343214961689422,0.0217422963231018,0.0429634079870854,NA,NA,0.0471936608003967,0.0441310713960227,0.0371286125093066,0.121081359139478,0.130956971909704,0.0799988153312862,0.0509723620378363,0.0552061044662973,0.069755213006502,0.0743108775454397,0.0717547280117163,0.072175523226938,0.0749920554494347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coptodon_rendalli","Coptodon_rendalli",38,1,0.0707970191752927,0.0782274244461005,-0.0194052863427208,0.412089223472845,0.108616734085394,0.0480327874183228,-0.0273960746345657,-0.0821759180991646,-0.0908659496966257,-0.0573623154420196,-0.00928528268803269,0.026511311412519,0.0418844393051256,0.0438498785430119,0.0400469899744506,0.0315000749372942,0.015710902299377,-0.00954215540036746,-0.0455436530185404,-0.0899315821428023,-0.132118975340878,-0.156965053279592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coracias_garrulus","Coracias_garrulus",26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07244505596397,0.0724450559643165,0.0724450559648793,0.0724450559653838,0.0724450559655936,0.0724450559654536,0.0603994333705848,0.0599816598561778,0.0591992427886874,0.0581421906306307,0.0411112416050151,0.0376403919667078,0.0336718955102833,0.0297983289484494,0.0264466934042615,0.0235881091089291,0.021073228342015,0.019083140748434,0.0179962163558363,0.0178162934965794,0.0179985944043364
"Coragyps_atratus","Coragyps_atratus",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0623866717348616,-0.0623866717348609,-0.0623866717348613,-0.0623866717348611,-0.0623866717348611,0.0492362655313272,0.0492362655313272,0.0492362655313272,0.0492362655313272,0.0492362655313272,NA,NA,NA,NA,NA,NA,NA,-0.331941460644997,NA,NA,NA,NA,NA,NA,0.447158031342219,NA,NA,NA,NA,NA
"Coregonus_albula","Coregonus_albula",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0162371988706855,-0.00772868627533785,-0.00772868627533785,-0.00772868627533763,0.0243229560247504,-0.0163904161881692,-0.00494083237867016,0.0098260861615147,-0.0148237763170245,0.0117035510810775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
