"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","NA","NA"
"example_data_pops.txt",1,0.0050425450202766,0.00439441445880512,0.00538013407568489,0.00398355799307735,-0.000159609740530147,0.00115111795794772,-0.00246718555124213,-0.00814669649210622,-0.00414886514430757,-0.00141699319029277,-0.0071604034336752,-0.00625646618320622,-0.00777363991348766,-0.00197016107090799,-0.00313112490821669,0.00108609121087128,-0.000452897210397979,-0.00346558942558737,0.00575142563766809,0.00271733852655128,-0.00149181478803629,-0.00765999069527016,-0.00309602729688531,-0.00954336911633881,-0.00599517837256548,-0.00758299937221357,-0.000697141646427622,-0.011244134576715,-0.0126581668050636,-0.00836712262118313,-0.00565161887435049,-0.00395982675370777,0.00192089878318663,-0.00134285253497224,-0.00721918844173123,-0.00559855539288479,-0.0065531736211397,-0.00593660040922343,-0.0121382380851609,-0.0159913459296764,0.00346914910093175,-0.0103953824734304,-0.00665110717418101,-0.0104064334322786,-0.00742342965680636,-0.00109144568613821,-0.0247823179866516
