ID,min_year,max_year
9853,1997,2002
9854,1987,1990
9855,1997,2002
9856,1997,2002
9857,1987,1990
9858,1997,2002
9859,1987,1990
9860,1977,2007
9861,1987,1990
9862,1977,2007
9863,1977,2007
9864,1977,2007
9865,1977,2007
9866,1961,1978
9867,1977,2007
9868,1977,2007
9869,1990,2000
9870,1990,2000
9871,1990,1998
9872,1990,1999
9873,1990,2000
9874,1990,1998
9875,1990,2000
9876,1990,1998
9877,1977,2007
9878,1990,2000
9879,1977,2007
9880,1990,1998
9881,1990,1998
9882,1977,2007
9883,1977,2007
9884,1977,2007
9885,1990,2000
9886,1990,2000
9887,1977,2007
9888,1977,2007
9889,1977,2007
9890,1977,2007
9892,1977,2007
9896,1977,2007
9899,1977,2007
9901,1977,2007
9902,1989,1997
9903,1977,2007
9904,1993,1997
9905,1989,1997
9906,1973,1996
9907,1989,1997
9908,1975,1989
9909,1989,1997
9910,1989,1997
9911,1989,1997
9912,1989,1997
9913,1993,1997
9914,1993,1997
9915,1989,1997
9916,1975,1989
9917,1989,1997
9918,1975,1989
9919,1975,1989
9924,1989,1997
9947,1967,1995
9948,1967,1995
9950,1969,2001
9951,1969,2001
9953,1969,1996
9955,1968,1996
9958,1968,1996
9959,1968,1996
9961,1968,1996
9963,1990,1998
9965,1990,2000
9980,1973,1996
9984,1961,1996
9988,1989,1998
10010,1981,2006
10013,1986,2006
10015,1990,2006
10016,1973,2006
10020,1973,2006
10021,1986,2005
10022,1986,2006
10023,1986,2006
10026,1982,2006
10028,1973,2006
10030,1973,2006
10032,1973,2006
10039,1984,2001
10045,1981,1998
10051,1987,1993
10063,1973,1991
10064,1970,1983
10065,1982,1985
10066,1965,1973
10067,1997,2006
10071,1958,1978
10072,1972,1988
10073,2004,2007
10074,2004,2007
10075,2004,2007
10076,2004,2007
10077,2004,2007
10078,2004,2007
10079,2004,2007
10080,2004,2007
10081,1997,2006
10082,1997,2006
10083,1997,2006
10084,1997,2006
10085,1997,2006
10086,1997,2006
10087,1997,2006
10088,1997,2006
10089,1998,2006
10090,1997,2006
10091,1999,2006
10092,1997,2006
10093,1997,2006
10094,1997,2006
10095,1997,2006
10096,1968,2008
10097,1995,2007
10098,1993,2008
10099,1993,2008
10100,2005,2008
10101,2005,2008
10102,1972,1985
10129,1980,2005
10131,1984,2012
10168,1979,1993
10175,1993,2006
10178,1979,2002
10190,1962,2005
10191,1963,2001
10192,2001,2006
10193,2001,2006
10194,1990,1998
10195,1958,1997
10196,1986,1997
10197,1984,1996
10198,2001,2008
10199,1994,2008
10200,1983,2008
10201,1983,2008
10202,2001,2008
10203,1994,2008
10204,2001,2008
10205,1979,2004
10206,1979,2004
10207,1979,2004
10208,1983,2004
10209,1983,2004
10210,1980,2008
10211,1982,2009
10212,1979,2008
10213,1979,2008
10214,1979,2008
10215,1971,1993
10216,1971,1993
10217,1977,2004
10218,1977,2004
10219,1972,2004
10220,1961,2004
10221,1977,2004
10222,1967,2004
10223,2001,2004
10224,1982,2004
10225,1981,2004
10226,1982,2004
10227,1994,2004
10228,1981,2004
10229,1987,2005
10230,1975,2000
10231,1976,2000
10232,1994,2000
10233,1982,1996
10234,1983,2005
10235,1983,2005
10236,1983,1996
10237,1983,2005
10238,1983,2005
10239,1983,2005
10240,1953,1980
10241,1989,1992
10242,1995,2005
10243,1995,2005
10244,1995,2005
10245,1995,2005
10246,1995,2005
10247,1995,2005
10248,1995,2005
10249,1995,2005
10250,1995,2005
10251,1995,2005
10252,1995,2005
10253,1995,2005
10254,1995,2005
10255,1995,2005
10256,1995,2005
10257,1995,2005
10258,1995,2005
10259,1995,2005
10260,1995,2005
10261,1995,2005
10262,1995,2005
10263,1995,2005
10264,1995,2005
10265,1995,2005
10266,1995,2005
10267,1995,2005
10268,1995,2005
10269,1995,2005
10270,1995,2005
10271,1995,2005
10272,1995,2005
10273,1995,2005
10274,1995,2005
10275,1995,2005
10276,1995,2005
10277,1992,2005
10278,1968,2000
10279,1979,1986
10280,1979,1986
10281,1994,1998
10282,1979,2011
10283,1979,2008
10284,1979,1986
10285,1977,1985
10286,1964,1995
10288,1954,2014
10289,1957,1995
10290,1971,1982
10291,1965,1965
10292,1994,2006
10293,1995,2005
10294,1995,2005
10295,1995,2005
10296,1995,2005
10297,1995,2005
10298,1995,2005
10299,1995,2005
10300,1995,2005
10301,1995,2005
10302,1995,2005
10303,1995,2005
10304,1995,2005
10305,1995,2005
10306,1995,2005
10307,1995,2005
10308,1995,2005
10309,1995,2005
10310,1995,2005
10311,1995,2005
10312,1995,2005
10313,1995,2005
10314,1995,2005
10315,1995,2005
10316,1995,2005
10317,1995,2005
10318,1995,2005
10319,1995,2005
10320,1995,2005
10321,1995,2005
10322,1987,2004
10323,1987,2002
10324,1987,2002
10325,1978,1988
10326,1978,1988
10327,1978,1988
10328,1978,1988
10329,1978,1988
10330,1978,1988
10331,1956,2005
10332,1978,1988
10333,1956,2005
10334,1956,1999
10335,1956,2005
10336,1978,1988
10337,1956,2005
10338,1956,2005
10339,1956,2005
10340,1978,1988
10341,1978,1988
10342,1956,2005
10343,1978,1988
10344,1978,1988
10345,1987,2005
10346,1956,2005
10347,1952,1988
10348,1990,2005
10349,1984,2005
10350,1950,1982
10351,1964,1982
10352,2004,2005
10353,1984,2005
10354,2004,2005
10355,2004,2005
10356,2004,2005
10357,2004,2005
10358,2004,2005
10359,1987,2013
10360,1995,1999
10361,1985,2002
10362,1985,2002
10363,1995,1998
10364,1995,1998
10365,1995,1998
10366,1980,1984
10367,1989,2009
10368,1965,2003
10369,1962,1986
10370,2001,2005
10371,2001,2005
10372,2001,2005
10373,1962,1986
10374,1968,1981
10375,1969,1987
10376,2001,2005
10377,1971,1987
10378,2001,2005
10379,1966,1986
10380,1968,1979
10381,1967,1987
10382,1963,1979
10383,1992,1998
10384,1972,1986
10385,1988,1999
10386,1992,1998
10387,2002,2005
10388,1997,2009
10389,1997,2009
10390,1993,2009
10391,1995,2009
10392,1951,2010
10393,1995,2005
10394,1994,2009
10395,1997,2009
10396,1997,2009
10397,1995,2009
10398,1989,2008
10399,1989,2009
10400,1987,2008
10401,1982,2001
10402,1987,2008
10403,1995,2008
10404,1995,2007
10405,1995,2008
10406,1995,2008
10407,1997,2008
10408,2002,2003
10409,1974,1991
10410,1974,1981
10411,1988,2005
10412,1972,1991
10413,1967,1974
10415,1970,1994
10417,1984,2001
10419,1993,2001
10422,2000,2006
10423,1982,1998
10424,2000,2006
10425,1970,1993
10426,2000,2006
10427,2000,2006
10428,2000,2006
10429,1996,2001
10430,1983,2010
10431,1983,2010
10432,1983,2010
10433,1983,2010
10434,1983,2010
10435,1982,2005
10436,1984,2005
10437,1965,2005
10438,2001,2002
10439,1983,2003
10440,1998,2006
10441,2001,2002
10442,1998,2006
10443,1999,2006
10444,1998,2006
10445,1998,2006
10446,2000,2005
10447,1998,2006
10448,2002,2006
10449,1999,2006
10450,1998,2006
10451,2001,2002
10452,2001,2002
10453,2001,2002
10454,2001,2002
10455,1998,2006
10456,2001,2002
10457,1987,2000
10458,1988,2007
10459,1996,2005
10460,2000,2001
10461,2002,2008
10462,2003,2009
10463,2000,2001
10464,1986,2008
10465,1984,2005
10466,1995,1996
10467,1984,2005
10468,2002,2006
10469,1981,2008
10470,1989,2008
10471,1976,2008
10472,1997,1998
10473,2002,2006
10474,2002,2006
10475,1997,1998
10476,2002,2004
10477,1997,1999
10478,1950,1999
10479,1953,1999
10480,1983,2000
10481,1980,1991
10482,1986,2005
10483,1997,1999
10484,1997,1999
10485,1996,1998
10486,1996,1998
10487,1996,1998
10488,1972,2004
10489,1993,1997
10490,1998,2001
10491,1985,1991
10492,1985,1991
10493,1997,2001
10494,1981,2008
10495,2004,2007
10496,1991,2006
10497,2004,2007
10498,2004,2007
10499,2004,2007
10500,2004,2006
10501,1978,2002
10502,2004,2006
10503,2004,2007
10504,2004,2007
10505,2004,2007
10506,2005,2007
10507,2004,2007
10508,1996,2009
10509,2004,2007
10510,2004,2007
10511,2004,2007
10512,2004,2007
10513,1973,2006
10514,1969,2006
10515,1989,2006
10516,1983,2006
10517,1974,2006
10518,1992,2006
10519,2004,2007
10520,2004,2006
10521,1983,2007
10522,1983,1991
10523,1990,2001
10524,1987,2001
10525,1987,2001
10526,1980,2004
10527,1987,2001
10528,1994,1997
10529,1986,2007
10530,1981,2000
10531,1995,2004
10532,1965,1995
10533,1950,1972
10534,1986,1987
10535,1973,1998
10536,2002,2007
10537,2002,2007
10538,2002,2007
10539,2002,2007
10540,2002,2007
10541,2002,2007
10542,2002,2007
10543,2002,2007
10544,2002,2009
10545,1984,1985
10546,2002,2009
10547,1993,2009
10548,1993,2010
10549,1993,2010
10550,1996,2005
10551,1996,2001
10552,1996,2002
10553,1996,2002
10554,1991,1999
10555,2004,2009
10556,1991,1999
10557,1991,2000
10558,1991,1999
10559,2009,2010
10560,2001,2002
10561,2001,2002
10562,2001,2002
10563,2001,2002
10564,2001,2002
10565,2001,2002
10566,2001,2002
10567,2001,2002
10568,2001,2002
10569,2001,2002
10570,2001,2002
10571,2001,2002
10572,2001,2002
10573,1960,2000
10574,2001,2002
10575,2000,2007
10576,2006,2008
10577,2006,2008
10578,1973,1976
10579,1980,1999
10580,1990,1993
10581,1994,2007
10582,1994,2009
10583,1994,2009
10584,1989,1993
10585,1989,1993
10586,1990,1991
10587,1973,2007
10588,1996,2002
10589,1989,1993
10590,1989,1993
10591,1989,1993
10592,1989,1993
10593,1989,1993
10594,1990,1993
10595,1990,1993
10596,1991,1993
10597,1989,1993
10598,1989,1993
10599,1990,1993
10600,1990,1992
10601,1990,1993
10602,1990,1993
10603,1990,1991
10604,1989,1992
10605,1989,1993
10606,1992,1993
10607,1989,1993
10608,1989,1992
10609,1989,1993
10610,1989,1992
10611,1991,1993
10612,1989,1993
10613,1991,1993
10614,1979,1995
10615,1996,2005
10616,1986,2005
10617,1979,2008
10618,1971,1994
10619,1990,1993
10620,1990,1993
10621,1990,1992
10622,1989,1992
10623,1979,2008
10624,1979,2008
10625,1979,2008
10626,1979,2008
10627,1979,2008
10628,1979,2008
10629,1979,2008
10630,1979,2008
10631,1976,2008
10632,1979,2008
10633,1989,1993
10634,1989,1993
10635,1991,1993
10636,1989,1993
10637,1989,1993
10638,1990,1993
10639,1989,1992
10640,1989,1993
10641,1989,1993
10642,1989,1990
10643,1989,1993
10644,1991,1993
10645,1974,2004
10646,1979,2008
10647,1979,2008
10648,1979,2008
10649,1973,2008
10650,1979,2008
10651,1979,2008
10652,1979,2008
10653,1979,2008
10654,1979,2008
10655,1979,2007
10656,1979,2008
10657,1979,2008
10658,1989,1993
10659,1991,1993
10660,1989,1993
10661,1989,1991
10662,1990,1991
10663,1989,1992
10664,1988,2007
10665,1982,1998
10666,1993,2010
10667,1978,2006
10668,1994,2000
10669,1977,2009
10670,1981,2009
10671,1955,2000
10672,1978,2006
10673,1989,1991
10674,1990,2000
10675,1992,1993
10676,2001,2005
10677,2001,2005
10678,2001,2002
10679,2001,2005
10680,2001,2005
10681,2001,2005
10682,2001,2005
10683,2004,2006
10684,2001,2006
10685,1987,2003
10686,2000,2004
10687,2004,2005
10688,1989,2007
10689,1996,2006
10690,2002,2010
10691,2002,2010
10692,1950,1985
10693,1974,2000
10694,1950,1984
10695,1950,1980
10696,1950,1984
10697,2009,2010
10698,1990,1999
10699,1960,1993
10700,1975,1991
10701,1990,2000
10702,1996,2005
10703,1990,2000
10704,1990,2000
10705,1990,2000
10706,1984,1990
10707,1979,1999
10708,1991,1992
10709,1967,1980
10710,1989,2005
10711,1990,1994
10712,1989,2000
10713,1950,1989
10714,1950,1964
10715,1991,2000
10716,1974,2008
10717,1955,1964
10718,1950,2002
10719,2001,2007
10720,2001,2010
10721,1956,1962
10722,2006,2007
10723,1974,2007
10724,2006,2007
10725,1986,1993
10726,2003,2005
10727,1997,2007
10728,1997,2007
10729,1997,2007
10730,1989,1994
10731,1989,1994
10732,1989,1994
10733,1989,1994
10734,1952,2008
10735,1991,1997
10736,1998,2007
10737,1974,2004
10738,1970,2014
10739,1988,2002
10740,1988,2002
10741,1995,2007
10742,1995,2007
10743,2004,2007
10744,1974,2004
10745,1974,2004
10746,1974,2004
10747,1995,1997
10748,2003,2004
10749,1998,2007
10750,2003,2004
10751,2003,2004
10752,2003,2004
10753,1995,2002
10754,1999,2005
10755,1995,2000
10756,1974,2003
10757,1983,2003
10758,1974,2003
10759,1983,2003
10760,1983,2003
10761,1981,2000
10762,1974,2003
10763,1974,2003
10764,1978,2003
10765,1995,2001
10766,1962,1984
10767,1976,2003
10768,1976,2003
10769,1976,2003
10770,1976,2003
10771,1976,2003
10772,1976,2002
10773,1976,2003
10774,1976,2003
10775,1950,2008
10776,1993,2003
10777,1989,2004
10778,1989,2005
10779,1993,2002
10780,1981,2007
10781,1981,2007
10782,1952,2005
10783,1999,2003
10784,1950,2010
10785,2005,2006
10786,1997,2008
10787,1987,2007
10788,1984,2000
10789,2002,2007
10790,1995,2000
10791,1950,2000
10792,1957,2002
10793,2004,2009
10794,1999,2008
10795,1970,2010
10796,1994,2008
10797,1953,1988
10798,1971,2007
10799,1992,2003
10800,1991,2010
10801,2001,2005
10802,1981,1990
10803,1991,2007
10804,2001,2003
10805,1950,2009
10806,1991,2007
10807,1997,1998
10808,2001,2002
10809,2002,2005
10810,2001,2004
10811,2002,2005
10812,2001,2005
10813,2002,2005
10814,2001,2005
10815,2001,2005
10816,2001,2005
10817,2001,2005
10818,2001,2005
10819,2001,2005
10820,2001,2005
10821,2001,2005
10822,2001,2005
10823,2001,2005
10824,2001,2005
10825,1999,2005
10826,2001,2004
10827,2001,2004
10828,2002,2005
10829,2001,2005
10830,2001,2005
10831,2001,2005
10832,1985,2007
10833,1972,2005
10834,1985,2007
10835,1985,2007
10836,1966,2005
10837,1985,2007
10838,1962,2005
10839,1985,2007
10840,1985,2007
10841,1982,1983
10842,1985,2007
10843,1985,2007
10844,1985,2007
10845,1985,2007
10846,1985,2007
10847,2001,2002
10848,1966,2006
10849,1990,1995
10850,2002,2005
10851,2002,2005
10852,1987,2006
10853,1972,2006
10854,1990,1995
10855,1990,1995
10856,1990,1995
10857,1990,1995
10858,1990,1995
10859,1986,2001
10860,1990,1995
10861,1990,1995
10862,1990,1995
10863,1990,1995
10864,1990,1995
10865,1990,1995
10866,1985,1990
10867,2003,2006
10868,1989,1999
10869,1995,2007
10870,2001,2009
10871,1996,2006
10872,1996,2006
10873,1996,2006
10874,1989,1999
10875,1961,1972
10876,1952,1972
10877,1961,1972
10878,1999,2010
10879,1998,2010
10880,2002,2010
10881,1952,1972
10882,1996,2006
10883,1990,1998
10884,1990,1998
10885,2006,2008
10886,1996,2006
10887,1995,2004
10888,1996,2006
10889,1996,2005
10890,1996,2006
10891,2003,2007
10892,2000,2005
10893,1990,2013
10894,1987,1990
10895,2000,2002
10896,1994,2003
10897,1996,2006
10898,1995,2006
10899,1989,2003
10900,2007,2010
10901,1982,2008
10902,1992,2005
10903,1959,2003
10904,1982,2010
10905,1980,1995
10906,1996,2006
10907,1996,2006
10908,1996,2006
10909,1996,2006
10910,1996,2006
10911,1996,2006
10912,1996,2002
10913,2006,2008
10914,1982,2003
10915,1981,2005
10916,1985,1995
10917,1985,1995
10918,1988,1989
10919,1988,1989
10920,1988,1989
10921,1988,1989
10922,1988,1989
10923,1988,1989
10924,1989,2009
10925,1989,2009
10926,1989,2009
10927,2001,2009
10928,1989,2009
10929,2001,2009
10930,1989,2009
10931,2001,2003
10932,2001,2003
10933,1990,2003
10934,2004,2007
10935,2007,2008
10936,1996,1998
10937,1984,2009
10938,1993,1994
10939,1991,2001
10940,1976,2009
10941,1976,2009
10942,1966,2003
10943,1976,2009
10944,1984,2008
10945,1977,1993
10946,1977,1993
10947,1977,1993
10948,1984,2008
10949,1990,2008
10950,2003,2004
10951,1990,2008
10952,2005,2006
10953,1990,2008
10954,1984,2008
10955,2004,2009
10956,1992,1997
10957,2004,2009
10958,2004,2009
10959,2004,2009
10960,1976,2003
10961,1975,2010
10962,1975,2010
10963,1975,2010
10964,1989,2006
10965,1975,2010
10966,1975,2010
10967,1952,2012
10968,1990,2009
10969,1995,2006
10970,1990,2009
10971,1990,2009
10972,1990,2009
10973,1990,2009
10974,1977,1998
10975,1998,1999
10976,1994,2010
10977,1994,2010
10978,1998,1999
10979,1998,1999
10980,1998,1999
10981,1987,2006
10982,1992,2000
10983,1981,1996
10984,1998,1999
10985,1998,1999
10986,2004,2008
10987,1987,1987
10988,1982,2010
10989,1982,2010
10990,2004,2008
10991,1987,2010
10992,2004,2008
10993,1982,2010
10994,1983,2009
10995,1983,2009
10996,1988,2017
10997,2005,2009
10998,1980,2017
10999,1989,2017
11000,2005,2009
11001,1980,2017
11002,1992,2010
11003,1980,2017
11005,1980,2017
11006,1980,2017
11007,1982,2010
11008,1998,2010
11009,1998,2010
11010,1998,2010
11011,1998,2010
11012,1998,2010
11013,1979,2004
11014,1998,2010
11015,1998,2010
11016,1998,2010
11017,1998,2010
11018,1998,2010
11019,1998,2010
11020,1998,2010
11021,1998,2010
11022,1998,2010
11023,1998,2010
11024,1998,2010
11025,1977,2003
11026,2006,2010
11027,1985,2003
11028,2006,2010
11029,1989,2004
11030,2006,2010
11031,2006,2010
11032,1979,2004
11033,2006,2010
11034,1991,2000
11035,2006,2010
11036,2006,2010
11037,2006,2010
11038,2006,2010
11039,2006,2010
11040,2006,2010
11041,2006,2010
11042,2006,2010
11043,2006,2010
11044,2006,2010
11045,1994,1996
11046,2006,2010
11047,2007,2011
11048,1978,2007
11049,1950,2000
11050,1995,2001
11051,1975,1999
11052,1996,2000
11053,2002,2006
11054,1977,2000
11055,1977,2000
11056,1977,2000
11057,1977,2000
11058,1989,1991
11059,1989,1991
11060,1989,1991
11061,1989,1991
11062,1991,1992
11063,1989,1992
11064,1989,1992
11065,1989,1992
11066,1989,1992
11067,1989,1992
11068,1990,1992
11069,1990,1992
11070,1974,1980
11071,1996,2010
11072,2002,2009
11073,1998,2009
11074,1999,2001
11075,2007,2010
11076,1998,2010
11077,1998,2010
11078,1998,2010
11079,1998,2010
11080,2005,2008
11081,2005,2008
11082,2005,2008
11083,1990,2010
11084,1990,2010
11085,1999,2001
11086,1999,2001
11087,1997,2008
11088,2001,2003
11089,2007,2010
11090,1988,2017
11091,1982,2005
11092,1983,2008
11093,1983,2008
11094,1986,2010
11095,1959,2013
11096,1963,2004
11097,2006,2008
11098,1994,2009
11099,1994,2009
11100,2001,2007
11101,1994,2009
11102,1994,2009
11103,1992,2002
11104,1992,2002
11105,1992,2002
11106,2001,2005
11107,1974,2010
11108,1974,2010
11109,1991,2010
11110,1991,2010
11111,1978,2009
11112,1991,2010
11113,1991,2010
11114,1978,2009
11115,1993,2005
11116,1950,2007
11117,1982,2010
11118,1982,2010
11119,1999,2004
11120,1988,2004
11121,1989,1994
11122,1989,1994
11123,1989,1994
11124,1988,2009
11125,1985,2007
11126,1985,2010
11127,1993,1999
11128,1973,1977
11129,1973,1977
11130,1976,1996
11131,1999,2009
11132,1997,2010
11133,1999,2009
11134,1995,1997
11135,1970,2007
11136,1950,2000
11137,1991,1999
11138,1998,2002
11139,1991,1999
11140,1991,1999
11141,1992,1999
11142,1991,2000
11143,1974,1996
11144,1975,1999
11145,1975,1999
11146,1975,1999
11147,1964,2007
11148,1971,2000
11149,1973,1977
11150,1973,1977
11151,1973,1977
11152,1973,1977
11153,1969,2006
11154,1960,2000
11155,1986,2001
11156,1995,2001
11157,2006,2010
11158,1976,1983
11159,1959,2007
11160,1959,2012
11161,1987,2010
11162,1959,2010
11163,1987,2008
11164,1987,2008
11165,1987,2008
11166,1995,2008
11167,1956,2005
11168,1986,2005
11169,1960,2005
11170,1968,2004
11171,1975,1995
11172,1950,2005
11173,1950,2005
11174,1959,1973
11175,1991,2001
11176,1979,1998
11177,1954,1995
11178,1974,2006
11179,1950,1994
11180,1979,2001
11181,1986,2010
11182,1994,2008
11183,1994,2007
11184,1950,1994
11185,2000,2009
11186,1950,2005
11187,1970,1976
11188,1960,2004
11189,1986,2010
11190,1984,1987
11191,1983,2011
11192,2003,2010
11193,1985,2005
11194,1968,1979
11195,1977,2009
11196,1974,2006
11197,1985,1991
11198,1974,1990
11199,1995,2001
11200,1976,2003
11201,1992,2007
11202,1950,2015
11203,1992,2003
11204,1992,2003
11205,1993,2003
11206,1950,2007
11207,1987,1999
11208,1991,2005
11209,1990,2012
11210,1997,2003
11211,2003,2006
11212,2003,2013
11213,2003,2009
11214,2003,2009
11215,1997,2006
11216,1984,2012
11217,1987,1992
11218,1987,2005
11219,1988,2005
11220,1987,2005
11221,1979,2003
11222,1976,2001
11223,1974,2002
11224,1982,2005
11225,1987,2005
11226,1987,2005
11227,1987,2005
11228,1987,2005
11229,1987,2005
11230,2001,2006
11231,2001,2006
11232,1987,2005
11233,1988,2005
11234,1987,2000
11235,1987,2005
11236,2002,2010
11237,1987,2007
11238,1990,1999
11239,1989,1998
11240,1981,1997
11241,1988,2005
11242,1987,2005
11243,1989,1997
11244,1988,2005
11245,1987,2005
11246,1987,2005
11247,1987,2005
11248,1972,1999
11249,1987,2005
11250,1987,2005
11251,1987,2005
11252,1995,1999
11253,1981,1999
11254,1987,2005
11255,1970,1999
11256,1987,2005
11257,1990,1999
11258,1987,2005
11259,1984,1999
11260,1987,2005
11261,1987,2005
11262,1987,2005
11263,1987,2005
11264,1987,2005
11265,1987,2005
11266,1999,2002
11267,1987,2005
11268,1995,2002
11269,1988,2005
11270,1988,2005
11271,1987,2005
11272,1987,2005
11273,1987,2005
11274,1986,2003
11275,2000,2007
11276,2001,2005
11277,1981,1983
11278,2001,2005
11279,1980,1983
11280,1980,1983
11281,1980,1983
11282,1980,1983
11283,1980,1983
11284,2000,2005
11285,1995,2010
11286,1977,2013
11287,1990,2013
11288,1965,2000
11289,1975,2003
11290,1974,2005
11291,1963,2005
11292,1997,2001
11294,1997,2001
11295,1977,2005
11296,1993,2004
11297,2002,2007
11298,1985,2007
11299,1983,2001
11300,1979,1995
11301,2002,2006
11302,1965,1992
11303,1983,2007
11304,1995,2000
11305,1995,2000
11306,1995,2000
11307,1995,2000
11308,1995,2000
11309,1995,2000
11310,1995,2000
11311,1995,2000
11312,1995,2000
11313,1995,2000
11314,1995,2000
11315,1998,2007
11316,1991,2005
11317,1991,2005
11318,1991,2005
11319,1991,2005
11320,1991,2005
11321,1991,2005
11322,1975,1997
11323,1981,1996
11324,2002,2003
11325,1988,2008
11326,1978,1997
11327,1999,2001
11328,1999,2001
11329,1979,1984
11330,2004,2007
11331,1979,1982
11332,1984,2009
11333,1986,2002
11334,1992,2005
11335,1977,1997
11336,1977,1997
11337,1993,1998
11338,1977,1997
11339,1989,1994
11340,1989,1994
11341,1989,1994
11342,1989,1994
11343,1989,1994
11344,1989,1994
11345,1989,1994
11346,1989,1994
11347,1986,2011
11348,1989,1994
11349,1964,2007
11350,1984,2004
11351,1989,1994
11352,1989,1994
11353,1980,2000
11354,2004,2006
11355,1980,2000
11356,2004,2006
11357,2004,2006
11358,2004,2006
11359,1996,1997
11360,2004,2006
11361,2004,2006
11362,2004,2006
11363,2004,2006
11364,2004,2006
11365,2004,2006
11366,2004,2006
11367,2004,2006
11368,2004,2006
11369,2004,2006
11370,1971,2000
11371,1971,2000
11372,1971,2000
11373,1971,2000
11374,1971,2000
11375,2004,2006
11376,2004,2006
11377,2004,2006
11378,2004,2006
11379,1993,1998
11380,2004,2006
11381,2004,2006
11382,2004,2006
11383,2004,2006
11384,1993,1998
11385,2004,2006
11386,2004,2006
11387,2004,2006
11388,2004,2006
11389,2004,2006
11390,2004,2006
11391,2004,2006
11392,2004,2006
11393,2004,2006
11394,1984,2008
11395,1978,2005
11396,1990,1992
11397,1985,1987
11398,1992,1994
11399,1992,1994
11400,1992,1994
11401,1993,1994
11402,1991,1994
11403,1991,1994
11404,1991,1994
11405,1964,1977
11406,1993,1994
11407,1992,1994
11408,1991,1994
11409,1995,2003
11410,1984,1988
11411,1995,2004
11412,1984,1988
11413,1995,2004
11414,1984,1988
11415,1984,1988
11416,1995,1996
11417,1995,1996
11418,1995,1996
11419,1995,1996
11420,2007,2009
11421,1963,2001
11422,1983,1993
11423,1978,1993
11424,2000,2007
11425,2005,2010
11426,2000,2002
11427,2000,2002
11428,1980,2009
11429,1980,2009
11430,1984,2009
11431,1990,2009
11432,1980,2009
11433,1980,2009
11434,1980,2009
11435,1980,2009
11436,1952,1972
11437,1961,1972
11438,1952,1972
11439,1961,1972
11440,1952,1972
11441,1961,1972
11442,1991,2008
11443,1985,2000
11444,1984,1999
11445,1984,1999
11446,1972,1982
11447,1993,2009
11448,1982,2007
11449,1982,2007
11450,1982,2007
11451,1982,2007
11452,1982,2007
11453,1982,2007
11454,1982,2007
11455,1982,2007
11456,1982,2007
11457,1982,2007
11458,1982,2007
11459,1982,2007
11460,1982,2007
11461,1998,2002
11462,1999,2002
11463,1999,2002
11464,1998,1999
11465,1998,1999
11466,1998,1999
11467,1998,1999
11468,1998,1999
11469,1998,1999
11470,1993,2009
11471,2004,2006
11472,1977,2011
11473,1960,2005
11474,1960,2005
11475,1996,2002
11476,2007,2011
11477,1980,1989
11478,1991,1999
11479,1995,2005
11480,1991,1999
11481,1991,1999
11482,1996,1999
11483,1984,2003
11484,1997,1999
11485,1997,2003
11486,1989,2000
11487,1996,2003
11488,1997,2003
11489,2003,2004
11490,1989,2000
11491,1989,2000
11492,2003,2004
11493,1992,2010
11494,1990,1993
11495,2007,2011
11496,1967,1980
11497,1979,2000
11498,1998,1999
11499,1971,1990
11500,2008,2010
11501,1998,1999
11502,1980,2010
11503,1995,2008
11504,1998,1999
11505,1998,1999
11506,1998,1999
11507,1998,1999
11508,1998,1999
11509,1998,1999
11510,1998,1999
11511,1998,1999
11512,2007,2011
11513,2007,2011
11514,2007,2011
11515,2007,2011
11516,2007,2011
11517,2008,2011
11518,2007,2011
11519,2009,2011
11520,2006,2010
11521,1978,2001
11522,2006,2010
11523,1979,1995
11524,2000,2010
11525,2007,2010
11526,2007,2010
11527,2005,2011
11528,2007,2010
11529,2004,2006
11530,1982,2002
11531,1978,1990
11532,1978,1990
11533,1978,1990
11534,2000,2005
11535,1990,2005
11536,1990,2005
11537,1990,2005
11538,1997,2002
11540,1991,2004
11541,1985,2007
11543,1985,2007
11544,1988,2008
11545,1995,2008
11546,1990,2005
11548,1990,2005
11549,1988,2008
11550,1986,2008
11552,1994,2007
11553,1994,2007
11554,1994,2007
11555,1994,2007
11556,1993,1997
11557,1993,1998
11558,1993,1998
11559,1980,1994
11560,1983,2011
11561,2002,2005
11562,1984,2011
11563,2003,2004
11564,1987,2011
11565,1980,2011
11566,1993,2000
11567,1989,2000
11568,1989,2000
11569,1989,2000
11570,1989,2000
11571,2003,2009
11572,1989,2000
11573,1989,2000
11574,1989,2000
11575,1989,2000
11576,1989,2000
11577,1989,2000
11578,1987,1990
11579,1987,1990
11580,1988,1990
11581,1987,1990
11582,1988,1990
11583,2000,2004
11584,1987,1990
11585,1988,1990
11586,1985,1990
11587,1985,1990
11588,1985,1989
11589,1988,1990
11590,2000,2004
11591,2000,2004
11592,1988,1990
11593,1988,1990
11594,1985,1990
11595,1985,1990
11596,1993,2004
11597,1989,2006
11598,1989,2006
11599,1989,2006
11600,1989,2006
11601,1989,2006
11602,1989,2006
11603,2005,2009
11604,1995,2011
11605,1995,2012
11606,1998,2003
11607,1993,2012
11608,2006,2009
11609,1998,2005
11610,2005,2008
11611,2005,2008
11612,2006,2009
11613,2005,2009
11614,2005,2009
11615,2006,2009
11616,2005,2009
11617,2003,2004
11618,1992,1999
11619,1982,1986
11620,2001,2007
11621,1951,1959
11622,1995,2005
11623,1995,2005
