ID,min_year,max_year
103973,2000,2017
103974,1999,2010
103975,1985,2014
103976,2005,2017
103977,1986,2017
103978,2007,2017
103979,1982,2017
103980,1996,2017
103981,1984,2017
103982,1981,2009
103983,1981,2004
103984,1981,2017
103985,1981,2017
103986,1981,2017
103987,1983,2016
103988,1981,1985
103989,1981,2017
103990,1981,2017
103991,1981,2015
103992,1982,2012
103993,1981,2017
103994,1985,2007
103995,1982,2015
103996,1981,2015
103997,1993,2017
103998,1984,2009
103999,1981,2009
104000,1995,2017
104001,1983,2013
104002,1983,2011
104003,1988,1994
104004,1994,2017
104005,1997,2009
104006,1983,2014
104007,1993,2017
104008,1985,2009
104009,1998,2017
104010,1998,2014
104011,1998,2017
104012,1994,2015
104013,1994,2013
104014,2005,2017
104015,1981,2017
104016,1981,2017
104017,1992,2017
104018,1992,2017
104019,1982,2017
104020,1981,2017
104021,2008,2015
104022,1981,2015
104023,1995,2014
104024,1981,2003
104025,1993,2012
104026,1987,2011
104027,1983,2012
104028,1981,2017
104029,2003,2015
104030,1982,2017
104031,1982,2017
104032,2005,2017
104033,1995,2014
104034,1995,2017
104035,1992,2015
104036,1995,2017
104037,2009,2017
104038,1983,2014
104039,1981,2017
104040,1997,2017
104041,2003,2015
104042,2003,2013
104043,1981,2014
104044,2006,2015
104045,2006,2014
104046,2006,2017
104047,1983,2011
104048,1981,2015
104049,1981,2007
104050,1988,2015
104051,1984,2017
104052,1993,2014
104053,1993,2017
104054,1981,2013
104055,1998,2016
104056,1994,2017
104057,1996,2012
104058,1999,2013
104059,2006,2016
104060,1999,2015
104061,1998,2017
104062,1995,2016
104063,2000,2017
104064,1986,2017
104065,2006,2017
104066,2008,2017
104067,2009,2017
104068,2013,2017
104069,2006,2014
104070,2007,2017
104071,2009,2017
104072,2005,2017
104073,2006,2011
104074,2006,2010
104075,2009,2017
104076,2003,2015
104077,2003,2015
104078,1992,2013
104079,1982,2014
104080,1982,2014
104081,1983,2014
104082,1981,2017
104083,1983,2000
104084,1995,2014
104085,2011,2017
104086,1982,1995
104087,2009,2016
104088,1990,2017
104089,1981,1995
104090,2008,2017
104091,1981,2001
104092,1994,2017
104093,1981,2017
104094,1999,2016
104095,1982,2016
104096,2003,2015
104097,1991,2009
104098,1995,2013
104099,1982,2017
104100,2000,2012
104101,1995,2016
104102,2003,2015
104103,2003,2015
104104,2003,2015
104105,1981,2017
104106,1981,2011
104107,1993,2017
104108,1993,2017
104109,2001,2014
104110,1993,2002
104111,1993,2011
104112,2009,2017
104113,1997,2007
104114,1996,2012
104115,1983,2010
104116,2003,2017
104117,2003,2017
104118,1982,2015
104119,1981,2017
104120,1999,2007
104121,1998,2016
104122,2001,2011
104123,2003,2017
104124,1988,2017
104125,2003,2015
104126,2004,2017
104127,2009,2014
104128,2004,2012
104129,2006,2012
104130,1981,2017
104131,1981,2010
104132,1995,2017
104133,2007,2016
104134,1993,2013
104135,1993,2012
104136,1994,2017
104137,1994,2017
104138,1994,2009
104139,1994,2009
104140,1983,2016
104141,2008,2015
104142,1981,2017
104143,1981,2014
104144,1981,2009
104145,1993,2011
104146,1993,2011
104147,1981,2016
104148,1982,2009
104149,1981,2014
104150,1982,2016
104151,1995,2017
104152,2006,2012
104153,2006,2013
104154,2006,2013
104155,1987,2017
104156,2011,2017
104157,1996,2017
104158,1995,2013
104159,1981,2013
104160,2002,2017
104161,2010,2015
104162,1984,2008
104163,1995,2004
104164,1981,2004
104165,1995,2008
104166,1983,1999
104167,1993,2017
104168,1993,2009
104169,1993,2017
104170,1993,2013
104171,1981,2008
104172,2001,2017
104173,1995,2014
104174,1981,2017
104175,1984,2014
104176,1984,2014
104177,1989,2015
104178,2000,2016
104179,1981,2017
104180,2001,2016
104181,1981,2010
104182,1993,2010
104183,1984,2014
104184,1987,2014
104185,1994,2017
104186,1983,2016
104187,1983,2016
104188,2011,2016
104189,1985,1991
104190,1982,2013
104191,1997,2017
104192,1996,2017
104193,1981,2017
104194,1981,2016
104195,1982,2011
104196,1986,2017
104197,1981,2017
104198,2005,2017
104199,1983,1994
104200,1996,2013
104201,2004,2011
104202,2004,2011
104203,2004,2014
104204,2004,2011
104205,2004,2014
104206,2004,2011
104207,2004,2011
104208,2004,2011
104209,2004,2011
104210,2004,2014
104211,2004,2014
104212,2004,2011
104213,2004,2011
104214,2004,2014
104215,2004,2011
104216,2004,2014
104217,2004,2011
104218,2004,2014
104219,2004,2011
104220,2004,2014
104221,2004,2011
104222,2001,2013
104223,2003,2013
104224,2002,2013
104225,2003,2013
104226,2003,2013
104227,2002,2013
104228,1996,2013
104229,2002,2013
104230,2002,2013
104231,2002,2013
104232,2002,2013
104233,2002,2013
104234,2002,2013
104235,1996,2013
104236,1996,2013
104237,1996,2013
104238,1996,2013
104239,1996,2013
104240,1996,2013
104241,2002,2013
104242,1996,2013
104243,1996,2013
104244,1996,2013
104245,2002,2013
104246,2002,2013
104247,2002,2013
104248,1996,2013
104249,2002,2013
104250,2002,2013
104251,2002,2013
104252,2001,2013
104253,1995,2016
104254,1995,2016
104255,1995,2016
104256,1995,2016
104257,1996,2011
104258,1996,2011
104259,1996,2016
104260,1996,2011
104261,1996,2011
104262,1996,2011
104263,1995,2016
104264,1996,2011
104265,1995,2011
104266,1995,2016
104267,1995,2016
104268,1995,2011
104269,1995,2006
104270,2011,2016
104271,2013,2016
104272,2009,2016
104273,2011,2016
104274,2011,2016
104275,2011,2016
104276,2011,2016
104277,2011,2016
104278,2011,2016
104279,2011,2016
104280,2011,2016
104281,2011,2016
104282,2011,2016
104283,2011,2016
104284,2011,2016
104285,2011,2016
104286,2011,2016
104287,2011,2016
104288,2011,2017
104289,2011,2017
104290,2011,2017
104291,2011,2017
104292,2011,2017
104293,2011,2017
104294,2012,2017
104295,2012,2017
104296,2012,2017
104297,2012,2017
104298,2012,2017
104299,2012,2017
104300,2012,2017
104301,2012,2017
104302,2012,2017
104303,2012,2017
104304,2012,2017
104305,2013,2017
104306,2013,2017
104307,2013,2017
104308,2013,2017
104309,2013,2017
104310,2013,2017
104311,2013,2017
104312,2013,2015
104313,2013,2015
104314,2011,2017
104315,2016,2017
104316,1997,2016
104317,2000,2016
104318,1990,2008
104319,1997,2005
104320,1999,2005
104321,2000,2005
104322,2002,2005
104323,1995,2015
104324,1993,2015
104325,1993,2015
104326,1990,2015
104327,1990,2015
104328,1991,2015
104329,1995,2015
104330,1990,2015
104331,1992,2015
104332,1994,2015
104333,2007,2015
104334,1993,2015
104335,2003,2015
104336,1998,2015
104337,1998,2015
104338,2004,2005
104339,2004,2005
104340,2001,2015
104341,2001,2015
104342,2001,2005
104343,2004,2015
104344,2004,2015
104345,2005,2015
104346,2005,2015
104347,2003,2015
104348,1996,2015
104349,2006,2015
104350,2006,2015
104351,2006,2015
104352,2006,2015
104353,2008,2015
104354,1995,2015
104355,1995,2015
104356,1990,2015
104357,1990,2015
104358,1991,2015
104359,1991,2015
104360,1996,2015
104361,1990,2015
104362,1990,2015
104363,1996,2015
104364,1996,2015
104365,1996,2015
104366,1991,2015
104367,1994,2015
104368,1991,2015
104369,1990,2015
104370,1990,2015
104371,1993,2015
104372,2008,2015
104373,2001,2015
104374,1995,2015
104375,1993,2015
104376,1993,2015
104377,1993,2015
104378,1991,2015
104379,1992,2015
104380,1992,2015
104381,1994,2015
104382,2005,2014
104383,2011,2015
104384,2005,2015
104385,2002,2015
104386,2005,2015
104387,2005,2015
104388,2005,2015
104389,2007,2015
104390,2007,2015
104391,2007,2015
104392,2007,2015
104393,2007,2015
104394,1995,2015
104395,1998,2015
104396,2006,2015
104397,2008,2015
104398,2008,2015
104399,2008,2015
104400,2008,2015
104401,2008,2014
104402,1993,2014
104403,1994,2015
104404,1995,2014
104405,1995,2011
104406,2007,2015
104407,2003,2017
104408,2003,2016
104409,2003,2017
104410,1996,2009
104411,1999,2013
104412,2011,2012
104413,1995,2009
104414,2006,2017
104415,1992,2014
104416,1995,1997
104417,1994,2014
104418,1995,2011
104419,1997,1998
104420,1995,2008
104421,1992,2014
104422,1995,2017
104423,1995,2017
104424,1998,2013
104425,2005,2017
104426,2005,2017
104427,1995,2016
104428,2003,2006
104429,1998,1999
104430,1995,2011
104431,1997,2011
104432,1993,2017
104433,1997,2005
104434,1993,2017
104435,1998,2013
104436,1997,2012
104437,1995,2013
104438,1995,2012
104439,2009,2012
104440,1997,2012
104441,1995,2010
104442,1995,2010
104443,2001,2011
104444,1994,2010
104445,1993,2012
104446,1995,2017
104447,1996,2010
104448,2009,2012
104449,1993,2012
104450,1995,2014
104451,2003,2014
104452,1993,2014
104453,1994,2017
104454,1996,2017
104455,1993,2017
104456,1993,2017
104457,1992,2014
104458,2009,2016
104459,2003,2014
104460,1992,2009
104461,1992,2000
104462,1995,2016
104463,1997,2011
104464,2008,2017
104465,1995,2012
104466,1994,2017
104467,1992,2017
104468,2003,2017
104469,1995,2014
104470,2002,2017
104471,2002,2017
104472,1992,2001
104473,1992,2001
104474,1992,2017
104475,2012,2015
104476,1998,1999
104477,1997,2016
104478,1993,2014
104479,1992,1995
104480,1995,2008
104481,1998,2013
104482,1995,2016
104483,1998,2013
104484,1998,1999
104485,2002,2017
104486,1998,1999
104487,1997,2016
104488,2003,2014
104489,2004,2017
104490,1996,2017
104491,1994,2009
104492,1993,2001
104493,1995,2011
104494,1992,2017
104495,1992,2017
104496,1992,2017
104497,1992,2009
104498,1994,2017
104499,1992,2017
104500,1998,2013
104501,1998,2013
104502,1997,2017
104503,1997,2017
104504,1994,2003
104505,1994,2014
104506,1997,2012
104507,1992,2017
104508,1992,2014
104509,1995,2016
104510,1993,2012
104511,1995,2017
104512,1998,2009
104513,1992,2017
104514,1993,2014
104515,2013,2015
104516,2013,2015
104517,1997,2002
104518,1997,1999
104519,1994,2017
104520,1993,2017
104521,1998,2014
104522,1998,1999
104523,1995,2016
104524,2003,2017
104525,2007,2017
104526,2013,2017
104527,2008,2017
104528,2003,2008
104529,2003,2014
104530,2014,2017
104531,1992,2013
104532,1997,2014
104533,1992,2001
104534,2003,2014
104535,2011,2017
104536,2010,2017
104537,1992,2007
104538,1992,2017
104539,1994,2011
104540,1999,2012
104541,1995,2016
104542,2003,2014
104543,2003,2014
104544,2003,2014
104545,1994,2006
104546,2003,2017
104547,1997,2016
104548,2003,2017
104549,2003,2015
104550,2006,2014
104551,2006,2013
104552,1993,2017
104553,1993,2017
104554,1993,2016
104555,1997,2012
104556,1998,1999
104557,1995,2016
104558,1995,2017
104559,1998,1999
104560,1998,1999
104561,1998,2015
104562,1999,2013
104563,1995,2014
104564,1995,2017
104565,1992,2017
104566,1995,2008
104567,1992,2017
104568,1992,2017
104569,2000,2017
104570,2000,2017
104571,1995,2014
104572,1992,2014
104573,1992,2001
104574,1992,2001
104575,1994,2017
104576,1994,2017
104577,1994,2017
104578,1996,2017
104579,1994,2017
104580,1996,2017
104581,1981,2017
104582,1981,2017
104583,2010,2017
104584,2002,2017
104585,2005,2017
104586,1998,2016
104587,1995,2016
104588,1996,2016
104589,2002,2016
104590,2011,2016
104591,2002,2016
104592,2002,2016
104593,2011,2016
104594,2002,2016
104595,2002,2016
104596,1998,2016
104597,2002,2016
104598,2002,2016
104599,2009,2016
104600,2011,2016
104601,1981,2017
104602,1994,2016
104603,1981,2012
104604,1989,2015
104605,1983,2008
104606,2000,2017
104607,1982,2005
104608,2003,2015
104609,2003,2013
104610,1982,2005
104611,2002,2009
104612,2000,2012
104613,1981,2017
104614,1995,2017
104615,1995,2017
104616,1981,2011
104617,1987,2009
104618,1981,2015
104619,2006,2017
104620,2003,2017
104621,1974,2016
104622,2005,2016
104623,1981,2015
104624,1998,2008
104625,1982,1997
104626,1981,2014
104627,1978,2017
104628,1993,2011
104629,1983,2003
104630,1996,2013
104631,2011,2015
104632,2005,2017
104633,1995,2017
104634,2009,2017
104635,1996,2010
104636,2002,2013
104637,2002,2011
104638,1994,2001
104639,2005,2017
104640,1997,2016
104641,1995,2017
104642,1997,2010
104643,1997,2010
104644,1998,2016
104645,1982,2010
104646,1996,2016
104647,1995,2010
104648,1982,2007
104649,1985,2017
104650,1983,2017
104651,2003,2015
104652,1995,2015
104653,1997,2017
104654,1997,2014
104655,1994,2017
104656,2004,2017
104657,1994,2017
104658,1993,2015
104659,1984,2012
104660,1981,2017
104661,1979,2017
104662,2003,2015
104663,1993,2009
104664,1993,2008
104665,1993,2000
104666,1993,2000
104667,1983,2017
104668,1997,2010
104669,1999,2010
104670,2009,2017
104671,1982,2013
104672,1994,2017
104673,1982,2009
104674,1992,2017
104675,2003,2017
104676,1983,2009
104677,1985,2009
104678,2002,2017
104679,2002,2014
104680,2003,2017
104681,1993,2000
104682,1993,2011
104683,1993,2000
104684,2013,2017
104685,1996,2009
104686,1998,2015
104687,1994,2015
104688,1985,2015
104689,2009,2017
104690,1983,2017
104691,1982,2017
104692,1981,2010
104693,1995,2016
104694,2003,2017
104695,1979,2016
104696,1998,2016
104697,1985,2014
104698,2005,2017
104699,1986,2010
104700,1999,2017
104701,2000,2017
104702,1982,2017
104703,1996,2017
104704,2001,2017
104705,1981,2014
104706,1995,1999
104707,1981,2017
104708,1981,2017
104709,1982,2007
104710,2000,2016
104711,1981,2010
104712,1982,2017
104713,1982,2014
104714,1981,1985
104715,1981,2015
104716,1981,2017
104717,1982,2012
104718,1981,2017
104719,1985,2007
104720,1981,2017
104721,1993,2011
104722,1982,2015
104723,1982,2017
104724,1977,2015
104725,1993,2017
104726,1984,2009
104727,1992,2017
104728,1981,2009
104729,1993,2017
104730,1993,2014
104731,1993,2009
104732,1995,2017
104733,1983,2011
104734,1983,2012
104735,1993,2017
104736,1985,2009
104737,1998,2017
104738,1998,2014
104739,1998,2017
104740,2003,2015
104741,1982,2017
104742,2005,2017
104743,1997,2016
104744,1998,2015
104745,1998,2013
104746,1981,1992
104747,2011,2017
104748,1981,2017
104749,1996,2017
104750,1996,2014
104751,1982,2017
104752,1983,2014
104753,1997,2017
104754,2003,2015
104755,2003,2013
104756,1995,2017
104757,2011,2017
104758,1981,2014
104759,1973,2015
104760,1999,2014
104761,2001,2017
104762,1997,2002
104763,1997,2002
104764,1995,2016
104765,1994,2017
104766,1995,2016
104767,2003,2017
104768,2009,2017
104769,1992,2013
104770,1982,2014
104771,1982,2014
104772,1982,2014
104773,1993,2013
104774,1998,2015
104775,1993,2000
104776,1981,2017
104777,1993,2000
104778,2000,2011
104779,1983,2000
104780,2012,2017
104781,2011,2017
104782,2009,2016
104783,1990,2017
104784,1981,2001
104785,1994,2017
104786,1981,2017
104787,1985,1991
104788,1999,2016
104789,1990,2011
104790,1991,2009
104791,1995,2013
104792,1982,2017
104793,2000,2012
104794,1995,2016
104795,2003,2015
104796,1981,2017
104797,1980,2011
104798,1993,2011
104799,2009,2017
104800,1997,2007
104801,1981,2009
104802,1999,2007
104803,2003,2017
104804,2004,2017
104805,2009,2014
104806,2004,2012
104807,1981,2017
104808,1994,2017
104809,1994,2017
104810,1994,2009
104811,1983,2016
104812,2009,2016
104813,1981,2017
104814,1981,2009
104815,1981,2011
104816,1981,2009
104817,2001,2015
104818,1981,2017
104819,1982,2016
104820,2002,2016
104821,1995,2017
104822,1987,2017
104823,1981,2017
104824,2000,2013
104825,1996,2017
104826,1999,2014
104827,2002,2017
104828,2002,2014
104829,1984,2008
104830,2005,2017
104831,1981,2004
104832,1995,2008
104833,1983,1999
104834,1993,2017
104835,1993,2009
104836,1993,2017
104837,1993,2013
104838,1981,2008
104839,2001,2017
104840,2001,2017
104841,1989,2015
104842,1993,2000
104843,1993,2000
104844,2011,2017
104845,1981,2010
104846,1982,2008
104847,1984,2014
104848,1994,2017
104849,1986,2014
104850,1994,2017
104851,1997,2017
104852,1987,2014
104853,1994,2017
104854,1983,2016
104855,1983,2016
104856,2011,2016
104857,2002,2017
104858,1983,2013
104859,1981,2016
104860,1982,2017
104861,1986,2017
104862,1981,2015
104863,2007,2012
104864,1996,2017
104865,1999,2013
104866,1995,2009
104867,1995,2012
104868,1995,2010
104869,2006,2017
104870,1992,2012
104871,2002,2006
104872,1992,2014
104873,1994,2014
104874,2006,2007
104875,1993,2014
104876,1994,2014
104877,1998,2002
104878,2013,2014
104879,2008,2009
104880,1995,2012
104881,1995,2012
104882,1995,2011
104883,2014,2017
104884,2006,2014
104885,1997,2014
104886,1993,1994
104887,1992,2017
104888,1992,2006
104889,2000,2012
104890,2002,2016
104891,2001,2016
104892,1997,1998
104893,1995,2014
104894,1995,2008
104895,1995,2016
104896,1998,2014
104897,1997,2014
104898,1992,2014
104899,1995,2016
104900,1995,2017
104901,1995,2017
104902,1995,2017
104903,1993,1995
104904,2011,2012
104905,1992,1995
104906,2007,2012
104907,1994,2012
104908,1998,2013
104909,2002,2014
104910,2006,2014
104911,2004,2017
104912,2005,2017
104913,2008,2014
104914,2005,2017
104915,1995,2012
104916,1995,2016
104917,2011,2012
104918,2011,2016
104919,1995,2016
104920,1995,2016
104921,1995,2012
104922,1995,2016
104923,2011,2016
104924,1992,1995
104925,2003,2012
104926,2003,2015
104927,2003,2006
104928,2003,2012
104929,1998,1999
104930,2006,2012
104931,1993,2014
104932,1995,2011
104933,1997,2011
104934,2002,2004
104935,2006,2009
104936,2006,2007
104937,1993,2017
104938,1997,2005
104939,1993,2017
104940,1993,2014
104941,1998,2013
104942,1997,2012
104943,1995,2013
104944,1995,2012
104945,2009,2012
104946,1995,2012
104947,1998,1999
104948,1995,2016
104949,2012,2016
104950,1993,2002
104951,2011,2012
104952,1997,2012
104953,1993,2012
104954,1995,2016
104955,2010,2012
104956,1994,2012
104957,1992,1995
104958,1995,2010
104959,1995,2009
104960,1995,2010
104961,2001,2011
104962,2000,2002
104963,1992,1995
104964,1994,2010
104965,1994,2010
104966,1994,2001
104967,1994,2000
104968,1994,2001
104969,1994,2000
104970,1993,2012
104971,1995,2002
104972,2003,2014
104973,2003,2006
104974,1993,2012
104975,2007,2011
104976,2006,2012
104977,2006,2012
104978,2006,2012
104979,2006,2012
104980,1995,2017
104981,1995,2013
104982,1996,2010
104983,2001,2014
104984,2011,2014
104985,2006,2009
104986,2009,2012
104987,1993,2012
104988,2007,2008
104989,2007,2013
104990,2003,2008
104991,1995,2014
104992,1997,2017
104993,2003,2014
104994,1993,2014
104995,1994,2017
104996,1996,2017
104997,1993,2017
104998,1993,2012
104999,1993,2017
105000,1995,2016
105001,1992,2014
105002,1999,2014
105003,1992,2002
105004,2006,2014
105005,2002,2014
105006,2009,2016
105007,2003,2014
105008,2003,2014
105009,2003,2014
105010,2003,2014
105011,1995,1999
105012,2003,2014
105013,1994,2002
105014,2002,2012
105015,1994,2017
105016,1992,2009
105017,1992,2000
105018,1995,1999
105019,1993,1996
105020,1996,2017
105021,2011,2012
105022,2002,2006
105023,1995,2009
105024,2006,2012
105025,1995,2016
105026,1997,2011
105027,2008,2017
105028,2010,2017
105029,2011,2012
105030,2006,2009
105031,1993,2007
105032,1995,2012
105033,1995,2012
105034,1992,1995
105035,1992,2012
105036,1992,1995
105037,1994,2017
105038,1992,2017
105039,2004,2017
105040,1995,2014
105041,2002,2017
105042,2002,2017
105043,1992,2001
105044,1992,2001
105045,1998,2014
105046,2011,2017
105047,1992,2017
105048,1996,2010
105049,2010,2014
105050,2012,2015
105051,1998,1999
105052,1998,2002
105053,1997,2016
105054,1993,2014
105055,1992,1995
105056,2009,2012
105057,1995,2008
105058,2002,2014
105059,2003,2014
105060,2007,2013
105061,2006,2012
105062,2006,2012
105063,2007,2012
105064,2007,2012
105065,1998,2013
105066,1995,2016
105067,1996,2006
105068,1993,2009
105069,1998,2013
105070,1998,1999
105071,2002,2017
105072,1992,2012
105073,1998,1999
105074,1997,2016
105075,1996,1998
105076,2003,2017
105077,2011,2012
105078,2001,2017
105079,1996,2009
105080,2004,2017
105081,1993,2017
105082,1996,2017
105083,2006,2007
105084,2006,2007
105085,2014,2015
105086,1998,2014
105087,1992,1995
105088,1993,2001
105089,1995,2011
105090,1992,2017
105091,1992,2017
105092,1992,2017
105093,1992,2009
105094,1994,2017
105095,2002,2014
105096,2004,2014
105097,1993,2012
105098,1995,2014
105099,1992,2017
105100,1992,2017
105101,1998,2013
105102,1998,2013
105103,1997,2017
105104,1995,2017
105105,1997,2017
105106,1997,2017
105107,1994,2003
105108,1993,2014
105109,1994,2014
105110,1997,2012
105111,2006,2009
105112,2006,2007
105113,1993,2007
105114,2007,2009
105115,1993,2007
105116,1994,2002
105117,1992,1995
105118,2005,2017
105119,1992,2017
105120,1992,2014
105121,1995,1997
105122,1995,2014
105123,2001,2014
105124,2006,2012
105125,1993,2012
105126,1992,1993
105127,1993,1994
105128,1996,1998
105129,1995,1997
105130,2011,2012
105131,1993,2008
105132,1995,2016
105133,1993,2014
105134,1993,2012
105135,2006,2012
105136,1993,2012
105137,2007,2012
105138,2006,2009
105139,1995,2017
105140,1994,2012
105141,1994,2011
105142,1994,2012
105143,1994,2012
105144,1994,2012
105145,1998,2009
105146,1992,2017
105147,2003,2014
105148,2006,2015
105149,2005,2017
105150,1995,2017
105151,1992,2014
105152,2005,2014
105153,2011,2012
105154,1997,2012
105155,1992,2017
105156,1996,2008
105157,1993,1995
105158,2007,2012
105159,1993,2014
105160,1994,2014
105161,1993,2007
105162,2006,2015
105163,2005,2017
105164,1995,2017
105165,1992,1994
105166,2006,2007
105167,2006,2007
105168,1993,2007
105169,2013,2015
105170,2013,2015
105171,1998,1999
105172,1998,2014
105173,1992,2012
105174,1992,1995
105175,1992,2017
105176,2002,2005
105177,1997,2002
105178,1997,2016
105179,2008,2010
105180,1997,1999
105181,1994,2017
105182,1993,2017
105183,2006,2016
105184,1998,2014
105185,2005,2006
105186,1998,1999
105187,2003,2014
105188,1995,1998
105189,1997,2017
105190,1995,2016
105191,1994,1995
105192,2003,2017
105193,2006,2017
105194,2007,2017
105195,2008,2017
105196,2013,2017
105197,2006,2013
105198,2006,2017
105199,2008,2017
105200,2003,2005
105201,2004,2017
105202,2006,2011
105203,2006,2010
105204,2008,2017
105205,2003,2008
105206,2003,2014
105207,2006,2007
105208,2003,2014
105209,1992,2013
105210,1997,2014
105211,1997,2014
105212,1992,2001
105213,1995,2016
105214,1994,2012
105215,2003,2014
105216,1998,2017
105217,1997,2017
105218,1995,2014
105219,2010,2012
105220,2011,2017
105221,1995,2010
105222,1995,2010
105223,1995,2017
105224,1995,1997
105225,2010,2017
105226,2010,2017
105227,2008,2017
105228,1992,2007
105229,1992,2017
105230,2008,2014
105231,1993,2014
105232,2003,2014
105233,1994,2007
105234,1994,2012
105235,1993,2007
105236,2007,2012
105237,1995,2008
105238,2004,2006
105239,1994,2011
105240,1998,2008
105241,2006,2009
105242,1999,2012
105243,1995,2016
105244,1996,2016
105245,2003,2014
105246,2003,2014
105247,2003,2014
105248,2003,2014
105249,1992,2017
105250,1992,2017
105251,2000,2003
105252,1992,2010
105253,2009,2012
105254,1992,2013
105255,2014,2017
105256,2004,2014
105257,1994,2006
105258,1995,2008
105259,1995,2014
105260,2003,2017
105261,2003,2017
105262,2006,2016
105263,1997,2016
105264,2003,2017
105265,1999,2014
105266,1994,2014
105267,1994,1995
105268,2010,2012
105269,2003,2015
105270,2006,2014
105271,2006,2014
105272,2006,2013
105273,1993,2014
105274,1995,2016
105275,2002,2014
105276,2006,2016
105277,1992,2011
105278,1992,2013
105279,1996,1998
105280,1993,2012
105281,1993,2017
105282,1993,2017
105283,1993,2017
105284,1993,2017
105285,1993,2016
105286,2003,2016
105287,1994,1995
105288,1997,2012
105289,1997,2012
105290,1997,2014
105291,1992,2013
105292,1994,1995
105293,1997,2016
105294,2006,2007
105295,1998,1999
105296,1995,2016
105297,1995,2014
105298,1995,2013
105299,1997,2013
105300,1995,2017
105301,2003,2012
105302,1998,1999
105303,1994,2012
105304,1998,2015
105305,1999,2013
105306,2006,2014
105307,2006,2014
105308,2006,2014
105309,2006,2013
105310,1995,2014
105311,1995,2014
105312,1995,2002
105313,1995,2017
105314,1992,2016
105315,1992,2017
105316,1993,2012
105317,1993,2012
105318,2008,2015
105319,1995,2016
105320,2006,2009
105321,1995,2004
105322,1995,2016
105323,1995,2008
105324,2004,2017
105325,1997,2006
105326,1992,2017
105327,2016,2017
105328,1992,2017
105329,2000,2017
105330,2000,2017
105331,1995,2014
105332,1992,2014
105333,1992,2001
105334,1992,2001
105335,2000,2017
105336,1993,2012
105337,1993,2012
105338,1993,2012
105339,1995,2011
105340,1992,1994
105341,1994,2017
105342,1994,2017
105343,1994,2002
105344,1994,2017
105345,1994,2017
105346,1996,2007
105347,1996,2017
105348,1994,2017
105349,1993,1994
105350,2006,2017
105351,1994,2002
105352,1995,2002
105353,1994,2002
105354,2007,2012
105355,2007,2012
105356,2007,2012
105357,2006,2007
105358,2006,2007
105359,1994,2013
105360,1992,1994
105361,1996,2017
105362,1996,2017
105363,1995,2009
105364,1996,2009
105365,2007,2012
105366,1992,1995
105367,1994,2003
105368,1995,2016
105369,2007,2012
105370,2011,2012
105371,1981,2017
105372,1981,2017
105373,2010,2017
105374,2002,2017
105375,2005,2017
105376,1998,2016
105377,1995,2016
105378,1996,2016
105379,2002,2016
105380,2011,2016
105381,2002,2016
105382,2002,2016
105383,2011,2016
105384,2002,2016
105385,2002,2016
105386,1998,2016
105387,2002,2016
105388,2002,2016
105389,2009,2016
105390,2011,2016
105391,2011,2016
105392,2011,2016
105393,1996,2017
105394,1996,2014
105395,1981,2012
105396,2007,2017
105397,1993,2005
105398,1989,2015
105399,1983,2008
105400,2003,2015
105401,2004,2011
105402,1995,2017
105403,2004,2017
105404,2000,2017
105405,2000,2017
105406,2000,2017
105407,2000,2017
105408,2000,2015
105409,1982,2005
105410,1981,2017
105411,1981,2015
105412,1981,2017
105413,2003,2015
105414,2003,2013
105415,1981,2017
105416,1981,2015
105417,1981,2017
105418,1982,2012
105419,1982,2005
105420,1982,2011
105421,1981,2017
105422,1981,2017
105423,2002,2009
105424,1998,2014
105425,1993,2017
105426,2009,2017
105427,2010,2017
105428,1988,2009
105429,1988,2006
105430,1993,2012
105431,1988,2017
105432,1981,2017
105433,2000,2012
105434,2003,2016
105435,2000,2008
105436,2002,2016
105437,1981,2017
105438,1996,2008
105439,1981,2017
105440,1996,2016
105441,1981,1998
105442,1988,1998
105443,1995,2017
105444,1995,2017
105445,1981,2017
105446,1987,2009
105447,1981,2015
105448,1988,1994
105449,1995,2011
105450,1982,2009
105451,1983,2010
105452,1995,2017
105453,2003,2015
105454,2005,2017
105455,2006,2017
105456,1985,2017
105457,2008,2015
105458,2003,2017
105459,1981,2016
105460,2008,2017
105461,2005,2016
105462,1981,2015
105463,1998,2008
105464,1994,2017
105465,1981,2014
105466,1998,2005
105467,1981,2017
105468,2001,2011
105469,1993,2011
105470,1981,2014
105471,1983,2004
105472,1983,2003
105473,1996,2013
105474,2011,2015
105475,1998,2012
105476,1981,2017
105477,2011,2015
105478,1995,2016
105479,2005,2017
105480,2001,2017
105481,2010,2017
105482,1995,2017
105483,2004,2015
105484,2009,2017
105485,1982,2010
105486,1981,2017
105487,1994,2012
105488,1994,2012
105489,1981,2011
105490,1981,2011
105491,1996,2010
105492,2002,2013
105493,2002,2011
105494,1994,2001
105495,1994,2001
105496,1995,2001
105497,1994,2000
105498,1994,2001
105499,1994,1999
105500,1981,2017
105501,2005,2017
105502,2005,2011
105503,1997,2016
105504,1981,2017
105505,1995,2017
105506,1997,2010
105507,1997,2010
105508,1983,2002
105509,1981,2017
105510,1998,2016
105511,1996,2016
105512,1996,2016
105513,2008,2012
105514,2008,2012
105515,1995,2010
105516,1982,2007
105517,1985,2017
105518,1983,2017
105519,1997,2017
105520,1985,2013
105521,2003,2015
105522,1995,2015
105523,1997,2017
105524,1997,2014
105525,1994,2017
105526,2006,2017
