"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,0.00474697954965047,0.00437761427642145,0.00559309968300403,0.00393432162716176,7.75108147910957e-05,0.00125440832136478,-0.00233577875455595,-0.00811768145634859,-0.0040796947758677,-0.00122240515002442,-0.00711681568437948,-0.0062861147424308,-0.00761734296452131,-0.00200012682099239,-0.0031941225743567,0.00125938025044579,-0.000283440316559219,-0.00318844890177338,0.00549693654729366,0.00289974883603666,-0.00157688906031685,-0.00804232478585577,-0.00319354239845275,-0.00945724171898019,-0.00581495806158073,-0.00774643223631129,-0.000792264163950151,-0.011324204722604,-0.0126974615987783,-0.00918307054274164,-0.00533886436424649,-0.00400479498792002,0.00197157789678169,-0.00136219291440743,-0.0067412023429694,-0.00567987752710503,-0.00695364539251174,-0.00582470656741068,-0.0120904711518953,-0.0160220363716616,0.00346459251162448,-0.0105171181102369,-0.00655848204399787,-0.0101618767481628,-0.00729677565360891,-0.000952968938368088,-0.0243741459007765
