"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
1,0.001486276400247,-0.00622038923835091,-0.000995057849628056,0.00166054599392294,0.00201062780217938,-0.00480053519219811,-0.0127444377768044,-0.0116817146962036,-0.0209516869636054,-0.018138786149845,-0.0197855675212596,-0.0220692716223655,-0.023007907243039,-0.0275731089110628,-0.0257888120069978,-0.0301631175987817,-0.0183352607073831,-0.0156488820603216,-0.0164864345778253,-0.0207436316220636,-0.0192532653363635,-0.0186716086873321,-0.0171077078820513,-0.00934199172313734,-0.00878034230453579,-0.0208163527515534,-0.015125127676176,-0.0191942608613196,-0.00358308617979396,0.00833385538956836,0.0134209869553861,0.0150767740887349,0.0142829167085019,0.0229314533587074,-0.000507923179203106,0.0164201421301277,0.028504148363227,0.0296073888415653,0.0325468204355733,0.0292058578461863,0.110149358187349
