"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,-0.00262687425456943,-0.00445402011819064,0.00529792316467198,0.00329707414709727,-0.00667323371195031,-0.00489979338376989,-0.00270849934373766,0.00203525657398775,0.00712700534613124,0.00498767830922112,-0.0111041052205506,-0.00357079951994104,-0.0090956647016437,0.00282980152220985,-0.00180370437416562,-0.00364126955215386,-0.00024495482881148,-0.00196524470384995,0.00358140671353562,-0.000183975287533069,-0.000544815844746515,0.00214828589709662,-0.00459779882131206,-0.00417098756972368,-0.00336724355143844,-0.0082892736554711,-0.00382671899128071,-0.00860120272871093,-0.00457965375387434,-0.00103078419465824,0.00291348628348372,-0.00797114174360497,-0.00857572710728639,-0.00343557419012579,-0.0110563176084636,-0.0055377966388745,-0.0047868768922416,-0.0135535460010893,-0.00581289050060807,-0.00143145566168616,0.0136615579568072,0.0102439914462408,-0.00519694567503598,0.00506382733695021,-0.0146552663376406,-0.0120780439975499,0.00315482087500094
