"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-99,-99,-99,-99,-99,0.58088628081628,0.58088628081628,0.45669958180019,0.0465983202122855,0.0465983202122854,0.0465983202122855,0.0465983202122855,0.0465983202122854,0.0465983202122855,0.0465983202122855,0.0465983202122855,0.0628897831299551,0.00376550170511947,0.166388767710799,0.0331056892134065,0.0331056892134072,-0.15797847262619,-0.15797847262619,0.152643985872307,0.152643985872307,0.141534392008751,0.00867112897034139,0.00867112897034087,0.00867112897034109,0.0146673547122935,0.00434711533966343,-0.0539732253366737,-0.0916856164329054,-0.0207583109194625,-0.0168276249417817,-0.0719865751073533,-0.04632538624673,0.0181166538494595,0.0338209378542152,-0.216507774042431,-0.233503565174667,-0.233503565174667,-0.0871732080045189,-0.0871732080045193
