"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,-99,-99,-99,-99,-99,-0.0560833483613191,-0.0560833483613191,-0.056083348361319,-0.0560833483613191,-0.0295617386386107,-0.0485525471340558,-0.0485525471340558,-0.0485525471340559,-0.0485525471340559,-0.0485525471340558,-0.0485525471340559,-0.0485525471340558,-0.0485525471340559,-0.0485525471340559,-0.0485525471340559,-0.0069530052766532,-0.00695300527665317,-0.0069530052766532,-0.00695300527665322,-0.00695300527665313,-0.00695300527665318,-0.00695300527665323,-0.0069530052766532,-0.00695300527665312,-0.0069530052766532,-99,0.0384392558936293,-0.0031199644377693,-0.0560825307431834,-0.0768038242949518,-0.0460810619610503,0.0166480152927819,0.0718606486991553,0.0899795536089714,0.0688775217935356,0.0305144565495146,0.00335061054570929
