"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,-99,-99,0.130080081631681,0.127796269254473,0.123228644500069,0.0373654809161718,0.0327978561617576,0.0270883252187419,0.0642866068442926,0.0610862906110685,0.0606567747211799,0.0661443087882238,0.065822095486948,0.0660251419808787,0.0272642021423699,0.0362882653796511,0.0228706503651814,0.00257695488390801,0.0425111051013461,0.020101185568616,0.0299028913542366,0.0398360501708207,0.0383192990585324,0.0619881796136772,0.0546787013679381,0.0381384725516826,-0.0194949310532113,0.0261210682596825,0.012941662746074,0.0411818245238111,0.0349309960286647,0.0704351205586737,0.0271178538980491,0.00383567760830724,0.0338179572438309,0.0287019425605211,0.0729334022973501,0.0670028165037903,0.0732079687773771,0.0737524747718836,0.0509367162698033,0.0606746421012578,0.0359036168276289,0.0708165152789253
