"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,0.0133739672491076,-0.0081172292532509,0.0482682928614952,-0.0387262891531602,0.00176803515888422,-0.028548877007442,-0.0320141629742712,-0.00324197346414674,0.00341671166766008,-0.0330056913185583,-0.0110926221559812,-0.00372984499917579,0.00640731897074023,0.021539966863621,0.0122214061973929,0.0279473132560612,0.00850995073969285,0.0324679843382,0.0249213281478518,-0.00248078979320858,-0.0172782851995498,0.0218869115626301,-0.00200608083430372,-0.0108440513528474,-0.033770648165884,-0.0282686827283045,-0.0433965535765583,-0.00409208354350957,0.0140653479111404,-0.0152477398082652,-0.0540893445314019,-0.0840797383212382,-0.0245987463784836,-0.00826514666692751,0.0546814834594325,0.0206703561281391,0.0047507395690365,-0.02034030015423,-0.0104515270698377,-0.0302427717925254,0.0441756747551656,0.077236859995022,-0.0140395189885635,-0.0308475277441479,-0.000676407515058659,-0.000676407515338293,-0.000676407515469768
