"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
1,0.00803571466215169,-0.00144062906749056,0.00250946869630416,0.00487258582597029,0.00522184524456274,-0.00496707203185689,-0.0133716113390543,-0.0109097582754673,-0.022378929563662,-0.0192534239431852,-0.0208475771319141,-0.0211396247908225,-0.0223774064438495,-0.0255541914057855,-0.0225781655130574,-0.0249615118846408,-0.0154132482641377,-0.0135010452067116,-0.0108088548619487,-0.0145958669340735,-0.0144311945551485,-0.0138225977928371,-0.011876336308288,-0.00427428851007542,-0.00340432189423964,-0.0182902269760661,-0.0138705973992965,-0.0180118340250034,-0.00143419587865877,0.0115212632389693,0.0160111652384944,0.0177812587719785,0.0178022924743264,0.00762638530272536,0.00588199008106985,0.0261349464729102,0.0294809152333857,0.0308237098067712,0.0346457151759059,0.0310412033073681,0.012903876556176
