"Binomial","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","global_abundance","max_growth_rate","Body.Mass.gram."
"Catharus ustulatus",-0.00586033552014809,-0.00624279120370957,-0.00559755694202125,-0.00413587013368633,-0.00287440725930105,-0.00255236365978314,-0.00278420826997524,-0.00279259597168681,-0.00261587114278256,-0.00285974451427001,-0.00344283759863493,-0.00353177200411052,-0.00290909807043983,-0.00245884535129524,-0.0027011807329435,-0.00260612601531612,-0.000834102080212266,0.00214614522978421,0.00421597573937193,0.00402868744754425,0.00244175850626694,0.00118325963081854,0.000786891225424061,0.000433486388643637,-0.000587576767912554,301610196,0.00421597573937193,30.3
"Catreus wallichii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0283636116781451,NA,NA,NA,NA,NA,NA,NA,NA,NA,213081,-0.0283636116781451,1447
"Celeus grammicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029929643642636,-0.454903745397,0.183749315529227,0.016155029670326,0.0161550296703262,0.016155029670326,-0.0898820712437564,-0.0529284614587404,-0.0529284614587403,775142,0.183749315529227,67
"Centrocercus urophasianus",-0.014859863208708,-0.0148598632087082,-0.0590250110330819,-0.0590250110330819,-0.192427938737971,-0.192427938737971,-0.192427938737971,0.201404352452601,NA,0.113694638328783,0.0864542306690934,-0.026904635297732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295714,0.201404352452601,2209
"Ceratogymna atrata",NA,NA,NA,NA,NA,NA,-0.441045301807641,-0.448817500391428,0.0553981014446807,0.0553981014446806,0.0553981014446806,0.0553981014446806,0.0553981014446807,0.0553981014446806,0.0553981014446806,0.0553981014446806,0.0553981014446807,0.0553981014446806,0.0553981014446805,0.0553981014446807,-1,1,NA,NA,NA,1742284,1,1204
"Ceratogymna elata",NA,NA,NA,0.179650873428975,0.179650873428975,0.179650873428975,-0.576094428291492,0.0102019665595839,0.0102019665595838,0.0102019665595841,0.0102019665595838,0.0102019665595839,0.0102019665595838,0.0102019665595839,0.0102019665595841,0.0102019665595838,0.0102019665595839,0.0102019665595838,0.0102019665595841,0.0102019665595838,-1,0,NA,NA,NA,142372,0.179650873428975,1925
"Cercomacra cinerascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0597574058384808,-0.0166088330416327,-0.0255488106727326,-0.00412105752346281,-0.0041210575234627,-0.00412105752346281,-0.0405735091348132,-0.0284899071594379,-0.0284899071594378,4329632,0.0597574058384808,14.3
"Certhia americana",0.0137813406849306,0.0135636964209308,0.0129141050671355,0.0122225257184928,0.011585179748892,0.0107210891073247,0.00943933889870201,0.00801492957490976,0.00701103667012626,0.00682994995882248,0.00749057439952016,0.00870099450953282,0.0100152647987395,0.0110178781426528,0.0115539320980971,0.0118182990083899,0.0121198444857438,0.0125307722370855,0.0128293679435204,0.0127659870053463,0.0122700093432849,0.0113848002768518,0.0101540073600928,0.00868610447708348,0.00725550723286991,11257984,0.0137813406849306,8.1
"Certhia brachydactyla",0.025087520699872,0.025249897315065,0.0174443547132834,0.0104532810043194,0.00496224839127968,0.000606595711447167,0.000118628327143044,0.0343871665896563,0.0362261772467709,0.0360781063340012,0.0356652949088834,0.0377598059221867,0.0416322448660637,0.0434346379917822,0.0410643077637321,0.0278706468633208,0.0257742706745087,0.0250720582973728,0.0247194524715181,0.00345820410322582,0.00163957436438761,0.000241496863402432,0.000131925522505567,0.00173682948482991,0.00466738672079878,2704404,0.0434346379917822,8.2
"Certhia familiaris",0.0151625783874734,0.0422627731867302,0.049990991240166,0.0170514435926656,0.00139688048733855,-0.0105456469979247,-0.0147935382812872,-0.0058768353644148,-0.00471461523313882,-0.00595315465221902,-0.00849208901273096,-0.0125256545978079,-0.0112306502004677,-0.00853261517286782,-0.00652064956748277,-0.00640353157760328,-0.00565812258657572,-0.0103675622799482,-0.0090859948253772,-0.00235045114628996,0.00212662412212028,-0.000290276846709681,-0.00362636985723608,0.000263900269927175,0.00834737923611106,4880227,0.049990991240166,9
"Ceryle rudis",NA,NA,NA,NA,NA,NA,-0.0155121661782478,-0.0432290785786532,-0.0371074845409253,0.105520257281364,0.0462405115593728,0.0839180412716588,0.30597255226501,0.383111109180271,0.344883274413542,0.234139930659514,0.115497292355001,0.0304647813303625,-0.013641695093277,-0.0294480790848799,-0.0326723034001883,-0.0330371388486288,NA,NA,NA,17777106,0.383111109180271,84.4
"Cettia cetti",-0.109876459581327,0.13280609618793,0.205487760212488,0.164642657876461,0.103850061383864,0.079338687374674,0.0645806239886547,0.0534636205356688,0.0236875651729441,0.00867333900633014,0.0324425814454649,0.0409790260177686,0.0336846780736828,0.0297151696666022,0.0297995403353919,0.0375908097395956,0.0356401459586721,0.00882115937018237,0.0151855751002637,0.044079762376321,0.006868873390406,-0.00105763063947933,-0.0139658233359533,-0.0204526059454783,-0.0153520801801545,7353439,0.205487760212488,13.4
"Chaetura meridionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6275387,1,22.2
"Chaetura pelagica",-0.018064593770884,-0.0180642431174016,-0.0180614667338516,-0.0180572633176153,-0.0180489674627526,-0.0180339849530261,-0.018014129642014,-0.0179950956488504,-0.0179815322237654,-0.0179731745111132,-0.0179652789430621,-0.0179518429998898,-0.0179291781484874,-0.0178985445495103,-0.0178658444443618,-0.0178368356226382,-0.0178113938688144,-0.017783766086689,-0.0177497320429122,-0.0177122844329987,-0.0176787879088255,-0.0176540490126082,-0.0176386113571785,-0.0176324830983996,-0.0176360287996375,17068138,-0.0176324830983996,23.6
"Chaetura vauxi",-0.009544471697711,-0.00949806790820153,-0.00945319598582402,-0.0094111494863697,-0.0093707809744065,-0.00933067089589423,-0.00929120704007029,-0.00925352209005878,-0.00921720548151516,-0.00918040632574988,-0.00914196530370127,-0.0091022963401027,-0.00906235094437544,-0.00902317459801681,-0.00898679520728131,-0.0089559393178895,-0.00893163861040325,-0.00891195684104142,-0.0088943553198508,-0.00887880694175169,-0.00886719718172098,-0.0088599431459481,-0.00885501083348739,-0.00885076738326898,-0.00884799819048596,2170104,-0.00884799819048596,17.1
"Chamaeza campanisona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301029995663981,NA,NA,710018,-0.301029995663981,99.7
"Charadrius alexandrinus",-0.0187734194069865,-0.00298859043319355,0.000977397746821993,0.0124100892740181,0.00120916469744329,0.0380268050010399,0.05196957602289,-0.0255704080139367,-0.0237719514833701,-0.044497256886766,-0.00136199376919049,-0.0526043875799721,-0.0220953363776921,-0.0188024475209521,-0.0132032759099953,0.00562816472810761,0.0279690291567568,-0.0221755293785952,-0.0119591351473117,0.0729343784702065,-0.033510185971347,-0.0432826907926882,0.0215889952447072,0.0441637396549589,0.0445361011497902,44604910,0.0729343784702065,42.3
"Charadrius collaris",NA,NA,NA,NA,NA,NA,NA,-0.602059991327962,NA,0.0220979560124479,0.0190205802688558,0.01207282630485,-0.198504532188686,0.128807080275956,-0.0313526474840427,-0.047857985956232,-0.0603785811295302,-0.0636059830822026,NA,NA,NA,NA,NA,-0.0360451041846392,NA,12569291,0.128807080275956,28.3
"Charadrius dubius",0.0359767908101135,0.0474327301938215,0.0384002747554595,0.384799867331107,-0.29619519626798,0.387356963590438,-0.0426660740352632,0.0649125826715386,-0.286533661651156,0.0288308546255462,-0.105500538180345,0.00522147950443314,0.0184197428582331,-0.0119084150622906,-0.0947364228315807,-0.0583840050803829,-0.0121717779334984,0.00564735231068464,0.0406062853899761,NA,NA,NA,NA,NA,NA,32579923,0.387356963590438,38.7
"Charadrius hiaticula",0.0309292546145116,0.0365503630941081,0.0368469701523104,0.0345681332249777,0.0252277038391827,0.055309531884325,0.00343603695972121,-0.0334889603703497,-0.0280112708780413,-0.00407811907560637,-0.0367517730461811,0.0161343753598398,0.0674123756001157,0.0172636608302678,0.00184335216863591,0.0444118370001331,0.0238891589071097,0.00724164381711768,-0.040532576867109,-0.159875551418367,-0.0566409736492635,-0.00608577830375134,0.0708819351729419,0.130913763296096,0.125430178515008,35155029,0.130913763296096,64.1
"Charadrius leschenaultii",-0.0137306503341346,-0.0137306503341343,-0.0137306503341346,-0.190070337546029,-0.190070337546028,-0.0548675429389483,-0.037439695261032,-0.0441353038936137,0.00756070006079703,0.00555255336716631,-0.0417501011298321,-0.096593686688338,-0.0290426188733922,-0.0199372493120233,-0.00242631897169736,-0.00584123177260055,0.00939644871968357,0.018933672656781,-0.00359497397365136,-0.0525384752024254,-0.0377531796520687,-0.0394093215319484,0.0402821082345899,0.0107593151773191,-0.0496161848340783,25542686,0.0402821082345899,74.8
"Charadrius marginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162182532374156,0.203419444761018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6395543,0.203419444761018,48.3
"Charadrius melodus",NA,0.123898190687405,0.123898190687405,0.123898190687405,0.0626157273982101,0.0626157273982102,0.0626157273982102,0.0549554194870608,0.0549554194870607,0.0011796573260642,0.00117965732606404,0.0011796573260642,0.00117965732606415,0.00117965732606415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3324328,0.123898190687405,54.4
"Charadrius modestus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3677663,0,78
"Charadrius mongolus",-0.0261282264234568,-0.0131283998889119,0.00674764096387344,-0.0281602184284569,0.000913592552020689,-0.051194626748645,-0.0161898119621834,-0.0638225349931606,0.00125166578254963,-0.0131483276861666,-0.0339467340156233,-0.0627935269608404,-0.0138545038655702,-0.043855694892726,-0.0393233586740057,-0.00831522948968487,0.00317283626460852,-0.0139287991841013,-0.0518392717159136,-0.0801836942148757,-0.0588323770016754,-0.0354935891100106,-0.0125511773628732,0.0173330923193192,-0.0124417553645931,29188722,0.0173330923193192,64
"Charadrius pallidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.376178226177352,0.487264590728926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4216966,0.487264590728926,34.8
"Charadrius pecuarius",NA,NA,NA,NA,-0.00119964016131768,0.00093024579611034,0.103758374973867,0.0974758012447986,-0.256850819818162,0.155154762919902,0.071632646767167,0.026122831664091,0.0269436786208251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11478742,0.155154762919902,34
"Charadrius ruficapillus",-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,-0.0282005623103672,0.0739243609879028,0.0846731566973165,0.0190303270363172,0.219068208240095,-0.122864983948517,0.0578749918578068,0.122224664827178,-0.00663261792668474,-0.149273178086601,0.568201724066995,-0.267171728403014,NA,NA,11335158,0.568201724066995,37.4
"Charadrius semipalmatus",NA,NA,NA,NA,0.32749803325788,0.327498033257881,0.160727905854725,0.0727302018764506,-0.00579534191179243,0.121014160074942,-0.0479870983682438,0.0817368791150724,0.0986804504573313,0.062687147680355,0.0399082381985618,-0.0178727216706939,-0.0889520192564681,-0.0700962848153277,NA,NA,NA,NA,NA,0.129981399727681,NA,37778520,0.327498033257881,46.8
"Charadrius vociferus",-0.0075115220005364,-0.012968952134973,-0.0197888555317187,-0.0126055955918918,-0.00993276703979749,0.00167484581580674,-0.00149230032607017,-0.0162666875396413,-0.0234487724143532,-0.011103895853147,-0.00351101041084677,-0.0118614356208055,-0.0296440788797274,-0.0304866481706169,-0.031123446815725,-0.0163190252538956,-0.0184669381460652,-0.0125219839844129,-0.00497439207828753,-0.00681124040588931,-0.0212594940181528,-0.023553826391191,-0.01028836623175,-0.00913186760450184,-0.00350492495869432,24346920,0.00167484581580674,96.6
"Chiroxiphia caudata",0.0394050331782647,0.0394050331782649,0.0394050331782647,0.0394050331782649,0.0394050331782647,-0.0443697499232711,-0.0443697499232714,-0.0443697499232711,-0.0443697499232714,-0.0443697499232714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.698970004336019,NA,NA,1805856,0.0394050331782649,25.6
"Chiroxiphia pareola",NA,NA,NA,NA,NA,NA,NA,NA,0.0170652884320274,0.0170652884320274,0.0170652884320275,0.0170652884320274,0.0170652884320274,0.0170652884320273,0.0170652884320275,0.0170652884320274,0.0170652884320274,0.0170652884320275,0.0170652884320274,0.0170652884320274,0.0170652884320274,NA,NA,NA,NA,2553307,0.0170652884320275,16.9
"Chlidonias hybrida",0.0714880027255205,0.132665705623835,-0.043690326911021,0.0875123365032457,0.0519946063437585,0.0519946063437584,0.0519946063437584,0.0759381491905615,0.0759381491905615,0.129480650564478,-0.0134916545814289,-0.0585170172981231,0.0329509679323271,0.136599504438638,0.0585381540919002,-0.16675712213993,-0.0601090428325309,0.0650123661320325,0.00957492805968964,-0.0285446941449566,-0.120117725624919,-0.00799777924843115,-0.00895771494965403,-0.00618616868409605,-0.00206376188082302,55424118,0.136599504438638,83.9
"Chlidonias leucopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56194276811998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59978112,0.56194276811998,54.2
"Chlidonias niger",-0.00948537100794492,0.119421932093739,-0.121853948991872,0.0221700861288452,-0.00695823826299411,-0.00445339550595406,0.00256203459403868,0.00368699876566339,-0.000924838014229783,0.0187178358693376,-0.0655248325641221,-0.0303262428543964,-0.026290389281883,-0.0193165038547121,-0.011175227848053,-0.00617296731872587,-0.00855242863572549,-0.0160730570387933,-0.0220527591181906,-0.0224566935156842,-0.0188170857548507,-0.014614767834049,-0.0112884867988318,-0.00852581712218371,-0.00646516708866541,26164458,0.119421932093739,65.3
"Chloroceryle americana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.181356014783425,0.181356014783425,0.181356014783425,0.455931955649724,NA,NA,NA,NA,NA,NA,NA,NA,NA,5174481,0.455931955649724,34.8
"Chlorophonia occipitalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228427,0,25.8
"Chondestes grammacus",0.0101550806651135,0.00993304274692499,0.00920697489584661,0.00820534119114931,0.00736671602444792,-0.00987823575731326,0.00776227794627099,0.00816894887946198,0.00871740866796028,0.00947086031380612,0.0104675927201544,0.0115149475634593,0.0123043383924203,0.0126643123401034,0.0126139616988701,0.0122238143530344,0.0115623789202623,0.0107938783543883,0.0101830495893208,0.00988864180999285,0.00979774515707851,0.00966276093354591,0.00939960572333905,0.00917466673516587,0.00917974183643787,22828388,0.0126643123401034,29
"Chordeiles minor",-0.0115771058862224,-0.012646602098688,-0.0134813108169526,-0.0141633785405576,-0.0145621456623658,-0.00464165753251084,-0.0161004672555566,-0.0155338097838331,-0.0147851129732755,-0.0139434962548999,-0.0130709037208963,-0.012286956231893,-0.0117908420692678,-0.0117089309935171,-0.011942079060289,-0.0122637740562191,-0.0125856814387242,-0.0130207663070865,-0.0136170744308852,-0.0141199286086726,-0.0141366294835038,-0.0135494438463248,-0.0126722948928126,-0.0119629755328211,-0.011640695106355,8819444,-0.00464165753251084,79.3
"Cichlocolaptes leucophrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,350085,-1,40.8
"Ciconia boyciana",NA,NA,-0.0312044169168124,-0.031204416916812,0.0580269016625543,-0.00162637625611994,-0.0016263762561195,-0.00162637625611994,-0.00162637625611994,-0.0016263762561195,-0.00162637625611994,-0.0016263762561195,-0.00162637625611994,-0.0016263762561195,-0.00162637625611994,-0.00162637625611994,-0.0016263762561195,-0.152677515524326,0.100464474031167,0.100464474031167,0.100464474031168,0.100464474031167,0.100464474031168,0.100464474031167,NA,1178606,0.100464474031168,5351
"Ciconia ciconia",0.0253272702843145,0.0257710361190344,0.0203881144941476,0.027131072399806,0.0369732500810006,0.042248684611496,0.0329096276687715,0.0173269082700509,0.0168820545347925,-0.0167296396971261,0.023389894567961,0.0235386025623823,0.0357299007988814,0.0130608069126511,0.0245040223747483,0.00971608600989147,0.00871275829079197,0.00178818716488349,0.0353709308115952,0.0130434735540808,0.0198349396066715,-0.00395647072501162,-0.0200540142934244,-0.00236155471868538,-0.00239660430454225,24808762,0.042248684611496,3448
"Ciconia nigra",0.11745498608795,0.127675400927773,0.0810640415127133,0.0213925607992441,-0.00474293126867877,-0.00117762673342316,0.00148610708130271,-0.0077241541787544,-0.0106841256616501,0.0179503306472501,0.0369320001577288,0.0090775647099481,-0.0409190601766917,-0.0391696017999496,0.0159192707814327,0.0803542989255241,0.0901414939067615,0.0312656109914133,-0.000102688890230596,0.036693401548305,0.0795277400041742,0.0945861320905692,-0.00541081917813524,0.0602389680872333,0.0342168804598473,5943832,0.127675400927773,2926
"Cinclus cinclus",0.0870607104535916,0.0954292421345169,0.0741843546513004,0.0320696817252055,-0.0215226343067862,-0.0713550407205845,-0.0982449169835324,-0.0895372528012117,-0.0433385254418632,0.029695301835402,0.0975877093525275,0.111695684993414,0.0463575567439307,-0.0624002827507693,-0.141425468946244,-0.155504144980982,-0.13874984778911,NA,NA,NA,NA,NA,NA,NA,NA,3349892,0.111695684993414,61.7
"Cinclus mexicanus",-0.0022510586489296,-0.00207640371447826,-0.00190276130141176,-0.00173623980548332,-0.00157225484259338,-0.00141064931521739,-0.00125895146045762,-0.0011216414868136,-0.000994848652291047,-0.000871807426025328,-0.0007471925991277,-0.000619115952971261,-0.000496997809855793,-0.000406382804373995,-0.00037320045617617,-0.000398057082110714,-0.000452703510843033,-0.000503391810234288,-0.000530239659666143,-0.000525653950892879,-0.000490367653023238,-0.000439468132324428,-0.000399697592784465,-0.00038768810330525,-0.000395483895143212,307011,-0.00037320045617617,56.8
"Cinclus pallasii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184060188726957,-0.71120446075303,0.569875307956561,NA,NA,NA,NA,NA,NA,1465108,0.569875307956561,76
"Circaetus cinereus",0.462843649643315,0.501361482207464,0.4180445602226,0.316090770979513,0.235352369433799,NA,0.00842695765287454,0.00842695765287438,0.00842695765287449,0.00842695765287438,0.0084269576528746,0.00842695765287438,0.00842695765287454,0.00842695765287443,0.00842695765287449,0.00842695765287449,0.00842695765287449,0.00842695765287438,0.00842695765287449,0.00842695765287449,0.00842695765287449,0.00842695765287449,0.00842695765287443,0.00842695765287449,0.00842695765287449,852915,0.501361482207464,2048
"Circus aeruginosus",0.0566759244800827,0.0505774509772074,0.0627792007423733,0.0129722625383173,0.0884937907000053,0.0421862682914756,0.0425270563216066,0.0271477709028729,0.0266270943084013,0.0288830294072547,0.0315696138465293,0.0358915360606518,0.0263914145859125,0.0207353828785849,0.0169511163139052,0.0172501347165902,0.0165549369102197,0.0179040062057226,0.0206717417943178,0.0255414266636002,0.026101224288639,0.00918326987641127,0.00663420677440085,0.00964957475233541,0.0176926842369953,14846934,0.0884937907000053,712
"Circus cyaneus",NA,NA,-0.0101239182720416,-0.0101239182720596,-0.0240851153394749,0.118598586490743,0.102786115467571,-0.0206015061717353,0.0704626612830072,0.0438243832243946,-0.0454840933695898,0.00729420927085729,-0.062569162050256,-0.0625691620501215,-0.0625691620499716,-0.0625691620498133,-0.0625691620496573,-0.0093439390728591,-0.00934393907271235,-0.00934393907260643,-0.00934393907250182,-0.0101239182721884,-0.0101239182720031,-0.0101239182718994,-0.0101239182718621,4934070,0.118598586490743,401
"Circus pygargus",-0.0197161789251203,-0.0197161789251434,-0.0197161789251676,-0.0197161789251923,-0.0197161789252152,-0.019716178925236,-0.0197161789252505,-0.0197161789252607,-0.0272027893023249,-0.0248634495073168,-0.0204514137660037,-0.0148798175608518,-0.00903546215273088,-0.00340941807355444,0.00171504283934826,0.00599217612619746,0.00899473791047334,0.0104544349604901,NA,NA,NA,NA,NA,NA,NA,3516728,0.0104544349604901,316
"Circus ranivorus",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400001,0,507
"Cisticola juncidis",0.0422173319811937,0.110678172347136,0.158226333950634,0.181232526409346,0.181165768286918,0.175394514596794,0.11141974346561,0.0489354583598468,0.016395155466531,0.00860158703997167,0.0136828046797215,0.0175857665963877,0.020639127008223,0.012407753547899,0.00137764616143209,-0.00295610313900455,-0.00298061031680617,0.00657904234245651,0.0216931699247309,0.0643181529208306,0.0103407713920203,0.0112292791215342,0.0120638739433438,0.0128775712150792,0.013644532390435,22628787,0.181232526409346,6.9
"Cistothorus palustris",0.00750807116531969,0.00756069856478822,0.0075867382757533,0.00754941815048844,0.00744950011495952,0.023688058905192,0.00617558832432279,0.00623075074317737,0.00638001916828466,0.00656823928016882,0.00677328266551032,0.00702643919259314,0.00736656743933146,0.00779612092594829,0.00828779637923891,0.00879670651355344,0.00923576744286177,0.00947624308169371,0.00943774982264942,0.00918118903432868,0.00886127463700918,0.00857728773189637,0.00832174337614834,0.00808688758613351,0.00793988892696464,4047960,0.023688058905192,10.6
"Cistothorus platensis",0.0324781189549703,0.0377223621232618,0.0326525725673225,0.016690931656921,-0.00592361915875399,-0.0264331699475197,-0.0353578775656848,-0.0287372546668106,-0.0121999742479807,0.00174096344719903,0.00273694726160689,-0.0088100324076492,-0.0216266050614809,-0.023065538578683,-0.0100846883578379,0.00838544340488069,0.0195357280990219,0.0171550362040974,0.00522159743467972,-0.00695210794478882,-0.0122250681532636,-0.00968955839713564,-0.00365365841024322,0.000437154527537287,8.96443386287638e-06,16789354,0.0377223621232618,8.5
"Cladorhynchus leucocephalus",0.00684400666960694,0.00639924075322718,0.00350737634591303,-0.000598603509943008,-0.0049034004992996,-0.00943038991847067,-0.015102688541103,-0.0227860937162501,-0.0323421537780113,-0.0425209591264959,-0.0518395230163453,-0.0597225582394063,0.15311336920611,0.0196407092001094,0.0297823834893141,-0.0133046550888518,0.224544298796338,-0.062220609481688,-0.000715608602589402,-0.433817034069241,0.566182965930624,NA,NA,NA,NA,5259130,0.566182965930624,216
"Clamator glandarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0300293317869154,0.0054687749305049,0.0521447195876013,0.0768966633306682,0.0191744262841972,0.00972713076844493,0.00379816708058359,0.00158394457542561,-0.00341774041661263,-0.0145583151748278,-0.0279849024427019,-0.0375977279285296,-0.0412308178823691,-0.0408026281122128,1362322,0.0768966633306682,134
"Clangula hyemalis",0.0984624446603882,-0.0459677278030235,-0.0578408797366192,0.117116270955633,-0.0538963034767924,0.0159672282856048,-0.0437463666485496,-0.0377679860576454,-0.0249306761651119,0.0158298852697088,-0.00557224541497242,0.040550214499754,0.022981480216719,-0.0489616558243138,-0.053444885023228,-0.0298748006025892,0.0166258223103704,0.0177258987753447,0.00308549753626159,-0.0242434975776922,-0.00073881397748877,-0.03236821621008,-0.234146342623481,0.0696535158349222,-0.0907796054608988,39986676,0.117116270955633,873
