"Binomial","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","Class"
"Amazona vittata",-0.0225389130917517,-0.0266439900614197,-0.0145445139838005,0.0107760509202437,0.0355329625607179,0.0475982591023241,0.0445356901184149,0.0326800630425805,0.0207007886734687,0.0136139494331742,0.011532613276974,NA,NA,-0.0208865128625186,-0.0208865128625186,-0.0208865128625189,-0.0208865128625186,NA,NA,NA,NA,NA,NA,NA,NA,"Aves"
"Amazonetta brasiliensis",0.0460897842756547,0.0460897842756549,0.0460897842756547,0.0460897842756549,0.0460897842756547,0.0141162148571414,0.0141162148571414,0.0141162148571417,0.109713712026861,0.10686601013298,-0.595984096255555,0.0486265041795162,0.035392998873737,0.0221825734918071,0.00859305276349862,-0.00557316672009983,-0.0181787370951963,-0.0255222759540446,NA,NA,NA,NA,NA,0,NA,"Aves"
"Ammospiza leconteii",0.00612946436330004,0.00391161891546831,0.00460134039051495,0.00671442880636081,0.00809579978962205,0.00582116994055264,0.000965359319788174,-0.00141440236230343,0.00190812858304238,0.0073138266315345,0.00715553629105348,-0.00196154739325455,-0.014756507025255,-0.0214714416196893,-0.0160708555095997,-0.0009840413096206,0.0146371851521206,0.021325540001348,0.0160949528646018,0.00445288879554617,-0.00484564480572598,-0.00774464324289809,-0.00714177459453065,-0.00748561085891072,-0.00931849988989826,"Aves"
"Ammospiza nelsoni",0.00803862731476368,0.00823116475946612,0.00845011350540743,0.00870253297459502,0.00895948835741447,0.0091764575457389,0.00933440912743009,0.00944921804028891,0.00954657743178666,0.00963786150472288,0.00971414884487809,0.0097480893644788,0.00970049714761183,0.00954192185428988,0.00928253544254702,0.00898234878834048,0.00872850290671747,0.00859816489579817,0.00862923512056,0.00880362089428659,0.00904881457741179,0.00927383807802996,0.00943000990044632,0.00954090186986752,0.00965829089553121,"Aves"
"Anairetes fernandezianus",NA,NA,NA,NA,NA,NA,NA,-0.0455632415823435,-0.0455632415823435,-0.0455632415823439,-0.0455632415823435,-0.0455632415823435,-0.0455632415823439,-0.0455632415823435,-0.0201942749546853,-0.0201942749546848,-0.0201942749546853,-0.0201942749546848,-0.0201942749546853,-0.0201942749546848,-0.0201942749546853,-0.0201942749546848,NA,NA,NA,"Aves"
"Anas acuta",0.00315829367904731,0.00251408830708702,0.053357366029983,-0.00347045245391154,-0.0221134759585055,-0.0201201545454766,-0.0195973086235878,-0.0171011314600164,-0.0122438718052087,0.031054893433388,0.00193112932300664,0.0475549903578628,0.0355160248969356,0.0138137439555447,0.00804577505069108,0.0159288503850617,0.0195370761427224,-0.0100151317096772,0.0115779022700837,0.0124267101459747,0.0122009043674721,0.00286129441438604,-0.00754822085201064,0.00960905034712933,-0.0758419430078665,"Aves"
"Anas castanea",NA,NA,NA,-0.012812833674241,-0.0128128336743369,-0.0128128336745235,-0.0128128336747442,-0.0216314631310341,-0.0191676183352445,-0.0139734914923126,-0.00692332152110642,0.000149302752905367,0.00554988691689551,0.00869770768682687,0.010183193158668,0.0109627516442907,0.0115581091024239,0.0119468596136196,0.0119910075445453,0.0117859464286103,0.0360091024557398,NA,NA,NA,NA,"Aves"
"Anas crecca",-0.00051738505787043,-0.00515821769214439,0.0273608788281156,-0.0351373644990071,-0.0181785357385281,0.00259579985723729,0.0241373292620899,-0.0376975928954685,0.0041933720823397,0.0511473625142556,-0.00144443716162599,0.0562392855440065,-0.0206358089352658,0.0390411241182569,0.0169462969960222,-0.0188077115796458,0.000304688819126598,0.00257673854959303,0.00567900161317467,0.00601474522451815,0.00962595930616101,-0.041003178193307,0.0442434608177552,-0.0804691430754771,-0.0810530613525803,"Aves"
"Anas fulvigula",-0.0696377480016217,-0.037213774901538,-0.0113396798439869,0.0045167913105546,0.00979538484260445,0.00225508587448964,-0.0186643593132825,-0.0475101728639258,-0.0624712433502239,-0.0580947929154618,-0.0389211845662656,-0.0231118703290392,-0.0152072132104113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aves"
"Anas gracilis",-0.0127089693464368,0.0986684733780594,0.077342623163922,-0.00794895004988883,0.030317788962221,0.184481642957412,0.223499420600469,0.0409264222016454,-0.15289206529933,-0.143204225965336,-0.0719752794972242,-0.238095035504699,-0.583546428853377,-0.229031881716412,-0.111256493909156,0.00922445642897585,-0.14070751292876,-0.186397059377238,-0.169136972468803,-0.141392834813983,NA,NA,NA,NA,NA,"Aves"
"Anas platyrhynchos",0.010361616870621,0.0072321881763863,-0.00710140659942974,-0.00877664172321482,0.00648471800436159,-0.0263945145302623,-0.0180683248171334,0.014682262933547,0.0184482599519813,-0.000384357819673188,0.0347587293437252,0.0209490458027894,0.00931554784432471,0.013588433375825,0.011732925841033,0.0196997541659323,0.0294918859294239,0.0288659229264805,0.0472136344645364,0.0149563420086816,0.0098016172722724,0.00513459151582975,0.00259105594797757,0.0120233827956205,0.0126101275725751,"Aves"
"Anas rubripes",-0.00205968404223609,-0.00195748381193222,-0.00188607962648422,-0.00183359184253664,-0.00220820180557057,-0.00213948731191702,-0.00204741481236465,-0.00193955152470175,-0.00210076557075174,-0.00201005417346497,-0.00196102836303106,-0.00195525807355422,-0.00199169175871973,-0.00206107816111468,-0.00213079522325804,-0.00215402009897236,-0.00210694207914254,-0.00201116537477856,-0.0019087185263923,-0.00181601919276396,-0.00170883995420709,-0.00154917501411989,-0.0013187928657481,-0.00103217839450693,-0.000734833995275898,"Aves"
"Anas superciliosa",NA,NA,NA,-0.0392316795559218,-0.0410957244119632,-0.0438227642146898,-0.0457044834605349,0.0745367198002811,-0.0214294435750852,-0.101992719599366,-0.0766700901035896,0.00311759407822632,0.0268979174531612,-0.019325081575434,-0.0500738903760525,-0.0150231121623213,0.0332719125253286,0.0209963175286378,-0.0516742419734595,-0.127404460082889,-0.33047406801446,NA,NA,NA,NA,"Aves"
"Anas wyvilliana",-0.00899971978869241,0.0253831071324484,0.067956627513138,0.0682426469335691,0.0237565608834998,-0.0171515532298527,-0.019105175986915,-0.00425502886544171,-0.0120266824906463,-0.0344998920150141,-0.0291030494103253,0.00851936792515273,0.028199294590197,-0.0015145897107911,-0.0428345817414031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aves"
"Anous minutus",0.0557639842580779,0.0534073191045703,0.0508710825380434,0.0485931666459334,0.0467414970692084,0.0449147510545305,0.0424568138557513,0.0390439600370174,0.0348655887895939,0.0151395925516904,0.114075470413008,-0.192057538599384,0.14516598283214,0.011232415222155,0.00744606232486733,0.00445302485547483,0.00234493242983991,0.00114331546551583,0.00064469060358574,0.000454845419253225,0.000287506006614979,0.000147646319968331,NA,NA,NA,"Aves"
