"Family","Genus","Species","Body Mass(gram)","Binomial"
"Tyrannidae","Tyrannus","vociferans",45.6,"Tyrannus vociferans"
"Tyrannidae","Uromyias","agilis",13.9,"Uromyias agilis"
"Tyrannidae","Uromyias","agraphia",12.5,"Uromyias agraphia"
"Tyrannidae","Xenopipo","atronitens",15.6,"Xenopipo atronitens"
"Tyrannidae","Xenopsaris","albinucha",19.5,"Xenopsaris albinucha"
"Tyrannidae","Xenotriccus","callizonus",11.2,"Xenotriccus callizonus"
"Tyrannidae","Xenotriccus","mexicanus",13.8,"Xenotriccus mexicanus"
"Tyrannidae","Xipholena","atropurpurea",61.5,"Xipholena atropurpurea"
"Tyrannidae","Xipholena","lamellipennis",70.9,"Xipholena lamellipennis"
"Tyrannidae","Xipholena","punicea",68.1,"Xipholena punicea"
"Tyrannidae","Xolmis","cinerea",57.1,"Xolmis cinerea"
"Tyrannidae","Xolmis","coronata",46.8,"Xolmis coronata"
"Tyrannidae","Xolmis","dominicana",42.8,"Xolmis dominicana"
"Tyrannidae","Xolmis","irupero",28.7,"Xolmis irupero"
"Tyrannidae","Xolmis","murina",33.4,"Xolmis murina"
"Tyrannidae","Xolmis","pyrope",35.3,"Xolmis pyrope"
"Tyrannidae","Xolmis","rubetra",36.3,"Xolmis rubetra"
"Tyrannidae","Xolmis","salinarum",25.1,"Xolmis salinarum"
"Tyrannidae","Xolmis","velata",35.5,"Xolmis velata"
"Tyrannidae","Zaratornis","stresemanni",52.1,"Zaratornis stresemanni"
"Tyrannidae","Zimmerius","bolivianus",11,"Zimmerius bolivianus"
"Tyrannidae","Zimmerius","chrysops",10.4,"Zimmerius chrysops"
"Tyrannidae","Zimmerius","cinereicapillus",11.8,"Zimmerius cinereicapillus"
"Tyrannidae","Zimmerius","flavidifrons",10.5,"Zimmerius flavidifrons"
"Tyrannidae","Zimmerius","gracilipes",7.15,"Zimmerius gracilipes"
"Tyrannidae","Zimmerius","improbus",10.9,"Zimmerius improbus"
"Tyrannidae","Zimmerius","vilissimus",9.15,"Zimmerius vilissimus"
"Tyrannidae","Zimmerius","villarejoi",6.6,"Zimmerius villarejoi"
"Tyrannidae","Zimmerius","viridiflavus",9.6,"Zimmerius viridiflavus"
"Tytonidae","Phodilus","badius",282,"Phodilus badius"
"Tytonidae","Tyto","alba",350,"Tyto alba"
"Tytonidae","Tyto","capensis",381,"Tyto capensis"
"Tytonidae","Tyto","longimembris",342,"Tyto longimembris"
"Tytonidae","Tyto","multipunctata",464,"Tyto multipunctata"
"Tytonidae","Tyto","novaehollandiae",645,"Tyto novaehollandiae"
"Tytonidae","Tyto","tenebricosa",690,"Tyto tenebricosa"
"Upupidae","Upupa","epops",65.7,"Upupa epops"
"Vireonidae","Cyclarhis","gujanensis",28.8,"Cyclarhis gujanensis"
"Vireonidae","Cyclarhis","nigrirostris",31.9,"Cyclarhis nigrirostris"
"Vireonidae","Hylophilus","amaurocephalus",10,"Hylophilus amaurocephalus"
"Vireonidae","Hylophilus","aurantiifrons",9.5,"Hylophilus aurantiifrons"
"Vireonidae","Hylophilus","brunneiceps",9.9,"Hylophilus brunneiceps"
"Vireonidae","Hylophilus","decurtatus",8.5,"Hylophilus decurtatus"
"Vireonidae","Hylophilus","flavipes",11.7,"Hylophilus flavipes"
"Vireonidae","Hylophilus","hypoxanthus",17,"Hylophilus hypoxanthus"
"Vireonidae","Hylophilus","muscicapinus",11.7,"Hylophilus muscicapinus"
"Vireonidae","Hylophilus","ochraceiceps",11.6,"Hylophilus ochraceiceps"
"Vireonidae","Hylophilus","olivaceus",12,"Hylophilus olivaceus"
"Vireonidae","Hylophilus","pectoralis",11.6,"Hylophilus pectoralis"
"Vireonidae","Hylophilus","poicilotis",10.4,"Hylophilus poicilotis"
"Vireonidae","Hylophilus","sclateri",11.2,"Hylophilus sclateri"
"Vireonidae","Hylophilus","semibrunneus",11.4,"Hylophilus semibrunneus"
"Vireonidae","Hylophilus","semicinereus",13,"Hylophilus semicinereus"
"Vireonidae","Hylophilus","thoracicus",13.8,"Hylophilus thoracicus"
"Vireonidae","Vireo","altiloquus",19,"Vireo altiloquus"
"Vireonidae","Vireo","atricapillus",9,"Vireo atricapillus"
"Vireonidae","Vireo","bellii",8.5,"Vireo bellii"
"Vireonidae","Vireo","brevipennis",11.8,"Vireo brevipennis"
"Vireonidae","Vireo","carmioli",13.1,"Vireo carmioli"
"Vireonidae","Vireo","cassinii",14.7,"Vireo cassinii"
"Vireonidae","Vireo","flavifrons",18,"Vireo flavifrons"
"Vireonidae","Vireo","flavoviridis",17.6,"Vireo flavoviridis"
"Vireonidae","Vireo","gilvus",12.7,"Vireo gilvus"
"Vireonidae","Vireo","griseus",11.4,"Vireo griseus"
"Vireonidae","Vireo","huttoni",11.3,"Vireo huttoni"
"Vireonidae","Vireo","hypochryseus",12.2,"Vireo hypochryseus"
"Vireonidae","Vireo","leucophrys",12.3,"Vireo leucophrys"
"Vireonidae","Vireo","magister",15.4,"Vireo magister"
"Vireonidae","Vireo","masteri",11.2,"Vireo masteri"
"Vireonidae","Vireo","nelsoni",9.4,"Vireo nelsoni"
"Vireonidae","Vireo","olivaceus",16.2,"Vireo olivaceus"
"Vireonidae","Vireo","pallens",11,"Vireo pallens"
"Vireonidae","Vireo","philadelphicus",11.5,"Vireo philadelphicus"
"Vireonidae","Vireo","plumbeus",16.4,"Vireo plumbeus"
"Vireonidae","Vireo","solitarius",15.3,"Vireo solitarius"
"Vireonidae","Vireo","vicinior",12.8,"Vireo vicinior"
"Vireonidae","Vireolanius","eximius",17.5,"Vireolanius eximius"
"Vireonidae","Vireolanius","leucotis",26,"Vireolanius leucotis"
"Vireonidae","Vireolanius","melitophrys",34.7,"Vireolanius melitophrys"
"Vireonidae","Vireolanius","pulchellus",24,"Vireolanius pulchellus"
"Zosteropidae","Zosterops","abyssinica",11,"Zosterops abyssinica"
"Zosteropidae","Zosterops","erythropleura",11,"Zosterops erythropleura"
"Zosteropidae","Zosterops","everetti",10,"Zosterops everetti"
"Zosteropidae","Zosterops","japonicus",11.5,"Zosterops japonicus"
"Zosteropidae","Zosterops","lateralis",12.7,"Zosterops lateralis"
"Zosteropidae","Zosterops","luteus",9.7,"Zosterops luteus"
"Zosteropidae","Zosterops","pallidus",9.3,"Zosterops pallidus"
"Zosteropidae","Zosterops","palpebrosus",8.6,"Zosterops palpebrosus"
"Zosteropidae","Zosterops","poliogaster",11,"Zosterops poliogaster"
"Zosteropidae","Zosterops","senegalensis",10.6,"Zosterops senegalensis"
"Bucerotidae","Ceratogymna","subcylindricus",1201,"Ceratogymna subcylindricus"
"Bucerotidae","Ocyceros","birostris",375,"Ocyceros birostris"
"Bucerotidae","Ocyceros","griseus",292,"Ocyceros griseus"
"Bucerotidae","Tockus","albocristatus",290,"Tockus albocristatus"
"Bucerotidae","Tockus","alboterminatus",225,"Tockus alboterminatus"
"Bucerotidae","Tockus","bradfieldi",197,"Tockus bradfieldi"
"Bucerotidae","Tockus","camurus",104,"Tockus camurus"
"Bucerotidae","Tockus","deckeni",170,"Tockus deckeni"
"Bucerotidae","Tockus","erythrorhynchus",139,"Tockus erythrorhynchus"
"Bucerotidae","Tockus","fasciatus",260,"Tockus fasciatus"
"Bucerotidae","Tockus","flavirostris",220,"Tockus flavirostris"
"Bucerotidae","Tockus","hartlaubi",99.1,"Tockus hartlaubi"
"Bucerotidae","Tockus","hemprichii",297,"Tockus hemprichii"
"Bucerotidae","Tockus","leucomelas",190,"Tockus leucomelas"
"Bucerotidae","Tockus","monteiri",305,"Tockus monteiri"
"Bucerotidae","Tockus","nasutus",183,"Tockus nasutus"
"Bucerotidae","Tockus","pallidirostris",234,"Tockus pallidirostris"
"Bucorvidae","Bucorvus","abyssinicus",4000,"Bucorvus abyssinicus"
"Bucorvidae","Bucorvus","cafer",3841,"Bucorvus cafer"
"Burhinidae","Burhinus","bistriatus",787,"Burhinus bistriatus"
"Burhinidae","Burhinus","capensis",423,"Burhinus capensis"
"Burhinidae","Burhinus","giganteus",1025,"Burhinus giganteus"
"Burhinidae","Burhinus","magnirostris",1016,"Burhinus magnirostris"
"Burhinidae","Burhinus","oedicnemus",459,"Burhinus oedicnemus"
"Burhinidae","Burhinus","recurvirostris",790,"Burhinus recurvirostris"
"Burhinidae","Burhinus","senegalensis",326,"Burhinus senegalensis"
"Burhinidae","Burhinus","superciliaris",450,"Burhinus superciliaris"
"Burhinidae","Burhinus","vermiculatus",320,"Burhinus vermiculatus"
"Caprimulgidae","Caprimulgus","aegyptius",77.3,"Caprimulgus aegyptius"
"Caprimulgidae","Caprimulgus","affinis",58.7,"Caprimulgus affinis"
"Caprimulgidae","Caprimulgus","anthonyi",35.9,"Caprimulgus anthonyi"
"Caprimulgidae","Caprimulgus","asiaticus",42,"Caprimulgus asiaticus"
"Caprimulgidae","Caprimulgus","atripennis",61,"Caprimulgus atripennis"
"Caprimulgidae","Caprimulgus","badius",59.8,"Caprimulgus badius"
"Caprimulgidae","Caprimulgus","batesi",100,"Caprimulgus batesi"
"Caprimulgidae","Caprimulgus","binotatus",63,"Caprimulgus binotatus"
"Caprimulgidae","Caprimulgus","candicans",49.3,"Caprimulgus candicans"
"Caprimulgidae","Caprimulgus","carolinensis",109,"Caprimulgus carolinensis"
"Caprimulgidae","Caprimulgus","cayennensis",35.5,"Caprimulgus cayennensis"
"Caprimulgidae","Caprimulgus","centralasicus",67,"Caprimulgus centralasicus"
"Caprimulgidae","Caprimulgus","clarus",42.5,"Caprimulgus clarus"
"Caprimulgidae","Caprimulgus","climacurus",45.8,"Caprimulgus climacurus"
"Caprimulgidae","Caprimulgus","donaldsoni",29,"Caprimulgus donaldsoni"
"Caprimulgidae","Caprimulgus","europaeus",67,"Caprimulgus europaeus"
"Caprimulgidae","Caprimulgus","eximius",66.3,"Caprimulgus eximius"
"Caprimulgidae","Caprimulgus","fossii",58.3,"Caprimulgus fossii"
"Caprimulgidae","Caprimulgus","fraenatus",60.1,"Caprimulgus fraenatus"
"Caprimulgidae","Caprimulgus","hirundinaceus",19.7,"Caprimulgus hirundinaceus"
"Caprimulgidae","Caprimulgus","indicus",91.8,"Caprimulgus indicus"
"Caprimulgidae","Caprimulgus","inornatus",50.4,"Caprimulgus inornatus"
"Caprimulgidae","Caprimulgus","longirostris",45.6,"Caprimulgus longirostris"
"Caprimulgidae","Caprimulgus","macrurus",66.2,"Caprimulgus macrurus"
"Caprimulgidae","Caprimulgus","maculicaudus",30.3,"Caprimulgus maculicaudus"
"Caprimulgidae","Caprimulgus","maculosus",26.4,"Caprimulgus maculosus"
"Caprimulgidae","Caprimulgus","mahrattensis",57,"Caprimulgus mahrattensis"
"Caprimulgidae","Caprimulgus","natalensis",77.7,"Caprimulgus natalensis"
"Furnariidae","Syndactyla","ruficollis",31,"Syndactyla ruficollis"
"Furnariidae","Syndactyla","rufosuperciliata",25.6,"Syndactyla rufosuperciliata"
"Furnariidae","Syndactyla","subalaris",28.9,"Syndactyla subalaris"
"Furnariidae","Thripadectes","flammulatus",55.9,"Thripadectes flammulatus"
"Furnariidae","Thripadectes","holostictus",40.7,"Thripadectes holostictus"
"Furnariidae","Thripadectes","ignobilis",47.2,"Thripadectes ignobilis"
"Furnariidae","Thripadectes","melanorhynchus",44.3,"Thripadectes melanorhynchus"
"Furnariidae","Thripadectes","rufobrunneus",56.2,"Thripadectes rufobrunneus"
"Furnariidae","Thripadectes","scrutator",66.3,"Thripadectes scrutator"
"Furnariidae","Thripadectes","virgaticeps",65.8,"Thripadectes virgaticeps"
"Furnariidae","Thripophaga","berlepschi",28.3,"Thripophaga berlepschi"
"Furnariidae","Thripophaga","cherriei",19.9,"Thripophaga cherriei"
"Furnariidae","Thripophaga","fusciceps",29.4,"Thripophaga fusciceps"
"Furnariidae","Thripophaga","macroura",30.2,"Thripophaga macroura"
"Furnariidae","Upucerthia","albigula",39.9,"Upucerthia albigula"
"Furnariidae","Upucerthia","andaecola",31,"Upucerthia andaecola"
"Furnariidae","Upucerthia","certhioides",32.8,"Upucerthia certhioides"
"Furnariidae","Upucerthia","dumetaria",48.7,"Upucerthia dumetaria"
"Furnariidae","Upucerthia","harterti",32.2,"Upucerthia harterti"
"Furnariidae","Upucerthia","jelskii",40.1,"Upucerthia jelskii"
"Furnariidae","Upucerthia","ruficauda",36.3,"Upucerthia ruficauda"
"Furnariidae","Upucerthia","serrana",48.7,"Upucerthia serrana"
"Furnariidae","Upucerthia","validirostris",33.6,"Upucerthia validirostris"
"Furnariidae","Xenerpestes","minlosi",11,"Xenerpestes minlosi"
"Furnariidae","Xenerpestes","singularis",11.6,"Xenerpestes singularis"
"Furnariidae","Xenops","milleri",12.2,"Xenops milleri"
"Furnariidae","Xenops","minutus",10.6,"Xenops minutus"
"Furnariidae","Xenops","rutilans",12.2,"Xenops rutilans"
"Furnariidae","Xenops","tenuirostris",9.7,"Xenops tenuirostris"
"Furnariidae","Xiphocolaptes","albicollis",118,"Xiphocolaptes albicollis"
"Furnariidae","Xiphocolaptes","falcirostris",110,"Xiphocolaptes falcirostris"
"Furnariidae","Xiphocolaptes","major",156,"Xiphocolaptes major"
"Furnariidae","Xiphocolaptes","promeropirhynchus",95.5,"Xiphocolaptes promeropirhynchus"
"Furnariidae","Xiphorhynchus","erythropygius",46.8,"Xiphorhynchus erythropygius"
"Furnariidae","Xiphorhynchus","eytoni",58.8,"Xiphorhynchus eytoni"
"Furnariidae","Xiphorhynchus","flavigaster",47.9,"Xiphorhynchus flavigaster"
"Furnariidae","Xiphorhynchus","guttatus",58.8,"Xiphorhynchus guttatus"
"Furnariidae","Xiphorhynchus","lachrymosus",56.4,"Xiphorhynchus lachrymosus"
"Furnariidae","Xiphorhynchus","necopinus",35.8,"Xiphorhynchus necopinus"
"Furnariidae","Xiphorhynchus","obsoletus",32.6,"Xiphorhynchus obsoletus"
"Furnariidae","Xiphorhynchus","ocellatus",37,"Xiphorhynchus ocellatus"
"Furnariidae","Xiphorhynchus","pardalotus",34.7,"Xiphorhynchus pardalotus"
"Furnariidae","Xiphorhynchus","picus",40.2,"Xiphorhynchus picus"
"Furnariidae","Xiphorhynchus","spixii",31.2,"Xiphorhynchus spixii"
"Furnariidae","Xiphorhynchus","susurrans",45.8,"Xiphorhynchus susurrans"
"Furnariidae","Xiphorhynchus","triangularis",46.3,"Xiphorhynchus triangularis"
"Galbulidae","Brachygalba","albogularis",13.6,"Brachygalba albogularis"
"Galbulidae","Brachygalba","goeringi",16,"Brachygalba goeringi"
"Galbulidae","Brachygalba","lugubris",15.9,"Brachygalba lugubris"
"Galbulidae","Brachygalba","salmoni",17.3,"Brachygalba salmoni"
"Galbulidae","Galbalcyrhynchus","leucotis",47,"Galbalcyrhynchus leucotis"
"Galbulidae","Galbalcyrhynchus","purusianus",50,"Galbalcyrhynchus purusianus"
"Galbulidae","Galbula","albirostris",22.1,"Galbula albirostris"
"Galbulidae","Galbula","chalcothorax",24,"Galbula chalcothorax"
"Galbulidae","Galbula","cyanescens",25.3,"Galbula cyanescens"
"Galbulidae","Galbula","cyanicollis",23.5,"Galbula cyanicollis"
"Sylviidae","Paradoxornis","heudei",29,"Paradoxornis heudei"
"Sylviidae","Paradoxornis","nipalensis",5.5,"Paradoxornis nipalensis"
"Sylviidae","Paradoxornis","paradoxus",37,"Paradoxornis paradoxus"
"Sylviidae","Paradoxornis","przewalskii",13,"Paradoxornis przewalskii"
"Sylviidae","Paradoxornis","ruficeps",32,"Paradoxornis ruficeps"
"Sylviidae","Paradoxornis","unicolor",34,"Paradoxornis unicolor"
"Sylviidae","Paradoxornis","verreauxi",6,"Paradoxornis verreauxi"
"Sylviidae","Paradoxornis","webbianus",10.9,"Paradoxornis webbianus"
"Sylviidae","Paradoxornis","zappeyi",10,"Paradoxornis zappeyi"
"Sylviidae","Parisoma","boehmi",14,"Parisoma boehmi"
"Sylviidae","Parisoma","Buryi",14.45,"Parisoma Buryi"
"Sylviidae","Parisoma","layardi",14.5,"Parisoma layardi"
"Sylviidae","Parisoma","lugens",15,"Parisoma lugens"
"Sylviidae","Parisoma","subcaeruleum",14.3,"Parisoma subcaeruleum"
"Sylviidae","Parophasma","galinieri",21.5,"Parophasma galinieri"
"Sylviidae","Pellorneum","albiventre",21.5,"Pellorneum albiventre"
"Sylviidae","Pellorneum","capistratum",25.1,"Pellorneum capistratum"
"Sylviidae","Pellorneum","palustre",18,"Pellorneum palustre"
"Sylviidae","Pellorneum","ruficeps",26,"Pellorneum ruficeps"
"Sylviidae","Pellorneum","tickelli",17.1,"Pellorneum tickelli"
"Sylviidae","Phyllanthus","atripennis",85.8,"Phyllanthus atripennis"
"Sylviidae","Phyllolais","pulchella",6,"Phyllolais pulchella"
"Sylviidae","Phylloscopus","affinis",7,"Phylloscopus affinis"
"Sylviidae","Phylloscopus","armandii",9.4,"Phylloscopus armandii"
"Sylviidae","Phylloscopus","bonelli",8.7,"Phylloscopus bonelli"
"Sylviidae","Phylloscopus","borealis",10.9,"Phylloscopus borealis"
"Sylviidae","Phylloscopus","budongoenis",8.2,"Phylloscopus budongoenis"
"Sylviidae","Phylloscopus","cantator",6,"Phylloscopus cantator"
"Sylviidae","Phylloscopus","chloronotus",5.1,"Phylloscopus chloronotus"
"Sylviidae","Phylloscopus","collybita",8.3,"Phylloscopus collybita"
"Sylviidae","Phylloscopus","coronatus",10.1,"Phylloscopus coronatus"
"Sylviidae","Phylloscopus","davisoni",6.4,"Phylloscopus davisoni"
"Sylviidae","Phylloscopus","emeiensis",8.15,"Phylloscopus emeiensis"
"Sylviidae","Phylloscopus","fuligiventer",9.3,"Phylloscopus fuligiventer"
"Sylviidae","Phylloscopus","fuscatus",8.8,"Phylloscopus fuscatus"
"Sylviidae","Phylloscopus","griseolus",7.6,"Phylloscopus griseolus"
"Sylviidae","Phylloscopus","herberti",8.9,"Phylloscopus herberti"
"Sylviidae","Phylloscopus","humei",6,"Phylloscopus humei"
"Sylviidae","Phylloscopus","inornatus",6.6,"Phylloscopus inornatus"
"Sylviidae","Phylloscopus","kansuensis",6.3,"Phylloscopus kansuensis"
"Sylviidae","Phylloscopus","laetus",9.6,"Phylloscopus laetus"
"Sylviidae","Phylloscopus","laurae",8.5,"Phylloscopus laurae"
"Sylviidae","Phylloscopus","maculipennis",5.1,"Phylloscopus maculipennis"
"Sylviidae","Phylloscopus","magnirostris",11.6,"Phylloscopus magnirostris"
"Sylviidae","Phylloscopus","neglectus",5.3,"Phylloscopus neglectus"
"Sylviidae","Phylloscopus","occipitalis",9,"Phylloscopus occipitalis"
"Sylviidae","Phylloscopus","plumbeitarsus",7.97,"Phylloscopus plumbeitarsus"
"Sylviidae","Phylloscopus","proregulus",6,"Phylloscopus proregulus"
"Sylviidae","Phylloscopus","pulcher",6.8,"Phylloscopus pulcher"
"Sylviidae","Phylloscopus","reguloides",7.8,"Phylloscopus reguloides"
"Sylviidae","Phylloscopus","ricketti",7.41,"Phylloscopus ricketti"
"Sylviidae","Phylloscopus","ruficapilla",7.7,"Phylloscopus ruficapilla"
"Sylviidae","Phylloscopus","schwarzi",11.5,"Phylloscopus schwarzi"
"Sylviidae","Phylloscopus","sibilatrix",9.2,"Phylloscopus sibilatrix"
"Sylviidae","Phylloscopus","sichuanensis",3.5,"Phylloscopus sichuanensis"
"Sylviidae","Phylloscopus","sindhianus",7.6,"Phylloscopus sindhianus"
"Thamnophilidae","Dysithamnus","striaticeps",12,"Dysithamnus striaticeps"
"Thamnophilidae","Dysithamnus","tucuyensis",20,"Dysithamnus tucuyensis"
"Thamnophilidae","Dysithamnus","xanthopterus",15.1,"Dysithamnus xanthopterus"
"Thamnophilidae","Formicivora","acutirostris",19.3,"Formicivora acutirostris"
"Thamnophilidae","Formicivora","erythronotos",7.9,"Formicivora erythronotos"
"Thamnophilidae","Formicivora","grisea",10.4,"Formicivora grisea"
"Thamnophilidae","Formicivora","iheringi",8.2,"Formicivora iheringi"
"Thamnophilidae","Formicivora","intermedia",9.4,"Formicivora intermedia"
"Thamnophilidae","Formicivora","littoralis",15,"Formicivora littoralis"
"Thamnophilidae","Formicivora","melanogaster",10.5,"Formicivora melanogaster"
"Thamnophilidae","Formicivora","rufa",10.8,"Formicivora rufa"
"Thamnophilidae","Formicivora","serrana",12,"Formicivora serrana"
"Thamnophilidae","Frederickena","unduligera",83,"Frederickena unduligera"
"Thamnophilidae","Frederickena","viridis",76,"Frederickena viridis"
"Thamnophilidae","Gymnocichla","nudiceps",30.5,"Gymnocichla nudiceps"
"Thamnophilidae","Gymnopithys","leucaspis",31.1,"Gymnopithys leucaspis"
"Thamnophilidae","Gymnopithys","lunulata",24,"Gymnopithys lunulata"
"Thamnophilidae","Gymnopithys","rufigula",29.1,"Gymnopithys rufigula"
"Thamnophilidae","Gymnopithys","salvini",25.9,"Gymnopithys salvini"
"Thamnophilidae","Herpsilochmus","atricapillus",10.8,"Herpsilochmus atricapillus"
"Thamnophilidae","Herpsilochmus","axillaris",11.4,"Herpsilochmus axillaris"
"Thamnophilidae","Herpsilochmus","dorsimaculatus",9.9,"Herpsilochmus dorsimaculatus"
"Thamnophilidae","Herpsilochmus","dugandi",10.3,"Herpsilochmus dugandi"
"Thamnophilidae","Herpsilochmus","gentryi",10.6,"Herpsilochmus gentryi"
"Thamnophilidae","Herpsilochmus","longirostris",12.8,"Herpsilochmus longirostris"
"Thamnophilidae","Herpsilochmus","motacilloides",12.5,"Herpsilochmus motacilloides"
"Thamnophilidae","Herpsilochmus","parkeri",10,"Herpsilochmus parkeri"
"Thamnophilidae","Herpsilochmus","pectoralis",10,"Herpsilochmus pectoralis"
"Thamnophilidae","Herpsilochmus","pileatus",8.9,"Herpsilochmus pileatus"
"Thamnophilidae","Herpsilochmus","roraimae",11.8,"Herpsilochmus roraimae"
"Thamnophilidae","Herpsilochmus","rufimarginatus",10.6,"Herpsilochmus rufimarginatus"
"Thamnophilidae","Herpsilochmus","sellowi",7.5,"Herpsilochmus sellowi"
"Thamnophilidae","Herpsilochmus","stictocephalus",8.8,"Herpsilochmus stictocephalus"
"Thamnophilidae","Herpsilochmus","sticturus",9.5,"Herpsilochmus sticturus"
"Thamnophilidae","Hylophylax","naevia",14.2,"Hylophylax naevia"
"Thamnophilidae","Hylophylax","naevioides",17.8,"Hylophylax naevioides"
"Thamnophilidae","Hylophylax","poecilinota",18.4,"Hylophylax poecilinota"
"Thamnophilidae","Hylophylax","punctulata",12.4,"Hylophylax punctulata"
"Thamnophilidae","Hypocnemis","cantator",12.6,"Hypocnemis cantator"
"Thamnophilidae","Hypocnemis","hypoxantha",11.7,"Hypocnemis hypoxantha"
"Thamnophilidae","Hypocnemoides","maculicauda",11.8,"Hypocnemoides maculicauda"
"Thamnophilidae","Hypocnemoides","melanopogon",14.1,"Hypocnemoides melanopogon"
"Thamnophilidae","Hypoedaleus","guttatus",38.8,"Hypoedaleus guttatus"
"Thamnophilidae","Mackenziaena","leachii",70.2,"Mackenziaena leachii"
"Thamnophilidae","Mackenziaena","severa",51.8,"Mackenziaena severa"
"Thamnophilidae","Megastictus","margaritatus",20.2,"Megastictus margaritatus"
"Thamnophilidae","Microrhopias","quixensis",7.9,"Microrhopias quixensis"
"Thamnophilidae","Myrmeciza","atrothorax",16.1,"Myrmeciza atrothorax"
"Thamnophilidae","Myrmeciza","berlepschi",17.8,"Myrmeciza berlepschi"
"Thamnophilidae","Myrmeciza","disjuncta",15,"Myrmeciza disjuncta"
"Thamnophilidae","Myrmeciza","exsul",26.5,"Myrmeciza exsul"
"Thamnophilidae","Myrmeciza","ferruginea",26.1,"Myrmeciza ferruginea"
"Thamnophilidae","Myrmeciza","fortis",46.5,"Myrmeciza fortis"
"Thamnophilidae","Myrmeciza","goeldii",42,"Myrmeciza goeldii"
"Thamnophilidae","Myrmeciza","griseiceps",15,"Myrmeciza griseiceps"
"Thamnophilidae","Myrmeciza","hemimelaena",16,"Myrmeciza hemimelaena"
"Thamnophilidae","Myrmeciza","hyperythra",41,"Myrmeciza hyperythra"
"Thamnophilidae","Myrmeciza","immaculata",47.1,"Myrmeciza immaculata"
"Thamnophilidae","Myrmeciza","laemosticta",25,"Myrmeciza laemosticta"
"Thamnophilidae","Myrmeciza","longipes",27.9,"Myrmeciza longipes"
"Thamnophilidae","Myrmeciza","loricata",29.1,"Myrmeciza loricata"
"Thamnophilidae","Myrmeciza","melanoceps",38.5,"Myrmeciza melanoceps"
