"search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches"
"Emberiza lathami","Melophus lathami",FALSE,1,922666,TRUE,"",1
"Megalurus carteri","Poodytes carteri",FALSE,1,337762,TRUE,"",1
"Fulvetta cinereiceps","Alcippe cinereiceps",FALSE,1,977746,TRUE,"",1
"Megabyas flammulatus","Bias flammulatus",FALSE,1,252044,TRUE,"sibling_higher",1
"Ianthocincla treacheri","Garrulax treacheri",FALSE,1,3598490,TRUE,"",1
"Crithagra dorsostriata","Serinus dorsostriatus",FALSE,1,903274,TRUE,"sibling_higher",1
"Gliciphila melanops","Glyciphila melanops",FALSE,1,453656,TRUE,"",1
"Phalacrocorax colensoi","Leucocarbo colensoi",FALSE,1,31563,TRUE,"",1
"Lybius minor","Pogonornis minor",FALSE,1,153261,TRUE,"",1
"Machlolophus aplonotus","Machlolophus spilonotus",TRUE,0.91304349899292,573495,FALSE,"",1
"Dryobates fumigatus","Systates fumigatus",TRUE,0.777777791023254,6249148,FALSE,"",1
"Crithagra reichardi","Serinus reichardi",FALSE,1,901363,TRUE,"sibling_higher",1
"Apus aequatorialis","Tachymarptis aequatorialis",FALSE,1,71182,TRUE,"",1
"Pseudasthenes patagonica","Asthenes patagonica",FALSE,1,417253,TRUE,"",1
"Horornis vulcanius","Cettia vulcania",FALSE,1,355463,TRUE,"",1
"Oceanodroma homochroa","Hydrobates homochroa",FALSE,1,1021954,TRUE,"",1
"Phylloscopus sarasinorum","Seicercus sarasinorum",FALSE,1,154021,TRUE,"",1
"Dicrurus annectens","Dicrurus annectans",TRUE,0.944444417953491,550494,FALSE,"",1
"Pica mauritanica","Amicta mauretanica",TRUE,0.833333313465118,3032119,FALSE,"",2
"Pternistis squamatus","Francolinus squamatus",FALSE,1,55574,TRUE,"",1
"Locustella tacsanowskia","Bradypterus tacsanowskius",FALSE,1,480680,TRUE,"sibling_higher",1
"Montifringilla blanfordi","Pyrgilauda blanfordi",FALSE,1,871308,TRUE,"",1
"Myrmoderus ferrugineus","Myrmeciza ferruginea",FALSE,1,818303,TRUE,"",1
"Ianthocincla ruficollis","Garrulax ruficollis",FALSE,1,3598477,TRUE,"",1
"Spizaetus melanoleucus","Spizastur melanoleucus",FALSE,1,1094467,TRUE,"",1
"Helicolestes hamatus","Rostrhamus hamatus",FALSE,1,569234,TRUE,"sibling_higher",1
"Crithagra scotops","Serinus scotops",FALSE,1,760388,TRUE,"sibling_higher",1
"Peucaea carpalis","Aimophila carpalis",FALSE,1,6028,TRUE,"",1
"Cantorchilus thoracicus","Thryothorus thoracicus",FALSE,1,298966,TRUE,"",1
"Saroglossa spilopterus","Saroglossa spiloptera",TRUE,0.904761910438538,841164,FALSE,"",2
"Mustelirallus erythrops","Neocrex erythrops",FALSE,1,3599983,TRUE,"",1
"Calidris pygmea","Calidris pygmaea",FALSE,1,180487,TRUE,"sibling_higher",1
"Coccothraustes abeillei","Hesperiphona abeillei",FALSE,1,3597419,TRUE,"",1
"Sylvia abyssinica","Pseudoalcippe abyssinica",FALSE,1,262619,TRUE,"",1
"Bernieria madagascariensis","Beilschmiedia madagascariensis",FALSE,1,1063532,TRUE,"",2
"Yungipicus maculatus","Dendrocopos maculatus",FALSE,1,701712,TRUE,"sibling_higher",1
"Thinornis cucullatus","Thinornis rubricollis",FALSE,1,827421,TRUE,"",1
"Pheugopedius mystacalis","Thryothorus mystacalis",FALSE,1,859842,TRUE,"",1
"Platysteira concreta","Dyaphorophyia concreta",FALSE,1,989571,TRUE,"",1
"Ptiloris magnificus","Lophorina magnifica",FALSE,1,635591,TRUE,"",1
"Nyctipolus hirundinaceus","Caprimulgus hirundinaceus",FALSE,1,3597079,TRUE,"",1
"Pheugopedius fasciatoventris","Thryothorus fasciatoventris",FALSE,1,808707,TRUE,"",1
"Rupicola peruvianus","Rupicola peruviana",FALSE,1,857122,TRUE,"",1
"Macronus striaticeps","Macronous striaticeps",FALSE,1,290853,TRUE,"",1
"Microspingus cinereus","Microplidus cinereus",TRUE,0.800000011920929,4628833,FALSE,"",1
"Synallaxis hellmayri","Gyalophylax hellmayri",FALSE,1,910731,TRUE,"",1
"Cacicus oseryi","Psarocolius oseryi",FALSE,1,1069145,TRUE,"",1
"Sylvia subalpina","Sylvia moltonii",FALSE,1,514547,TRUE,"",1
"Streptoprocne phelpsi","Cypseloides phelpsi",FALSE,1,500657,TRUE,"",1
"Tchagra minutus","Tchagra minuta",FALSE,1,775144,TRUE,"sibling_higher",1
"Emberiza poliopleura","Fringillaria poliopleura",FALSE,1,3597241,TRUE,"",1
"Locustella luteoventris","Bradypterus luteoventris",FALSE,1,337760,TRUE,"sibling_higher",1
"Pternistis capensis","Francolinus capensis",FALSE,1,681142,TRUE,"",1
"Hapalocrex flaviventer","Porzana flaviventer",FALSE,1,304306,TRUE,"",1
"Horornis ruficapilla","Cettia ruficapilla",FALSE,1,721919,TRUE,"",1
"Suthora verreauxi","Paradoxornis verreauxi",FALSE,1,11420,TRUE,"",1
"Ceratopipra mentalis","Polpochila erro",TRUE,0.777777791023254,3427728,FALSE,"",1
"Cyanochen cyanoptera","Cyanochen cyanopterus",FALSE,1,140301,TRUE,"",1
"Cettia castaneocoronata","Oligura castaneocoronata",FALSE,1,5805,TRUE,"",1
"Turdoides gularis","Chatarrhaea gularis",FALSE,1,454021,TRUE,"",1
"Megapomatorhinus hypoleucos","Pomatorhinus hypoleucos",TRUE,0.826086938381195,154438,FALSE,"",1
"Asio clamator","Pseudoscops clamator",FALSE,1,1023137,TRUE,"",1
"Myiothlypis leucophrys","Basileuterus leucophrys",FALSE,1,317448,TRUE,"",1
"Caprimulgus vexillarius","Macrodipteryx vexillarius",FALSE,1,51276,TRUE,"",1
"Arremon torquatus","Buarremon torquatus",FALSE,1,1087574,TRUE,"",1
"Sericornis citreogularis","Neosericornis citreogularis",FALSE,1,488739,TRUE,"",1
"Phoenicurus coeruleocephala","Phoenicurus caeruleocephala",FALSE,1,69434,TRUE,"",1
"Orochelidon flavipes","Notiochelidon flavipes",TRUE,0.863636374473572,119541,FALSE,"",1
"Eudynamys melanorhynchus","Eudynamys melanorhyncha",TRUE,0.91304349899292,3596323,FALSE,"hidden",1
"Arachnothera hypogrammicum","Kurochkinegramma hypogrammicum",FALSE,1,28222,TRUE,"",1
"Eupodotis gindiana","Lophotis gindiana",FALSE,1,3600024,TRUE,"",1
"Chalcomitra adelberti","Nectarinia adelberti",FALSE,1,809938,TRUE,"",1
"Reinwardtoena reinwardti","Reinwardtoena reinwardtii",TRUE,0.959999978542328,3596474,FALSE,"",2
"Diglossa caerulescens","Diglossopis caerulescens",FALSE,1,99657,TRUE,"",1
"Lybius melanopterus","Pogonornis melanopterus",FALSE,1,789439,TRUE,"",1
"Megalurus punctatus","Poodytes punctatus",FALSE,1,964912,TRUE,"",1
"Spizocorys starki","Eremalauda starki",FALSE,1,781897,TRUE,"",1
"Hafferia fortis","Efferia fortis",TRUE,0.857142865657806,4438008,FALSE,"",1
"Isleria guttata","Myrmotherula guttata",FALSE,1,968231,TRUE,"sibling_higher",1
"Schoeniparus rufogularis","Alcippe rufogularis",FALSE,1,824069,TRUE,"",1
"Pyrrholaemus sagittatus","Pyrrholaemus sagittata",FALSE,1,201669,TRUE,"",1
"Oceanodroma melania","Hydrobates melania",FALSE,1,603904,TRUE,"",1
"Locustella castanea","Bradypterus castaneus",FALSE,1,480682,TRUE,"sibling_higher",1
"Eopsaltria pulverulenta","Peneothello pulverulenta",FALSE,1,746854,TRUE,"",1
"Ceyx pusillus","Alcedo pusilla",FALSE,1,838167,TRUE,"",1
"Eupodotis ruficrista","Lophotis ruficrista",FALSE,1,5031,TRUE,"",1
"Minla annectens","Leioptila annectens",FALSE,1,155396,TRUE,"",1
"Locustella thoracica","Bradypterus thoracicus",FALSE,1,1094726,TRUE,"sibling_higher",1
"Euchrepomis spodioptila","Terenura spodioptila",FALSE,1,979990,TRUE,"",1
"Bradypterus lopezi","Bradypterus lopesi",FALSE,1,814800,TRUE,"sibling_higher",1
"Mulleripicus fulvus","Dryocopus fulvus",FALSE,1,3600182,TRUE,"",1
"Oceanodroma microsoma","Hydrobates microsoma",FALSE,1,656584,TRUE,"",1
"Myiothlypis luteoviridis","Basileuterus luteoviridis",FALSE,1,1034069,TRUE,"",1
"Zosterornis whiteheadi","Stachyris whiteheadi",FALSE,1,767078,TRUE,"",1
"Cyornis brunneatus","Rhinomyias brunneatus",FALSE,1,3598191,TRUE,"",1
"Telophorus olivaceus","Chlorophoneus olivaceus",FALSE,1,3597889,TRUE,"",1
"Dendroplex kienerii","Xiphorhynchus kienerii",FALSE,1,73537,TRUE,"",1
"Pachyphantes superciliosus","Ploceus superciliosus",FALSE,1,18594,TRUE,"",1
"Schoeniparus cinereus","Alcippe cinerea",TRUE,0.899999976158142,845576,FALSE,"",1
"Fulvetta striaticollis","Alcippe striaticollis",FALSE,1,824074,TRUE,"",1
"Microxenops milleri","Xenops milleri",FALSE,1,29984,TRUE,"",1
"Oceanodroma monorhis","Hydrobates monorhis",FALSE,1,406716,TRUE,"",1
"Rostratula australis","Rostratula benghalensis australis",FALSE,1,311533,TRUE,"infraspecific",1
"Clibanornis rubiginosus","Automolus rubiginosus",FALSE,1,713365,TRUE,"",1
"Crithagra mennelli","Serinus mennelli",FALSE,1,901362,TRUE,"sibling_higher",1
"Anthipes monileger","Ficedula monileger",FALSE,1,1043433,TRUE,"sibling_higher",1
"Lophoceros camurus","Tockus camurus",FALSE,1,383917,TRUE,"",1
"Phylloscopus umbrovirens","Seicercus umbrovirens",FALSE,1,383587,TRUE,"",1
"Phylloscopus kansuensis","Abrornis kansuensis",FALSE,1,803126,TRUE,"",1
"Bradypterus barratti","Bradypterus barrattii",FALSE,1,107476,TRUE,"sibling_higher",1
"Melozone aberti","Kieneria aberti",FALSE,1,463022,TRUE,"",1
"Cyanoderma ambiguum","Lyctoderma ambiguum",TRUE,0.842105269432068,3325003,FALSE,"",2
"Ochetorhynchus ruficaudus","Upucerthia ruficaudus",FALSE,1,428140,TRUE,"",1
"Ianthocincla ocellata","Garrulax ocellatus",FALSE,1,401603,TRUE,"",1
"Bambusicola sonorivox","Bambusicola thoracicus sonorivox",FALSE,1,5861117,TRUE,"infraspecific",1
"Cinclosoma marginatum","Cinclosoma castaneothorax marginatum",FALSE,1,294604,TRUE,"infraspecific",1
"Pellorneum malaccense","Trichastoma malaccense",FALSE,1,28218,TRUE,"",1
"Myiothlypis signata","Basileuterus signatus",FALSE,1,1034068,TRUE,"",1
"Nisaetus lanceolatus","Spizaetus lanceolatus",FALSE,1,1060716,TRUE,"",1
"Pseudasthenes humicola","Asthenes humicola",FALSE,1,259134,TRUE,"",1
"Peucaea humeralis","Aimophila humeralis",FALSE,1,6027,TRUE,"",1
"Alaudala somalica","Alaudula somalica",TRUE,0.941176474094391,7657973,FALSE,"major_rank_conflict",1
"Eupodotis savilei","Lophotis savilei",FALSE,1,3600025,TRUE,"",1
"Anabacerthia ruficaudata","Philydor ruficaudatum",FALSE,1,457475,TRUE,"",1
"Hypsipetes thompsoni","Cerasophila thompsoni",FALSE,1,3598305,TRUE,"",1
"Telophorus multicolor","Chlorophoneus multicolor",FALSE,1,3597886,TRUE,"",1
"Pseudasthenes steinbachi","Asthenes steinbachi",FALSE,1,314655,TRUE,"",1
"Turdoides aylmeri","Argya aylmeri",FALSE,1,3598532,TRUE,"",1
"Ammomanopsis grayi","Ammomanes grayi",FALSE,1,156651,TRUE,"sibling_higher",1
"Carpodacus roborowskii","Kozlowia roborowskii",FALSE,1,405224,TRUE,"",1
"Nisaetus cirrhatus","Spizaetus cirrhatus",FALSE,1,806931,TRUE,"",1
"Phylloscopus xanthodryas","Seicercus xanthodryas",FALSE,1,45321,TRUE,"",1
"Crateroscelis murina","Origma murina",FALSE,1,3599035,TRUE,"",1
"Tarsiger chrysaeus","Luscinia chrysaea",FALSE,1,554160,TRUE,"",1
"Agricola infuscatus","Agriotes infuscatus",TRUE,0.789473712444305,1021595,FALSE,"",2
"Odontospiza griseicapilla","Lonchura griseicapilla",FALSE,1,24021,TRUE,"sibling_higher",1
"Phaenicophaeus diardi","Rhopodytes diardi",FALSE,1,3602884,TRUE,"sibling_higher",1
"Bugeranus carunculatus","Grus carunculatus",FALSE,1,414343,TRUE,"",1
"Arborophila chloropus","Tropicoperdix chloropus",FALSE,1,3596057,TRUE,"",1
"Psephotus dissimilis","Psephotellus dissimilis",FALSE,1,638634,TRUE,"",1
"Sericornis papuensis","Aethomyias papuensis",FALSE,1,45221,TRUE,"",1
"Edolisoma melan","Edolisoma melas",TRUE,0.933333337306976,3597992,FALSE,"",2
"Neosuthora davidiana","Paradoxornis davidianus",FALSE,1,552308,TRUE,"",1
"Certhiasomus stictolaemus","Deconychura stictolaema",FALSE,1,1036906,TRUE,"",1
"Arremon assimilis","Buarremon assimilis",FALSE,1,478091,TRUE,"",1
"Liocichla ripponi","Liocichla phoenicea ripponi",FALSE,1,3598502,TRUE,"infraspecific",1
"Oceanodroma hornbyi","Hydrobates hornbyi",FALSE,1,3595642,TRUE,"",1
"Amphispiza quinquestriata","Aimophila quinquestriata",FALSE,1,630695,TRUE,"",1
"Hylopezus paraensis","Hylopezus macularius paraensis",FALSE,1,514444,TRUE,"infraspecific",1
"Pternistis erckelii","Francolinus erckelii",FALSE,1,676799,TRUE,"",1
"Ploceus dichrocephalus","Ploceus dicrocephalus",FALSE,1,937175,TRUE,"",1
"Urosphena pallidipes","Cettia pallidipes",FALSE,1,829624,TRUE,"",1
"Pternistis hartlaubi","Francolinus hartlaubi",FALSE,1,681139,TRUE,"",1
"Brachypodius eutilotus","Pycnonotus eutilotus",TRUE,0.842105269432068,202631,FALSE,"",1
"Alophoixus affinis","Thapsinillas affinis",FALSE,1,3599387,TRUE,"",1
"Calyptocichla serinus","Calyptocichla serina",FALSE,1,1010889,TRUE,"",1
"Oceanodroma markhami","Hydrobates markhami",FALSE,1,3595639,TRUE,"",1
"Crithagra totta","Serinus totta",FALSE,1,399227,TRUE,"sibling_higher",1
"Caloramphus fuliginosus","Calorhamphus fuliginosus",FALSE,1,738747,TRUE,"",1
"Leptotila cassinii","Leptotila cassini",FALSE,1,602973,TRUE,"",1
"Hylacola cauta","Calamanthus cautus",FALSE,1,264923,TRUE,"",1
"Dryobates cathpharius","Dendrocopos cathpharius",FALSE,1,3600202,TRUE,"sibling_higher",1
"Ammospiza maritima","Ammodramus maritimus",FALSE,1,1002241,TRUE,"",1
"Pteruthius intermedius","Pteruthius aenobarbus intermedius",FALSE,1,245033,TRUE,"infraspecific",1
"Pheugopedius atrogularis","Thryothorus atrogularis",FALSE,1,234412,TRUE,"",1
"Myioborus castaneocapilla","Myioborus castaneocapillus",FALSE,1,315418,TRUE,"",1
"Peliperdix coqui","Francolinus coqui",FALSE,1,676785,TRUE,"",1
"Hypsipetes everetti","Ixos everetti",FALSE,1,209016,TRUE,"",1
"Oceanodroma jabejabe","Hydrobates jabejabe",FALSE,1,3595641,TRUE,"",1
"Tarsiger indicus","Luscinia indica",FALSE,1,102476,TRUE,"",1
"Eleothreptus candicans","Caprimulgus candicans",FALSE,1,378505,TRUE,"",1
"Rhopias gularis","Myrmotherula gularis",FALSE,1,174464,TRUE,"sibling_higher",1
"Platysteira chalybea","Dyaphorophyia chalybea",FALSE,1,252028,TRUE,"",1
"Pternistis hildebrandti","Francolinus hildebrandti",FALSE,1,681136,TRUE,"",1
"Aquila africana","Spizaetus africanus",FALSE,1,901447,TRUE,"",1
"Geokichla gurneyi","Zoothera gurneyi",FALSE,1,1008493,TRUE,"sibling_higher",1
"Cyanomitra alinae","Nectarinia alinae",FALSE,1,286093,TRUE,"",1
"Zosterops lugubris","Speirops lugubris",FALSE,1,414487,TRUE,"",1
"Illadopsis pyrrhoptera","Illadopsis pyrrhopterum",FALSE,1,503733,TRUE,"",1
"Hydrornis elliotii","Hydrornis elliottii",FALSE,1,660686,TRUE,"sibling_higher",1
"Dryobates frontalis","Picoides borealis",TRUE,0.777777791023254,701708,FALSE,"sibling_higher",1
"Pogoniulus coryphaea","Pogoniulus coryphaeus",TRUE,0.904761910438538,214980,FALSE,"",1
"Oreolais pulchra","Oreolais pulcher",FALSE,1,80128,TRUE,"",1
"Arremon virenticeps","Buarremon virenticeps",FALSE,1,759621,TRUE,"",1
"Clanga hastata","Cladonia hastata",TRUE,0.8125,5312117,FALSE,"",5
"Zentrygon linearis","Geotrygon linearis",TRUE,0.888888895511627,3596619,FALSE,"",1
"Monticola imerina","Monticola imerinus",TRUE,0.888888895511627,1098178,FALSE,"",1
"Oceanodroma tristrami","Hydrobates tristrami",FALSE,1,603913,TRUE,"",1
"Ianthocincla caerulata","Garrulax ocellatus",TRUE,0.809523820877075,401603,FALSE,"",1
"Carpodacus sipahi","Haematospiza sipahi",FALSE,1,341467,TRUE,"",1
"Iduna similis","Chloropeta similis",FALSE,1,899374,TRUE,"sibling_higher",1
"Chleuasicus atrosuperciliaris","Paradoxornis atrosuperciliaris",FALSE,1,1086254,TRUE,"",1
"Ianthocincla koslowi","Ianthocincla woodi",TRUE,0.777777791023254,6520271,FALSE,"",1
"Sphenopsis frontalis","Neorhynchoplax frontalis",TRUE,0.809523820877075,2977615,FALSE,"",4
"Scleroptila gutturalis","Sclerophrys gutturalis",TRUE,0.818181812763214,26621,FALSE,"",1
"Dryobates borealis","Picoides borealis",FALSE,1,701708,TRUE,"sibling_higher",1
"Buteogallus solitarius","Harpyhaliaetus solitarius",FALSE,1,952537,TRUE,"",1
"Megapomatorhinus swinhoei","Erythrogenys swinhoei",FALSE,1,1073084,TRUE,"",1
"Reinwardtipicus validus","Chrysocolaptes validus",FALSE,1,1025755,TRUE,"",1
"Eopsaltria flaviventris","Microeca flaviventris",FALSE,1,1027306,TRUE,"",1
"Tarphonomus harterti","Upucerthia harterti",FALSE,1,428133,TRUE,"",1
"Phaenicophaeus sumatranus","Rhopodytes sumatranus",FALSE,1,3605882,TRUE,"sibling_higher",1
"Buteo trizonatus","Buteo oreophilus trizonatus",FALSE,1,805062,TRUE,"infraspecific",1
"Neocossyphus finschi","Stizorhina finschi",TRUE,0.952380955219269,1082362,FALSE,"",3
"Ispidina lecontei","Ceyx lecontei",FALSE,1,1061846,TRUE,"",1
"Syndactyla dimidiata","Philydor dimidiatum",FALSE,1,1066121,TRUE,"",1
"Frederickena unduliger","Frederickena unduligera",FALSE,1,759513,TRUE,"",1
"Trochalopteron squamatum","Garrulax squamatus",FALSE,1,401600,TRUE,"",1
"Pomatorhinus superciliaris","Xiphirhynchus superciliaris",FALSE,1,31182,TRUE,"",1
"Copsychus pyrropygus","Trichixos pyrropygus",FALSE,1,59725,TRUE,"",1
"Chrysocolaptes haematribon","Chrysocolaptes lucidus haematribon",FALSE,1,5560014,TRUE,"infraspecific",1
"Heteromyias albispecularis","Poecilodryas albispecularis",FALSE,1,664,TRUE,"",1
"Cicinnurus magnificus","Diphyllodes magnificus",FALSE,1,551810,TRUE,"",1
"Pternistis clappertoni","Francolinus clappertoni",FALSE,1,1080976,TRUE,"",1
"Lyncornis temminckii","Eurostopodus temminckii",FALSE,1,3597048,TRUE,"",1
"Otus pamelae","Otus senegalensis pamelae",FALSE,1,4947544,TRUE,"infraspecific",1
"Peliperdix lathami","Francolinus lathami",FALSE,1,867018,TRUE,"",1
"Crateroscelis robusta","Origma robusta",FALSE,1,830250,TRUE,"",1
"Otus gurneyi","Mimizuku gurneyi",FALSE,1,767828,TRUE,"",1
"Actinodura souliei","Sibia souliei",FALSE,1,19373,TRUE,"",1
"Crithagra citrinipectus","Serinus citrinipectus",FALSE,1,328906,TRUE,"sibling_higher",1
"Ammospiza caudacuta","Ammodramus caudacutus",TRUE,0.899999976158142,567252,FALSE,"",1
"Alopecoenas stairi","Caloenas stairi",FALSE,1,7659142,TRUE,"",1
"Emberiza siemsseni","Schoeniclus siemsseni",FALSE,1,516969,TRUE,"",1
"Sericornis arfakianus","Aethomyias arfakianus",FALSE,1,3599287,TRUE,"",1
"Diglossa glauca","Diglossopis glauca",FALSE,1,99656,TRUE,"",1
"Tarsiger hyperythrus","Brachypteryx hyperythra",FALSE,1,3598826,TRUE,"sibling_higher",2
"Ochetorhynchus andaecola","Upucerthia andaecola",FALSE,1,428144,TRUE,"",1
"Ceyx cyanopectus","Alcedo cyanopectus",FALSE,1,838161,TRUE,"",1
"Hydrornis cyaneus","Hydrornis cyanea",FALSE,1,660690,TRUE,"sibling_higher",1
"Turnix varius","Turnix varia",FALSE,1,539136,TRUE,"",1
"Megalurulus mariei","Megalurulus mariae",FALSE,1,3599808,TRUE,"",1
"Phalacrocorax harrisi","Nannopterum harrisi",FALSE,1,409434,TRUE,"",1
"Spizaetus isidori","Oroaetus isidori",FALSE,1,238260,TRUE,"",1
"Dryobates maculifrons","Arocatus melanostoma",TRUE,0.800000011920929,111173,FALSE,"",1
"Saxicola bifasciatus","Campicoloides bifasciatus",FALSE,1,696975,TRUE,"",1
"Vauriella gularis","Rhinomyias gularis",FALSE,1,32651,TRUE,"",1
"Peliperdix albogularis","Francolinus albogularis",FALSE,1,981766,TRUE,"",1
"Asthenes fuliginosa","Schizoeaca fuliginosa",FALSE,1,213260,TRUE,"",1
"Ceratopipra cornuta","Ceratojoppa cornuta",TRUE,0.842105269432068,3285479,FALSE,"",4
"Phylloscopus herberti","Seicercus herberti",FALSE,1,3598093,TRUE,"",1
"Antrostomus cubanensis","Caprimulgus cubanensis",FALSE,1,3597061,TRUE,"",1
"Arborophila charltonii","Tropicoperdix charltonii",FALSE,1,3596050,TRUE,"",1
"Sinosuthora brunnea","Paradoxornis brunneus",FALSE,1,900078,TRUE,"",1
"Copsychus luzoniensis","Kittacincla luzoniensis",FALSE,1,994825,TRUE,"",1
"Phaethornis mexicanus","Phaethornis longirostris mexicanus",FALSE,1,84790,TRUE,"infraspecific",1
"Actinodura nipalensis","Sibia nipalensis",FALSE,1,1084799,TRUE,"",2
"Laniarius sublacteus","Laniarius ferrugineus sublacteus",FALSE,1,974525,TRUE,"infraspecific",1
"Microspingus trifasciatus","Microchilus trifasciatus",TRUE,0.833333313465118,3973212,FALSE,"",2
"Scleroptila levaillantii","Francolinus levaillantii",FALSE,1,55582,TRUE,"",1
"Phalacrocorax onslowi","Leucocarbo onslowi",FALSE,1,9837,TRUE,"",1
"Elachura formosa","Spelaeornis formosus",FALSE,1,3598440,TRUE,"",1
"Geokichla cinerea","Zoothera cinerea",FALSE,1,233446,TRUE,"sibling_higher",1
"Caprimulgus binotatus","Veles binotatus",FALSE,1,3602357,TRUE,"",1
"Platysteira jamesoni","Dyaphorophyia jamesoni",FALSE,1,412583,TRUE,"",1
"Phylloscopus budongoensis","Seicercus budongoensis",FALSE,1,3598099,TRUE,"",1
"Pternistis castaneicollis","Francolinus castaneicollis",FALSE,1,1080982,TRUE,"",1
"Geokichla piaggiae","Zoothera piaggiae",FALSE,1,1008491,TRUE,"sibling_higher",1
"Chrysomma poecilotis","Moupinia poecilotis",FALSE,1,1488,TRUE,"",1
"Geokichla crossleyi","Zoothera crossleyi",FALSE,1,1046633,TRUE,"sibling_higher",1
"Ochthoeca frontalis","Silvicultrix frontalis",FALSE,1,3599167,TRUE,"",1
"Cicinnurus respublica","Diphyllodes respublica",FALSE,1,28327,TRUE,"",1
"Chrysococcyx meyerii","Chrysococcyx meyeri",TRUE,0.947368443012238,3596349,FALSE,"",2
"Melanocharis crassirostris","Rhamphocharis crassirostris",FALSE,1,3597102,TRUE,"",1
"Cryptillas victorini","Bradypterus victorini",FALSE,1,107463,TRUE,"sibling_higher",1
"Euchrepomis callinota","Terenura callinota",FALSE,1,940481,TRUE,"",1
"Pternistis rufopictus","Francolinus rufopictus",FALSE,1,606691,TRUE,"",1
"Laniarius holomelas","Laniarius poensis holomelas",FALSE,1,490466,TRUE,"infraspecific",1
"Suthora fulvifrons","Paradoxornis fulvifrons",FALSE,1,1052197,TRUE,"",1
"Ceyx flumenicolus","Ceyx flumenicola",TRUE,0.875,6151318,FALSE,"",1
"Hylopsar cupreocauda","Lamprotornis cupreocauda",FALSE,1,981196,TRUE,"sibling_higher",1
"Ridgwayia pinicola","Zoothera pinicola",FALSE,1,551578,TRUE,"sibling_higher",1
"Sericornis spilodera","Aethomyias spilodera",FALSE,1,3599286,TRUE,"",1
"Chloropicus poecilolaemus","Dendropicus poecilolaemus",TRUE,0.839999973773956,7662884,FALSE,"major_rank_conflict",1
"Ianthocincla delesserti","Garrulax delesserti",FALSE,1,3598482,TRUE,"",1
"Ianthocincla rufogularis","Garrulax rufogularis",FALSE,1,3598483,TRUE,"",1
"Phalacrocorax campbelli","Leucocarbo campbelli",FALSE,1,9831,TRUE,"",1
"Megapomatorhinus mcclellandi","Pomatorhinus mcclellandi",TRUE,0.833333313465118,3598452,FALSE,"",1
"Eupodotis afra","Afrotis afra",FALSE,1,1041320,TRUE,"",1
"Ceyx argentatus","Alcedo argentata",FALSE,1,838166,TRUE,"",1
"Drepanornis albertisi","Epimachus albertisi",FALSE,1,515147,TRUE,"",1
"Pseudospingus verticalis","Pseudopanurgus verticalis",TRUE,0.839999973773956,4531783,FALSE,"",1
"Calamonastides gracilirostris","Chloropeta gracilirostris",FALSE,1,433842,TRUE,"sibling_higher",1
"Carpodacus subhimachalus","Pinicola subhimachala",FALSE,1,1031951,TRUE,"",1
"Tetrao mlokosiewiczi","Lyrurus mlokosiewiczi",FALSE,1,168727,TRUE,"",1
"Psittiparus ruficeps","Paradoxornis ruficeps",FALSE,1,1052184,TRUE,"",1
"Geocerthia serrana","Upucerthia serrana",FALSE,1,428148,TRUE,"",1
"Aegotheles insignis","Euaegotheles insignis",FALSE,1,331487,TRUE,"",1
"Agelasticus xanthophthalmus","Chrysomus xanthophthalmus",FALSE,1,125474,TRUE,"sibling_higher",1
"Poliolais lopezi","Poliolais lopesi",FALSE,1,258750,TRUE,"",1
"Sipia palliata","Serixia palliata",TRUE,0.8125,3388369,FALSE,"",3
"Pternistis icterorhynchus","Francolinus icterorhynchus",FALSE,1,1080979,TRUE,"",1
"Phalacrocorax carunculatus","Leucocarbo carunculatus",FALSE,1,3600684,TRUE,"",1
"Ianthocincla lunulata","Garrulax ocellatus",TRUE,0.809523820877075,401603,FALSE,"",1
"Turdinus crassus","Dandinus crassus",TRUE,0.8125,3472461,FALSE,"hidden",2
"Megascops sanctaecatarinae","Otus sanctaecatarinae",FALSE,1,1021962,TRUE,"",1
"Celebesia parvula","Colenisia parvula",TRUE,0.823529422283173,7776733,FALSE,"",1
"Trochalopteron henrici","Garrulax henrici",FALSE,1,3598478,TRUE,"",1
"Dryobates nigriceps","Drapetes nigriceps",TRUE,0.777777791023254,5081746,FALSE,"hidden",1
"Hylacola pyrrhopygia","Calamanthus pyrrhopygius",FALSE,1,827153,TRUE,"",1
"Cholornis paradoxa","Paradoxornis paradoxus",FALSE,1,425274,TRUE,"",1
"Sipia nigricauda","Idiella mandarina",TRUE,0.866666674613953,4523374,FALSE,"",4
"Symposiachrus manadensis","Monarcha manadensis",FALSE,1,981970,TRUE,"",1
"Nephelomyias ochraceiventris","Myiophobus ochraceiventris",FALSE,1,171737,TRUE,"",1
"Chloropicus abyssinicus","Chlorophorus abyssinicus",TRUE,0.875,3368398,FALSE,"",1
"Premnornis guttuliger","Premnornis guttuligera",FALSE,1,831400,TRUE,"",1
"Syndactyla roraimae","Automolus roraimae",FALSE,1,360809,TRUE,"",1
"Laterallus spilonota","Laterallus spilonotus",TRUE,0.904761910438538,3599959,FALSE,"",1
"Pseudastur occidentalis","Stachystemon virgatus",TRUE,0.875,3907960,FALSE,"",3
"Hydrornis caeruleus","Hydrornis caerulea",FALSE,1,857815,TRUE,"sibling_higher",1
