"search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches"
"Turdinus rufipectus","Hepomidion stygicum",TRUE,0.777777791023254,3390014,FALSE,"",1
"Serinus leucolaemus","Serinus leucolaema",TRUE,0.888888895511627,5561052,FALSE,"hidden, sibling_higher",4
"Phlegopsis borbae","Skutchia borbae",FALSE,1,183319,TRUE,"",1
"Arremon atricapillus","Buarremon atricapillus",FALSE,1,478097,TRUE,"",1
"Telophorus kupeensis","Chlorophoneus kupeensis",FALSE,1,3597887,TRUE,"",1
"Antrostomus badius","Caprimulgus badius",FALSE,1,3597065,TRUE,"",1
"Pternistis nobilis","Francolinus nobilis",FALSE,1,1080967,TRUE,"",1
"Tribonyx mortierii","Gallinula mortierii",FALSE,1,3599916,TRUE,"",1
"Pseudorectes incertus","Pitohui incertus",FALSE,1,527030,TRUE,"",1
"Hafferia immaculata","Pyrgus fritillarius",TRUE,0.842105269432068,3065165,FALSE,"",3
"Melozone albicollis","Kieneria albicollis",FALSE,1,463018,TRUE,"",1
"Epimachus fastosus","Epimachus fastuosus",FALSE,1,551814,TRUE,"",1
"Ruwenzorornis johnstoni","Gallirex johnstoni",FALSE,1,1043298,TRUE,"",1
"Megascops roboratus","Otus roboratus",FALSE,1,1021964,TRUE,"",1
"Agraphospiza rubescens","Carpodacus rubescens",FALSE,1,242207,TRUE,"sibling_higher",1
"Pteruthius annamensis","Pteruthius flaviscapis annamensis",FALSE,1,231807,TRUE,"infraspecific",1
"Uromyias agraphia","Anairetes agraphia",FALSE,1,771605,TRUE,"",1
"Turdinus atrigularis","Turdus atrogularis",TRUE,0.833333313465118,455488,FALSE,"",2
"Geokichla guttata","Zoothera guttata",FALSE,1,1018619,TRUE,"sibling_higher",1
"Oceanodroma socorroensis","Hydrobates socorroensis",FALSE,1,6155061,TRUE,"",1
"Ianthocincla cineracea","Garrulax cineraceus",FALSE,1,1055596,TRUE,"",1
"Piezorina cinerea","Piezorhina cinerea",TRUE,0.944444417953491,423790,FALSE,"",3
"Psiloscops flammeolus","Otus flammeolus",FALSE,1,178676,TRUE,"",1
"Phoenicurus bicolor","Rhyacornis bicolor",FALSE,1,69437,TRUE,"",1
"Scleroptila streptophora","Scleroptila streptophorus",TRUE,0.9200000166893,124995,FALSE,"",1
"Ptilopachus nahani","Francolinus nahani",FALSE,1,554512,TRUE,"",1
"Urosphena neumanni","Hemitesia neumanni",FALSE,1,833233,TRUE,"",1
"Leptotrygon veraguensis","Geotrygon veraguensis",FALSE,1,642132,TRUE,"",1
"Syndactyla striata","Simoxenops striatus",FALSE,1,310952,TRUE,"",1
"Gallus lafayettii","Gallus lafayetii",FALSE,1,153554,TRUE,"",1
"Dryobates sanguineus","Ammobates sanguineus",TRUE,0.850000023841858,3269469,FALSE,"",3
"Pternistis harwoodi","Francolinus harwoodi",FALSE,1,1080973,TRUE,"",1
"Ochthoeca jelskii","Silvicultrix jelskii",FALSE,1,3599165,TRUE,"",1
"Ianthocincla chinensis","Garrulax chinensis",FALSE,1,673521,TRUE,"",1
"Crithagra whytii","Serinus whytii",FALSE,1,901360,TRUE,"sibling_higher",1
"Peucaea mystacalis","Aimophila mystacalis",FALSE,1,6025,TRUE,"",1
"Rhynchospiza stolzmanni","Aimophila stolzmanni",FALSE,1,6024,TRUE,"",1
"Oceanodroma monteiroi","Hydrobates monteiroi",FALSE,1,65050,TRUE,"",1
"Cantorchilus leucopogon","Thryothorus leucopogon",FALSE,1,234410,TRUE,"",1
"Trichocichla rufa","Megalurulus rufus",FALSE,1,3599396,TRUE,"",1
"Drymotoxeres pucheranii","Campylorhamphus pucherani",FALSE,1,25820,TRUE,"",1
"Montecincla cachinnans","Trochalopteron cachinnans",FALSE,1,3598476,TRUE,"",1
"Copsychus niger","Kittacincla nigra",FALSE,1,88691,TRUE,"",1
"Geokichla peronii","Zoothera peronii",FALSE,1,615346,TRUE,"sibling_higher",1
"Chlorodrepanis virens","Hemignathus virens",FALSE,1,157610,TRUE,"sibling_higher",1
"Microspingus lateralis","Microvalgus lateralis",TRUE,0.809523820877075,4629309,FALSE,"sibling_higher",1
"Periparus amabilis","Pardaliparus amabilis",FALSE,1,509775,TRUE,"",1
"Aegotheles tatei","Euaegotheles tatei",FALSE,1,331479,TRUE,"",1
"Tarsiger johnstoniae","Luscinia johnstoniae",FALSE,1,604918,TRUE,"",1
"Pheugopedius euophrys","Thryothorus euophrys",FALSE,1,285053,TRUE,"",1
"Ianthocincla gularis","Garrulax gularis",FALSE,1,3598474,TRUE,"",1
"Ianthocincla nuchalis","Garrulax gularis",TRUE,0.800000011920929,3598474,FALSE,"",1
"Myiothlypis chrysogaster","Basileuterus chrysogaster",FALSE,1,384910,TRUE,"",1
"Chrysocolaptes strictus","Chrysocolaptes lucidus strictus",FALSE,1,5859741,TRUE,"infraspecific",1
"Locustella caudata","Bradypterus caudatus",FALSE,1,912446,TRUE,"sibling_higher",1
"Cantorchilus semibadius","Thryothorus semibadius",FALSE,1,647111,TRUE,"",1
"Hypsipetes rufigularis","Ixos rufigularis",FALSE,1,147271,TRUE,"",1
"Ochetorhynchus melanurus","Chilia melanura",FALSE,1,954154,TRUE,"",1
"Drepanis coccinea","Vestiaria coccinea",FALSE,1,823302,TRUE,"",1
"Amblyornis inornata","Amblyornis inornatus",FALSE,1,260004,TRUE,"",1
"Pseudasthenes cactorum","Asthenes cactorum",FALSE,1,384629,TRUE,"",1
"Turdinus marmoratus","Napothera marmorata",FALSE,1,4947675,TRUE,"",1
"Actinodura morrisoniana","Sibia morrisoniana",FALSE,1,695508,TRUE,"",1
"Pheugopedius sclateri","Thryothorus sclateri",FALSE,1,859836,TRUE,"",1
"Asthenes helleri","Schizoeaca helleri",FALSE,1,551162,TRUE,"",1
"Aegotheles crinifrons","Euaegotheles crinifrons",FALSE,1,331489,TRUE,"",1
"Zimmerius petersi","Zimmerius improbus petersi",FALSE,1,5560430,TRUE,"infraspecific",1
"Allenia fusca","Margarops fuscus",FALSE,1,474281,TRUE,"sibling_higher",1
"Sittiparus semilarvatus","Cyanistes semilarvatus",FALSE,1,4947701,TRUE,"",1
"Trochalopteron imbricatum","Garrulax imbricatus",FALSE,1,3598486,TRUE,"",1
"Zosterornis striatus","Stachyris striata",FALSE,1,697086,TRUE,"",1
"Ptiliogonys caudatus","Ptilogonys caudatus",FALSE,1,294590,TRUE,"",1
"Grallaria urraoensis","Grallaria fenwickorum",FALSE,1,3599011,TRUE,"",1
"Anumara forbesi","Anomala forbesi",TRUE,0.866666674613953,5067673,FALSE,"sibling_higher",1
"Turdoides nipalensis","Cutia nipalensis",FALSE,1,977743,TRUE,"",2
"Geokichla spiloptera","Zoothera spiloptera",FALSE,1,492723,TRUE,"sibling_higher",1
"Uromyias agilis","Anairetes agilis",FALSE,1,317012,TRUE,"",1
"Arremon basilicus","Buarremon basilicus",FALSE,1,478182,TRUE,"",1
"Apteryx mantelli","Apteryx australis mantelli",FALSE,1,748998,TRUE,"infraspecific",1
"Locustella alishanensis","Bradypterus alishanensis",FALSE,1,987302,TRUE,"sibling_higher",1
"Dasycrotapha speciosa","Stachyris speciosa",FALSE,1,788849,TRUE,"",1
"Phyllergates heterolaemus","Orthotomus heterolaemus",FALSE,1,107363,TRUE,"",1
"Psephotus chrysopterygius","Psephotellus chrysopterygius",FALSE,1,304463,TRUE,"",1
"Ianthocincla poecilorhyncha","Garrulax poecilorhynchus",FALSE,1,635117,TRUE,"",1
"Diglossa indigotica","Diglossopis indigotica",FALSE,1,99659,TRUE,"",1
"Hypsipetes siquijorensis","Ixos siquijorensis",FALSE,1,783277,TRUE,"",1
"Ianthocincla ruficeps","Garrulax ruficollis",TRUE,0.826086938381195,3598477,FALSE,"",2
"Chloropipo unicolor","Xenopipo unicolor",FALSE,1,485120,TRUE,"",1
"Vauriella albigularis","Rhinomyias gularis",TRUE,0.764705896377563,32651,FALSE,"",1
"Microspingus alticola","Sphaerius alticola",TRUE,0.850000023841858,3428752,FALSE,"",1
"Turnix hottentottus","Turnix hottentotta",FALSE,1,306220,TRUE,"",1
"Cinnyris dussumieri","Nectarinia dussumieri",FALSE,1,996844,TRUE,"",1
"Copsychus cebuensis","Kittacincla cebuensis",FALSE,1,88706,TRUE,"",1
"Chlorodrepanis flava","Hemignathus flavus",FALSE,1,324558,TRUE,"sibling_higher",1
"Mimus melanotis","Nesomimus melanotis",FALSE,1,556545,TRUE,"",1
"Peucaea sumichrasti","Aimophila sumichrasti",FALSE,1,630691,TRUE,"",1
"Megascops petersoni","Otus petersoni",FALSE,1,921082,TRUE,"",1
"Alectroenas pulcherrimus","Alectroenas pulcherrima",FALSE,1,3596525,TRUE,"",1
"Locustella kashmirensis","Bradypterus kashmirensis",FALSE,1,1094734,TRUE,"sibling_higher",1
"Pternistis jacksoni","Francolinus jacksoni",FALSE,1,995034,TRUE,"",1
"Cinnyris rufipennis","Nectarinia rufipennis",FALSE,1,776936,TRUE,"",1
"Synallaxis hypochondriaca","Siptornopsis hypochondriaca",FALSE,1,213253,TRUE,"",1
"Magumma parva","Hemignathus parvus",FALSE,1,1089642,TRUE,"sibling_higher",1
"Turdus lherminieri","Cichlherminia lherminieri",FALSE,1,381843,TRUE,"",1
"Arremon phaeopleurus","Buarremon torquatus phaeopleurus",FALSE,1,208884,TRUE,"infraspecific",1
"Asthenes ayacuchensis","Asthenes vilcabambae ayacuchensis",FALSE,1,5925688,TRUE,"infraspecific",1
"Chlorodrepanis stejnegeri","Hemignathus kauaiensis",FALSE,1,667189,TRUE,"sibling_higher",1
"Hylorchilus sumichrasti","Catherpes sumichrasti",FALSE,1,356964,TRUE,"sibling_higher",1
"Phylloscopus maforensis","Seicercus maforensis",FALSE,1,7068632,TRUE,"",1
"Chasiempis ibidis","Chasiempis sandwichensis ibidis",FALSE,1,319311,TRUE,"infraspecific",1
"Poeoptera femoralis","Cinnyricinclus femoralis",FALSE,1,981204,TRUE,"",1
"Zosterops leucophaeus","Speirops leucophoeus",FALSE,1,473891,TRUE,"",1
"Lalage newtoni","Coracina newtoni",FALSE,1,883546,TRUE,"",1
"Athene blewitti","Heteroglaux blewitti",FALSE,1,4131266,TRUE,"",1
"Antrostomus noctitherus","Caprimulgus noctitherus",FALSE,1,3597063,TRUE,"",1
"Sholicola albiventris","Brachypteryx albiventris",FALSE,1,736235,TRUE,"sibling_higher",1
"Zentrygon carrikeri","Geotrygon carrikeri",TRUE,0.89473682641983,3596618,FALSE,"",1
"Hypsipetes nicobariensis","Ixos nicobariensis",FALSE,1,3598307,TRUE,"",1
"Motacilla bocagii","Amaurocichla bocagii",FALSE,1,3599667,TRUE,"incertae_sedis_inherited",1
"Mimus trifasciatus","Nesomimus trifasciatus",FALSE,1,1083037,TRUE,"",1
"Haematopus chathamensis","Haematopus unicolor chathamensis",FALSE,1,80080,TRUE,"infraspecific",1
"Zosterops melanocephalus","Speirops melanocephalus",FALSE,1,265348,TRUE,"",1
"Zosterornis latistriatus","Stachyris latistriata",FALSE,1,265360,TRUE,"",1
"Zosterornis hypogrammicus","Stachyris hypogrammica",FALSE,1,265361,TRUE,"",1
"Crithagra concolor","Neospiza concolor",FALSE,1,3597451,TRUE,"",1
"Pternistis camerunensis","Francolinus camerunensis",FALSE,1,1080970,TRUE,"",1
"Basileuterus griseiceps","Myiothlypis griseiceps",FALSE,1,3597218,TRUE,"",1
"Coenocorypha huegeli","Coenocorypha aucklandica huegeli",FALSE,1,448962,TRUE,"infraspecific",1
